Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Nicolas Roy,TOR,,,19,0:14:55,0.21,0.64,4.45,4.02,2.33,0.85,26.67,4.0,0:17:55,0.0,0.0,6.69,2.51,0.84,0.0,33.47,,,,,,,F,18,37,50,28,91,46,60,32,16,11,50,63,94,35,24,17,44.8,46.0,45.16,46.8,25.33333333333333,40.36
Anthony Beauvillier,WSH,,,23,0:14:44,0.71,0.35,8.5,5.66,1.24,0.71,0.71,7.0,0:15:00,0.57,0.0,5.71,7.99,1.71,1.14,1.71,,,,,,,F,55,20,50,81,23,61,25,28,52,11,50,52,36,76,51,49,45.8,38.0,43.46,40.2,58.66666666666666,45.74
Jeremy Lauzon,VGK,Autodraft Anomalies,D;IR;IR+,17,0:15:54,0.0,0.89,3.33,12.65,5.77,6.21,0.0,2.0,0:12:03,0.0,2.49,7.47,9.96,4.98,9.96,0.0,,,,,,,D,19,66,50,46,50,98,80,97,26,96,50,92,50,95,67,99,46.2,91.66666666666669,59.84,62.8,87.0,70.05999999999999
Thomas Chabot,OTT,Hughes your daddy,D;IR+,18,0:21:55,0.3,1.22,3.35,1.98,5.47,1.52,0.0,3.0,0:16:56,0.0,1.18,4.72,3.54,3.54,0.0,0.0,18.0,0:02:12,6.05,,,,D,72,82,77,47,50,35,76,53,26,76,50,70,50,66,41,14,65.6,54.66666666666666,62.31999999999999,54.4,40.333333333333336,50.18
Mathieu Joseph,STL,,,17,0:12:37,0.56,1.12,5.03,8.94,2.51,0.56,0.84,2.0,0:12:16,0.0,0.0,0.0,12.23,2.45,0.0,0.0,,,,,,,F,44,64,50,37,24,79,65,24,16,11,50,1,14,88,69,17,43.8,56.0,47.46,18.4,58.0,30.28
Lawson Crouse,UTA,,,23,0:14:51,0.7,0.7,6.85,11.07,2.64,1.05,1.76,7.0,0:16:12,0.53,1.06,4.76,12.16,2.64,2.12,3.7,,,,,,,F,54,41,50,64,35,85,68,38,49,63,50,40,52,88,72,67,48.8,63.66666666666666,53.25999999999999,50.8,75.66666666666667,58.25999999999999
Kyle Capobianco,DAL,,,7,0:10:15,0.0,0.84,2.51,2.51,2.51,1.67,0.0,4.0,0:13:09,0.0,1.14,1.14,2.28,3.42,0.0,0.0,,,,,,,D,19,63,50,25,50,46,13,58,26,75,50,5,50,48,38,14,41.4,39.0,40.67999999999999,41.2,33.333333333333336,38.84
Mitch Marner,VGK,Bar Down Beauties,RW,22,0:20:44,0.53,2.24,5.13,0.92,1.71,0.53,1.71,7.0,0:19:48,0.0,0.87,5.19,0.0,1.73,0.87,2.6,22.0,0:04:12,3.25,7.0,0:03:38,4.7,F,42,93,47,39,35,9,41,23,16,55,71,46,44,3,52,43,51.2,24.33333333333333,43.13999999999999,46.4,32.666666666666664,42.28
Joel Eriksson Ek,MIN,Boats and Ahos,C,23,0:19:51,0.53,1.45,9.07,5.26,1.58,1.58,33.9,7.0,0:21:09,0.81,1.62,8.51,3.24,0.0,1.62,33.23,23.0,0:04:06,3.81,7.0,0:04:17,1.99,F,42,77,55,84,94,58,37,52,65,80,45,78,93,43,3,59,70.4,49.0,63.98,72.2,35.0,61.04
Jake DeBrusk,VAN,Dan's Dazzling Team,LW;RW,23,0:17:59,1.16,0.58,9.72,2.61,1.45,0.58,0.87,7.0,0:18:00,1.9,0.95,9.05,1.9,0.95,0.0,1.43,23.0,0:03:45,5.57,7.0,0:03:50,11.17,F,80,34,73,88,25,30,32,24,93,58,91,81,33,27,27,17,60.0,28.666666666666668,50.6,71.2,23.666666666666668,56.94
Ivan Provorov,CBJ,,,23,0:25:10,0.31,0.41,4.66,1.14,4.04,0.83,0.0,7.0,0:27:10,0.0,0.32,3.47,0.95,5.68,0.63,0.0,,,,,,,D,74,31,50,74,50,18,48,31,26,33,50,49,50,21,76,35,55.8,32.333333333333336,48.76,41.6,44.0,42.31999999999999
John Marino,UTA,,,23,0:20:43,0.13,1.13,3.15,0.63,2.77,0.5,0.0,7.0,0:21:14,0.0,1.21,3.23,0.4,2.82,0.0,0.0,,,,,,,D,42,78,50,42,50,9,18,20,26,77,50,45,50,10,26,14,52.4,15.666666666666666,41.38,49.6,16.666666666666668,39.72
Yakov Trenin,MIN,,,23,0:13:09,0.2,0.79,5.35,21.2,2.58,2.38,3.57,7.0,0:14:04,0.61,0.61,3.65,21.31,2.43,3.65,7.91,,,,,,,F,17,46,50,42,50,96,67,67,54,42,50,25,70,96,68,83,41.0,76.66666666666667,51.7,48.2,82.33333333333333,58.44
Anthony Cirelli,T.B,Bros before Ahos,C,18,0:18:19,1.64,1.27,5.46,1.45,2.18,1.45,25.1,4.0,0:17:07,1.75,2.63,7.88,0.0,0.88,1.75,11.38,18.0,0:01:56,3.43,,,,F,92,70,50,44,91,15,56,48,91,94,50,74,78,3,25,62,69.4,39.66666666666666,60.48,77.4,30.0,63.18
Evan Rodrigues,FLA,,,22,0:17:09,0.95,0.95,8.27,3.97,1.75,1.27,16.37,7.0,0:17:48,1.44,0.48,7.7,1.93,1.44,0.0,17.81,22.0,0:01:59,2.74,7.0,0:01:52,0.0,F,70,55,39,79,85,46,43,44,86,35,10,72,86,27,43,17,65.6,44.333333333333336,59.22,57.8,29.0,49.16
Artemi Panarin,NYR,Sask Squatches,LW,24,0:20:34,0.73,1.7,7.9,0.36,0.24,0.49,0.0,7.0,0:19:55,0.43,3.01,5.59,0.43,0.0,0.86,0.0,24.0,0:03:18,4.52,7.0,0:01:54,13.43,F,56,84,63,76,12,4,2,22,43,96,93,51,14,8,3,42,58.2,9.333333333333334,43.54,59.4,17.666666666666668,46.88
Noel Acciari,PIT,,,13,0:12:55,0.0,1.07,3.93,6.42,3.57,4.28,19.63,,,,,,,,,,,,,,,,F,7,61,50,20,88,66,84,87,50,50,50,50,50,50,50,50,45.2,79.0,55.34,50.0,50.0,50.0
Kevin Stenlund,UTA,,,23,0:14:50,0.18,0.35,3.52,2.99,3.16,1.76,32.7,7.0,0:14:16,0.0,0.0,3.6,3.6,1.8,3.6,28.83,,,,,,,F,16,20,50,14,93,35,79,56,16,11,50,24,92,47,54,82,38.6,56.66666666666666,44.02,38.6,61.0,45.32
Will Borgen,NYR,,,19,0:18:37,0.17,0.34,2.71,4.41,4.07,1.36,0.0,2.0,0:18:22,1.63,0.0,3.27,3.27,3.27,0.0,0.0,,,,,,,D,50,26,50,30,50,73,48,49,99,14,50,45,50,63,35,14,41.2,56.66666666666666,45.84,51.6,37.333333333333336,47.32
Colton White,N.J,,,5,0:11:41,0.0,0.0,3.08,6.16,3.08,0.0,0.0,4.0,0:12:08,0.0,0.0,2.47,7.41,3.71,0.0,0.0,,,,,,,D,19,6,50,40,50,86,24,6,26,14,50,28,50,91,44,14,33.0,38.66666666666666,34.7,33.6,49.66666666666666,38.42
Alexandre Carrier,MTL,,,21,0:18:41,0.15,0.92,2.45,1.83,7.64,1.22,0.0,7.0,0:19:01,0.0,0.9,1.8,1.35,7.66,0.0,0.0,,,,,,,D,46,68,50,23,50,32,94,44,26,65,50,15,50,29,90,14,47.4,56.66666666666666,50.18,41.2,44.333333333333336,42.14
Ryan Shea,PIT,,,21,0:20:07,0.28,0.85,2.98,0.99,3.98,2.27,0.0,7.0,0:19:10,0.0,0.0,3.13,1.79,4.47,0.89,0.0,,,,,,,D,69,64,50,37,50,15,46,71,26,14,50,43,50,38,59,43,54.0,44.0,51.0,36.6,46.66666666666666,39.62
Conor Garland,VAN,,,19,0:20:05,0.79,1.26,7.23,1.89,1.26,1.73,0.79,6.0,0:19:12,0.52,0.0,4.69,2.08,1.04,2.6,2.08,19.0,0:03:07,5.06,6.0,0:02:18,4.33,F,61,70,69,69,24,21,26,55,49,11,69,39,40,29,30,73,58.6,34.0,51.22,41.6,44.0,42.31999999999999
Niko Mikkola,FLA,,,22,0:19:32,0.0,0.56,3.49,3.07,3.63,3.35,0.0,7.0,0:20:28,0.0,0.84,3.77,3.35,1.67,5.02,0.0,,,,,,,D,19,43,50,50,50,56,38,86,26,63,50,55,50,64,7,93,42.4,60.0,47.67999999999999,48.8,54.66666666666666,50.56
Kirill Kaprizov,MIN,P Diddlers,LW,23,0:22:10,1.53,1.65,9.18,0.94,1.06,0.71,0.0,7.0,0:21:35,1.59,0.79,11.11,0.79,1.59,1.59,0.0,23.0,0:04:40,5.58,7.0,0:04:30,1.9,F,91,82,73,85,12,9,19,28,89,51,44,90,14,12,48,59,68.6,18.666666666666668,53.62,57.6,39.66666666666666,52.22
Troy Terry,ANA,Hughes your daddy,RW,22,0:18:54,1.01,2.6,7.65,0.0,0.58,0.58,0.29,7.0,0:19:58,0.86,1.72,8.15,0.0,0.86,0.86,0.43,22.0,0:03:20,4.9,7.0,0:02:16,0.0,F,73,96,67,73,17,2,7,24,67,82,10,76,20,3,25,42,65.2,11.0,48.94,51.0,23.33333333333333,42.7
Adam Gaudette,S.J,,,19,0:11:40,1.35,0.27,7.03,4.87,1.08,2.7,9.19,7.0,0:13:04,0.66,0.0,5.9,5.9,2.62,1.31,2.62,19.0,0:01:48,1.75,7.0,0:02:13,0.0,F,86,16,23,66,73,54,20,72,57,11,10,55,44,66,72,53,52.8,48.66666666666666,51.55999999999999,35.4,63.66666666666666,43.88
Vladislav Gavrikov,NYR,,,24,0:22:57,0.33,0.76,3.7,0.76,4.14,1.74,0.0,7.0,0:23:42,0.36,1.45,2.89,1.08,4.7,2.17,0.0,,,,,,,D,77,58,50,55,50,11,50,59,71,84,50,37,50,23,62,71,58.0,40.0,52.6,58.4,52.0,56.48
Mason Appleton,DET,,,23,0:13:46,0.57,0.95,4.92,4.92,2.27,4.16,0.38,7.0,0:12:42,0.0,0.67,6.07,4.04,0.67,6.74,0.0,,,,,,,F,45,55,50,35,18,55,59,86,16,45,50,57,14,51,19,94,40.6,66.66666666666667,48.42,36.4,54.66666666666666,41.88
Steven Lorentz,TOR,,,16,0:11:11,0.67,1.34,5.03,12.4,3.02,3.35,8.71,,,,,,,,,,,,,,,,F,52,73,50,37,72,88,76,80,50,50,50,50,50,50,50,50,56.8,81.33333333333333,64.16,50.0,50.0,50.0
Matt Roy,WSH,,,23,0:20:27,0.13,0.38,4.21,3.19,6.25,0.51,0.0,7.0,0:21:05,0.41,0.41,3.66,2.03,6.1,0.0,0.0,,,,,,,D,42,29,50,66,50,57,85,20,75,38,50,53,50,43,80,14,47.4,54.0,49.38,53.2,45.66666666666666,50.94
Jalen Chatfield,CAR,,,15,0:19:54,0.0,0.8,4.42,2.41,3.01,1.61,0.0,2.0,0:20:23,0.0,1.47,2.94,2.94,1.47,0.0,0.0,,,,,,,D,19,60,50,70,50,44,23,56,26,84,50,39,50,59,5,14,49.8,41.0,47.15999999999999,49.8,26.0,42.65999999999999
Mason Marchment,SEA,,,21,0:16:52,0.34,1.52,5.25,5.25,1.19,1.02,1.02,7.0,0:18:18,0.47,2.34,4.68,5.62,0.47,0.94,0.47,21.0,0:01:40,5.11,7.0,0:01:27,5.88,F,27,79,69,41,27,57,24,37,45,91,77,39,21,64,13,45,48.6,39.333333333333336,45.81999999999999,54.6,40.66666666666666,50.42
Rodrigo Abols,PHI,,,16,0:09:28,0.4,0.0,6.73,6.73,2.77,1.98,19.01,7.0,0:09:48,0.87,0.0,6.12,7.87,2.62,0.0,16.62,,,,,,,F,32,5,50,63,87,68,71,60,67,11,50,57,85,76,72,17,47.4,66.33333333333333,53.08,54.0,55.0,54.3
Philippe Myers,TOR,,,10,0:14:13,0.0,0.0,5.48,4.22,5.06,2.53,0.0,3.0,0:11:28,0.0,0.0,1.74,6.97,3.48,3.48,0.0,,,,,,,D,19,6,50,85,50,71,69,75,26,14,50,14,50,89,40,85,42.0,71.66666666666667,50.9,30.8,71.33333333333333,42.96
Ryan Lomberg,CGY,,,22,0:08:52,0.0,0.31,5.84,22.45,1.85,6.77,0.62,5.0,0:09:12,0.0,0.0,9.12,14.33,1.3,13.02,1.3,,,,,,,F,7,18,50,50,21,97,46,95,16,11,50,82,32,91,39,99,29.2,79.33333333333333,44.24,38.2,76.33333333333333,49.64
Brandon Tanev,UTA,,,23,0:10:07,0.0,0.26,4.12,16.48,2.83,2.06,0.52,7.0,0:09:36,0.0,0.0,1.78,8.03,2.68,1.78,0.89,,,,,,,F,7,16,50,23,20,93,72,62,16,11,50,4,27,76,73,62,23.2,75.66666666666667,38.94,21.6,70.33333333333333,36.22
Luke Kunin,FLA,,,17,0:09:50,0.36,0.36,3.94,10.4,7.17,2.15,20.79,7.0,0:08:56,0.96,0.0,5.75,12.46,7.67,1.92,10.54,,,,,,,F,28,21,50,20,88,83,99,63,71,11,50,53,76,88,98,64,41.4,81.66666666666667,53.48,52.2,83.33333333333333,61.53999999999999
Auston Matthews,TOR,Bros before Ahos,C;IR;IR+,17,0:21:15,1.49,0.83,10.79,2.16,5.15,1.0,30.05,2.0,0:16:27,1.82,1.82,7.29,1.82,1.82,0.0,27.34,17.0,0:03:09,2.24,,,,F,90,48,31,92,93,24,95,37,92,84,50,69,92,26,54,17,70.8,52.0,65.16,77.4,32.333333333333336,63.88
Adam Fox,NYR,Bar Down Beauties,D,24,0:24:14,0.31,1.86,5.05,1.44,4.13,1.03,0.0,7.0,0:24:50,0.0,2.76,4.48,1.72,4.48,0.69,0.0,24.0,0:03:13,4.64,7.0,0:02:04,16.57,D,74,95,66,80,50,24,50,38,26,97,95,67,50,37,59,37,73.0,37.333333333333336,62.3,67.0,44.333333333333336,60.2
Ryan Lindgren,SEA,,,22,0:18:59,0.0,0.43,2.01,1.29,5.31,4.74,0.0,7.0,0:19:35,0.0,0.44,2.19,0.87,4.81,2.62,0.0,,,,,,,D,19,33,50,14,50,21,73,94,26,40,50,22,50,19,64,77,33.2,62.66666666666666,42.04,37.6,53.333333333333336,42.32
Charlie McAvoy,BOS,The Epstein Islanders,D;IR;IR+,19,0:23:46,0.0,1.86,3.32,3.45,4.25,3.45,0.0,3.0,0:21:39,0.0,1.85,3.7,1.85,5.54,1.85,0.0,19.0,0:03:29,4.52,3.0,0:04:04,4.92,D,19,95,64,46,50,61,53,86,26,91,68,54,50,40,74,66,54.8,66.66666666666667,58.35999999999999,57.8,60.0,58.46
Carl Grundstrom,PHI,,,1,0:10:16,0.0,0.0,0.0,11.67,5.83,0.0,0.0,1.0,0:10:16,0.0,0.0,0.0,11.67,5.83,0.0,0.0,,,,,,,F,7,5,50,1,12,87,97,8,16,11,50,1,14,87,96,17,15.0,64.0,29.7,18.4,66.66666666666667,32.879999999999995
Alex DeBrincat,DET,Dan's Dazzling Team,LW;RW,23,0:18:00,1.59,2.03,12.75,1.59,1.16,0.58,0.58,7.0,0:19:05,3.14,1.35,11.67,4.04,1.8,1.8,1.35,23.0,0:03:46,6.23,7.0,0:03:31,7.28,F,92,90,78,96,21,17,23,24,99,73,83,91,32,51,54,62,75.4,21.33333333333333,59.18,75.6,55.66666666666666,69.61999999999999
Patrik Laine,MTL,,,5,0:12:36,0.0,0.95,5.71,1.9,0.0,1.9,1.9,,,,,,,,,,5.0,0:02:26,0.0,,,,F,7,55,1,48,36,21,1,59,50,50,50,50,50,50,50,50,29.4,27.0,28.68,50.0,50.0,50.0
Clayton Keller,UTA,Dan's Dazzling Team,LW;RW,23,0:18:48,1.11,1.66,8.88,0.69,1.53,1.11,0.28,7.0,0:17:39,0.97,1.46,8.73,1.46,2.91,1.94,0.49,23.0,0:03:20,4.68,7.0,0:02:16,3.77,F,78,83,65,83,17,7,35,40,72,76,64,79,21,21,77,65,65.2,27.33333333333333,53.84,62.4,54.333333333333336,59.98
Jakob Chychrun,WSH,Hughes your daddy,D,23,0:23:26,0.89,1.45,8.35,2.45,2.67,2.56,0.0,7.0,0:23:17,1.47,2.21,8.1,1.47,3.68,2.94,0.0,23.0,0:03:05,3.37,7.0,0:02:47,3.06,D,99,89,50,98,50,45,16,76,99,94,53,94,50,32,44,81,77.2,45.66666666666666,67.74,78.0,52.333333333333336,70.3
Sam Steel,DAL,,,22,0:17:37,0.31,0.77,3.71,3.71,1.55,1.24,8.82,7.0,0:16:21,0.0,0.0,5.76,1.05,1.05,1.05,10.48,22.0,0:01:00,8.13,,,,F,25,45,87,17,72,43,36,43,16,11,50,53,76,15,31,47,49.2,40.66666666666666,46.64,41.2,31.0,38.14
Brett Howden,VGK,,,18,0:14:23,0.69,0.46,3.94,7.64,0.93,1.85,19.22,7.0,0:14:48,0.0,1.16,3.47,8.11,1.16,1.16,28.96,,,,,,,F,54,26,50,20,87,73,15,58,16,67,50,22,92,77,34,50,47.4,48.66666666666666,47.78,49.4,53.66666666666666,50.67999999999999
Beck Malenstyn,BUF,,,21,0:11:27,0.5,0.5,6.49,17.46,6.24,0.5,0.0,7.0,0:11:57,1.43,0.72,6.45,16.49,5.74,0.0,0.0,,,,,,,F,39,29,50,60,12,94,98,22,85,48,50,61,14,93,96,17,38.0,71.33333333333333,48.0,51.6,68.66666666666667,56.72
Riley Tufte,BOS,,,3,0:11:44,1.7,0.0,6.81,10.22,0.0,0.0,0.0,3.0,0:11:44,1.7,0.0,6.81,10.22,0.0,0.0,0.0,,,,,,,F,93,5,50,64,12,83,1,8,90,11,50,65,14,83,3,17,44.8,30.666666666666668,40.56,46.0,34.333333333333336,42.5
Trent Frederic,EDM,,,24,0:12:18,0.41,0.0,5.69,12.59,1.83,5.08,4.87,7.0,0:11:15,0.76,0.0,9.13,10.65,3.04,10.65,3.04,,,,,,,F,32,5,50,48,58,88,45,91,62,11,50,82,48,84,79,98,38.6,74.66666666666667,49.42,50.6,87.0,61.52
Andrew Peeke,BOS,,,24,0:19:51,0.0,0.5,3.15,4.15,6.8,0.5,0.0,7.0,0:20:10,0.0,0.0,2.55,5.1,5.1,1.7,0.0,,,,,,,D,19,38,50,42,50,70,89,20,26,14,50,30,50,80,68,63,39.8,59.66666666666666,45.75999999999999,34.0,70.33333333333333,44.89999999999999
Tyson Jost,NSH,,,17,0:12:27,0.28,0.57,5.38,6.52,1.7,1.13,2.83,5.0,0:11:53,0.0,1.01,3.03,8.08,0.0,0.0,1.01,,,,,,,F,23,33,50,43,45,67,41,40,16,61,50,16,28,76,3,17,38.8,49.333333333333336,41.96,34.2,32.0,33.54
Dante Fabbro,CBJ,,,23,0:16:36,0.16,0.47,3.61,1.41,8.17,0.63,0.0,7.0,0:15:05,0.0,0.0,2.84,2.84,12.49,0.0,0.0,,,,,,,D,48,36,50,53,50,23,96,24,26,14,50,36,50,57,99,14,47.4,47.66666666666666,47.48,35.2,56.66666666666666,41.64
Joshua Mahura,SEA,,,13,0:15:10,0.3,0.3,2.74,3.95,6.39,4.87,0.0,,,,,,,,,,,,,,,,D,72,23,50,31,50,68,86,94,50,50,50,50,50,50,50,50,45.2,82.66666666666667,56.44,50.0,50.0,50.0
Logan Stanley,WPG,,,21,0:17:07,0.5,1.0,3.67,5.17,4.67,5.01,0.0,7.0,0:16:33,0.52,1.03,4.14,3.62,3.1,4.14,0.0,,,,,,,D,92,72,50,55,50,80,62,95,83,71,50,62,50,67,32,89,63.8,79.0,68.36,63.2,62.66666666666666,63.04
Boris Katchouk,T.B,,,3,0:12:11,0.0,0.0,0.0,8.2,3.28,0.0,11.49,3.0,0:12:11,0.0,0.0,0.0,8.2,3.28,0.0,11.49,,,,,,,F,7,5,50,1,78,76,80,8,16,11,50,1,78,77,82,17,28.2,54.66666666666666,36.14,31.2,58.66666666666666,39.44
Jordan Kyrou,STL,Bar Down Beauties,RW,22,0:16:52,0.97,1.13,9.54,0.48,1.78,0.0,0.0,7.0,0:15:59,0.54,1.61,12.33,0.54,1.07,0.0,0.0,22.0,0:02:13,4.92,7.0,0:01:39,5.16,F,71,64,67,87,12,5,44,8,50,80,74,93,14,9,31,17,60.2,19.0,47.84,62.2,19.0,49.24
Taylor Raddysh,NYR,,,24,0:12:11,1.02,0.2,4.51,4.51,2.05,0.41,0.0,7.0,0:10:51,0.0,0.0,0.79,7.9,2.37,0.0,0.0,,,,,,,F,74,13,50,29,12,51,52,19,16,11,50,1,14,76,67,17,35.6,40.66666666666666,37.12,18.4,53.333333333333336,28.88
Noah Gregor,FLA,,,9,0:08:30,0.0,0.78,7.83,8.61,0.78,1.57,4.7,4.0,0:08:34,0.0,1.75,7.0,10.5,0.0,0.0,10.5,,,,,,,F,7,46,50,75,57,77,11,51,16,83,50,66,76,84,3,17,47.0,46.333333333333336,46.8,58.2,34.666666666666664,51.14
Dennis Cholowski,N.J,,,10,0:14:26,0.0,0.42,2.49,0.42,4.57,0.0,0.0,6.0,0:14:12,0.0,0.0,3.52,0.7,3.52,0.0,0.0,,,,,,,D,19,32,50,24,50,6,60,6,26,14,50,50,50,15,40,14,35.0,24.0,31.7,38.0,23.0,33.5
Pierre-Luc Dubois,WSH,,,6,0:15:31,0.0,0.0,5.79,3.86,1.93,1.29,21.24,,,,,,,,,,6.0,0:01:56,0.0,,,,F,7,5,1,49,89,44,49,44,50,50,50,50,50,50,50,50,30.2,45.66666666666666,34.84,50.0,50.0,50.0
Jake Bean,CGY,,,13,0:16:25,0.28,0.28,4.22,0.84,7.03,4.5,0.0,3.0,0:15:43,1.27,0.0,5.09,0.0,8.9,15.27,0.0,,,,,,,D,69,21,50,66,50,12,91,93,99,14,50,75,50,4,95,99,51.2,65.33333333333333,55.44,57.6,66.0,60.120000000000005
Jesper Bratt,N.J,Jagrbombs,LW;RW,22,0:18:15,0.75,2.54,7.47,3.88,1.19,1.19,0.0,7.0,0:19:50,0.0,3.46,8.64,3.02,1.73,0.86,0.0,22.0,0:02:58,5.5,7.0,0:03:04,5.56,F,58,95,72,71,12,45,24,42,16,97,76,79,14,41,52,42,61.6,37.0,54.22,56.4,45.0,52.98
Mikhail Sergachev,UTA,Boats and Ahos,D,23,0:24:48,0.32,1.26,5.05,0.63,4.31,1.68,0.0,7.0,0:24:43,0.0,1.04,6.93,0.35,4.51,2.08,0.0,23.0,0:03:15,4.79,7.0,0:02:21,3.63,D,75,83,67,80,50,9,54,58,26,71,58,89,50,9,59,70,71.0,40.333333333333336,61.8,58.8,46.0,54.96
Nathan Bastian,DAL,,,15,0:07:52,0.51,0.0,4.58,17.79,2.03,4.07,0.0,2.0,0:11:15,0.0,0.0,0.0,13.32,0.0,10.66,0.0,,,,,,,F,40,5,50,30,12,95,52,85,16,11,50,1,14,89,3,98,27.4,77.33333333333333,42.38,18.4,63.333333333333336,31.88
Tage Thompson,BUF,Bar Down Beauties,C;RW,22,0:18:55,1.73,1.3,12.11,4.18,1.59,1.44,14.12,7.0,0:18:28,2.78,1.39,10.67,2.78,0.46,0.0,23.2,22.0,0:03:33,3.83,7.0,0:03:39,2.35,F,94,71,55,95,82,48,37,48,98,74,50,88,90,38,13,17,79.4,44.333333333333336,68.88,80.0,22.666666666666668,62.8
Jacob Moverare,L.A,,,5,0:08:58,0.0,0.0,5.35,2.68,6.69,0.0,0.0,4.0,0:10:24,0.0,0.0,5.77,2.88,7.21,0.0,0.0,,,,,,,D,19,6,50,83,50,49,89,6,26,14,50,82,50,58,88,14,41.6,48.0,43.52,44.4,53.333333333333336,47.08
Filip Hronek,VAN,Jagrbombs,D,23,0:24:23,0.21,1.18,3.42,4.81,3.74,0.86,0.0,7.0,0:23:56,0.72,1.07,4.3,3.58,4.3,0.0,0.0,23.0,0:01:45,5.92,7.0,0:01:42,5.01,D,57,80,76,48,50,77,40,32,92,72,69,64,50,67,56,14,62.2,49.66666666666666,58.44,69.4,45.66666666666666,62.28
Troy Stecher,"EDM, TOR",,,9,0:14:35,0.0,0.0,2.28,2.28,1.83,3.65,0.0,,,,,,,,,,,,,,,,D,19,6,50,19,50,41,4,88,50,50,50,50,50,50,50,50,28.8,44.333333333333336,33.46,50.0,50.0,50.0
Brandon Duhaime,WSH,,,23,0:12:16,0.64,0.21,2.98,9.35,4.04,3.83,0.64,7.0,0:11:01,0.78,0.0,3.89,5.44,4.66,0.0,0.0,,,,,,,F,50,13,50,8,22,80,89,84,63,11,50,28,14,63,92,17,28.6,84.33333333333333,45.31999999999999,33.2,57.333333333333336,40.44
Ross Colton,COL,,,22,0:13:07,0.83,1.45,11.02,11.64,1.87,1.04,2.7,7.0,0:14:53,1.15,0.58,13.82,11.51,1.73,0.0,1.15,,,,7.0,0:01:32,0.0,F,63,77,50,93,44,86,47,38,78,40,10,95,30,86,52,17,65.4,57.0,62.88,50.6,51.66666666666666,50.92
Joona Koppanen,PIT,,,7,0:12:15,0.0,0.7,2.1,4.2,1.4,1.4,7.0,7.0,0:12:15,0.0,0.7,2.1,4.2,1.4,1.4,7.0,,,,,,,F,7,41,50,2,67,48,31,47,16,47,50,7,67,53,42,55,33.4,42.0,35.98,37.4,50.0,41.17999999999999
Brandon Hagel,T.B,The Epstein Islanders,LW;RW,21,0:19:27,1.62,1.62,9.11,1.91,1.76,1.76,1.91,6.0,0:16:29,2.43,2.43,10.92,1.21,2.43,1.21,6.67,21.0,0:01:42,5.03,,,,F,92,82,68,85,37,21,43,56,97,92,50,89,66,18,68,51,72.8,40.0,62.96,78.8,45.66666666666666,68.86
Vincent Desharnais,S.J,,,19,0:16:35,0.0,0.38,2.09,4.95,5.9,5.71,0.0,7.0,0:17:01,0.0,0.0,2.01,5.54,5.54,7.05,0.0,,,,,,,D,19,29,50,15,50,78,81,96,26,14,50,19,50,83,74,97,32.6,85.0,48.32,31.8,84.66666666666667,47.66
Michael Eyssimont,BOS,,,24,0:11:41,1.07,1.28,11.33,3.85,2.14,3.21,0.21,7.0,0:12:22,0.69,1.38,11.77,5.54,2.77,0.0,0.69,,,,7.0,0:01:33,11.06,F,76,71,50,94,16,44,55,78,58,74,91,91,24,63,75,17,61.4,59.0,60.67999999999999,67.6,51.66666666666666,62.81999999999999
Michael Carcone,UTA,,,21,0:11:23,0.75,0.75,10.54,9.03,1.25,4.01,0.0,7.0,0:12:26,0.0,0.69,10.34,10.34,0.69,0.0,0.0,,,,,,,F,58,44,50,91,12,79,26,85,16,46,50,87,14,84,19,17,51.0,63.333333333333336,54.7,42.6,40.0,41.82
Justin Brazeau,PIT,,,12,0:13:28,2.23,2.23,8.16,6.31,4.45,0.0,0.0,,,,,,,,,,,,,,,,F,98,92,50,78,12,65,92,8,50,50,50,50,50,50,50,50,66.0,55.0,62.7,50.0,50.0,50.0
Tanner Jeannot,BOS,,,24,0:13:27,0.37,1.3,5.94,10.77,4.08,4.27,0.74,7.0,0:13:40,0.0,1.88,7.53,11.29,3.76,6.27,0.0,,,,,,,F,29,71,50,52,23,84,89,87,16,85,50,71,14,86,86,93,45.0,86.66666666666667,57.5,47.2,88.33333333333333,59.53999999999999
Mathieu Olivier,CBJ,Dan's Dazzling Team,RW;IR+,23,0:13:59,0.56,1.12,5.4,13.23,3.54,8.2,0.0,7.0,0:13:44,1.25,1.25,4.37,11.85,4.37,4.37,0.0,,,,,,,F,44,64,50,43,12,90,84,97,81,70,50,35,14,87,91,87,42.6,90.33333333333331,56.92,50.0,88.33333333333333,61.5
