Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Zach Whitecloud,VGK,D,11,00:17:19,0.0,0.31,2.2,7.24,4.09,1.26,0.0,7.0,00:16:52,0.0,0.51,1.52,7.11,4.57,2.03,0.0,,,,,,
Kiefer Sherwood,VAN,L,13,00:17:36,2.36,0.0,6.55,15.2,1.83,2.62,1.05,7.0,00:19:10,2.23,0.0,6.26,13.41,2.23,0.89,0.45,13.0,00:01:42,5.39,7.0,00:02:11,3.91
Eric Robinson,CAR,L,7,00:09:57,2.58,0.86,7.75,7.75,0.86,0.0,0.0,3.0,00:09:49,2.04,0.0,4.07,8.14,0.0,0.0,0.0,,,,,,
Martin Fehérváry,WSH,D,12,00:19:13,0.26,1.04,4.16,4.94,5.72,1.04,0.0,7.0,00:19:48,0.0,0.87,1.73,3.46,4.33,1.73,0.0,,,,,,
Joel Farabee,CGY,L,14,00:17:59,0.48,0.95,6.67,4.53,2.62,0.48,1.91,7.0,00:17:36,0.97,0.97,7.3,4.87,2.43,0.0,2.92,14.0,00:02:55,2.93,7.0,00:02:06,4.05
Philipp Kurashev,S.J,C,11,00:17:58,1.52,1.21,7.59,3.04,1.52,0.61,3.04,6.0,00:18:28,2.17,2.17,9.74,2.71,1.08,1.08,5.41,11.0,00:02:13,0.0,6.0,00:02:11,0.0
Quinn Hughes,VAN,D,9,00:26:37,0.25,1.5,4.51,0.25,1.5,0.0,0.0,3.0,00:27:10,0.0,1.47,2.94,0.0,1.47,0.0,0.0,9.0,00:04:56,6.74,3.0,00:05:28,3.65
Brady Tkachuk,OTT,L,3,00:16:37,0.0,3.61,12.04,12.04,0.0,4.81,9.63,,,,,,,,,,3.0,00:03:48,5.25,,,
Ryan McLeod,BUF,C,12,00:17:51,0.84,1.12,3.92,0.84,1.68,0.0,21.29,7.0,00:17:50,0.48,1.92,3.36,0.96,1.44,0.0,20.66,12.0,00:01:17,3.86,,,
Evan Bouchard,EDM,D,13,00:23:37,0.39,1.37,6.84,1.17,3.52,1.56,0.0,7.0,00:22:31,0.76,2.66,5.33,1.52,2.66,3.04,0.0,13.0,00:03:39,5.04,7.0,00:03:37,9.47
Isac Lundestrom,CBJ,C,12,00:11:50,0.0,0.84,2.96,1.69,2.53,0.84,20.27,7.0,00:12:17,0.0,1.39,4.18,0.7,1.39,0.0,18.82,,,,,,
Mattias Samuelsson,BUF,D,10,00:20:48,0.58,1.15,4.04,4.9,7.49,1.15,0.0,7.0,00:21:27,0.8,1.2,4.79,3.99,7.19,0.8,0.0,,,,,,
Joe Veleno,MTL,C,7,00:11:11,0.0,0.0,4.6,9.96,2.3,8.43,14.56,7.0,00:11:11,0.0,0.0,4.6,9.96,2.3,8.43,14.56,,,,,,
K'Andre Miller,CAR,D,6,00:23:31,0.85,0.85,5.95,2.55,3.4,3.4,0.0,2.0,00:25:49,0.0,2.32,5.81,1.16,2.32,0.0,0.0,6.0,00:02:46,3.6,,,
Patrick Giles,S.J,R,3,00:08:52,0.0,2.26,4.51,6.77,4.51,0.0,20.3,3.0,00:08:52,0.0,2.26,4.51,6.77,4.51,0.0,20.3,,,,,,
Michael Callahan,BOS,D,3,00:16:27,0.0,0.0,2.43,3.65,7.29,0.0,0.0,3.0,00:16:27,0.0,0.0,2.43,3.65,7.29,0.0,0.0,,,,,,
Jesperi Kotkaniemi,CAR,C,9,00:10:21,0.64,1.29,4.5,9.01,4.5,0.0,20.59,7.0,00:10:26,0.82,0.82,4.93,10.68,4.93,0.0,19.71,,,,,,
Andrei Svechnikov,CAR,R,11,00:14:52,0.73,0.37,9.16,2.57,0.37,2.2,0.37,7.0,00:14:41,1.17,0.58,9.92,2.33,0.58,3.5,0.58,11.0,00:02:29,2.19,7.0,00:01:49,4.68
Alec Regula,EDM,D,2,00:15:53,0.0,0.0,5.66,0.0,3.78,0.0,0.0,,,,,,,,,,,,,,,
Ty Emberson,EDM,D,13,00:15:23,0.3,0.6,3.3,5.4,5.7,0.0,0.0,7.0,00:15:16,0.56,0.0,2.24,7.86,5.05,0.0,0.0,,,,,,
Jack Drury,COL,C,13,00:14:35,0.32,0.95,5.38,1.58,3.8,2.53,30.38,7.0,00:15:04,0.57,1.14,5.69,1.14,5.12,3.41,29.0,,,,,,
Rasmus Dahlin,BUF,D,12,00:24:40,0.2,1.62,6.69,2.23,3.04,2.03,0.0,7.0,00:23:59,0.36,1.43,6.43,1.07,3.57,2.14,0.0,12.0,00:03:41,6.76,7.0,00:03:51,4.45
Oskar Bäck,DAL,C,2,00:10:26,2.87,0.0,2.87,0.0,0.0,0.0,0.0,2.0,00:10:26,2.87,0.0,2.87,0.0,0.0,0.0,0.0,,,,,,
Filip Hallander,PIT,C,12,00:13:12,0.38,1.14,8.33,1.14,1.89,0.76,0.0,7.0,00:14:12,0.0,1.21,9.66,1.21,3.02,1.21,0.0,,,,,,
Ty Dellandrea,S.J,C,13,00:13:06,0.0,1.76,3.17,10.22,3.17,0.7,26.07,7.0,00:12:07,0.0,1.41,4.24,9.19,3.53,1.41,21.92,,,,,,
Barrett Hayton,UTA,C,10,00:16:08,0.74,0.74,3.72,0.37,1.49,1.49,23.42,7.0,00:15:55,0.54,0.54,3.77,0.0,2.15,2.15,24.23,10.0,00:01:42,0.0,,,
Jack McBain,UTA,C,12,00:13:36,0.37,0.0,7.35,11.03,2.57,6.25,16.91,7.0,00:12:17,0.0,0.0,6.28,13.95,1.4,2.79,18.84,12.0,00:01:19,0.0,,,
Kevin Bahl,CGY,D,14,00:21:08,0.2,0.41,2.23,2.43,4.05,2.43,0.0,7.0,00:21:47,0.39,0.39,2.75,2.36,3.54,2.36,0.0,,,,,,
Noah Dobson,MTL,D,12,00:22:28,0.22,1.33,4.67,0.89,5.34,1.33,0.0,7.0,00:22:40,0.38,1.51,4.92,1.51,7.18,0.76,0.0,12.0,00:01:25,3.49,,,
Adam Boqvist,NYI,D,4,00:13:03,0.0,0.0,1.15,1.15,4.6,0.0,0.0,3.0,00:12:20,0.0,0.0,1.62,1.62,4.86,0.0,0.0,,,,,,
Rasmus Sandin,WSH,D,7,00:19:23,0.0,0.88,1.77,7.07,4.42,0.0,0.0,2.0,00:18:31,0.0,1.62,3.24,8.1,4.86,0.0,0.0,7.0,00:02:09,0.0,,,
Adam Ginning,PHI,D,5,00:15:20,0.0,0.0,1.56,3.13,3.91,0.0,0.0,1.0,00:12:07,0.0,0.0,0.0,0.0,9.9,0.0,0.0,,,,,,
Curtis Douglas,T.B,C,9,00:05:06,0.0,0.0,6.52,11.74,2.61,15.65,1.3,5.0,00:04:31,0.0,0.0,5.31,7.96,2.65,13.26,0.0,,,,,,
Nils Lundkvist,DAL,D,4,00:15:59,0.94,1.88,1.88,2.81,4.69,1.88,0.0,,,,,,,,,,,,,,,
Jacob Bernard-Docker,DET,D,8,00:12:37,0.0,0.59,5.94,2.38,2.38,1.19,0.0,3.0,00:14:04,0.0,0.0,7.11,2.84,2.84,0.0,0.0,,,,,,
Jordan Harris,BOS,D,5,00:15:37,0.77,0.77,6.91,3.07,2.3,0.0,0.0,1.0,00:15:19,0.0,0.0,11.74,0.0,3.91,0.0,0.0,,,,,,
Michael Kesselring,BUF,D,3,00:17:04,0.0,0.0,4.68,2.34,3.51,2.34,0.0,3.0,00:17:04,0.0,0.0,4.68,2.34,3.51,2.34,0.0,,,,,,
Kirill Marchenko,CBJ,R,12,00:18:10,1.38,1.93,11.55,3.03,2.75,1.65,0.0,7.0,00:17:29,0.0,2.94,9.8,3.43,2.45,1.96,0.0,12.0,00:02:52,6.97,7.0,00:02:47,9.22
Ilya Lyubushkin,DAL,D,10,00:16:16,0.0,0.37,2.58,4.42,7.74,2.95,0.0,7.0,00:17:06,0.0,0.0,2.0,3.51,9.52,1.0,0.0,,,,,,
Connor Dewar,PIT,C,13,00:13:13,1.05,0.7,8.72,11.86,1.74,0.0,0.35,7.0,00:13:10,1.3,0.65,11.06,14.96,0.65,0.0,0.0,,,,,,
Declan Chisholm,WSH,D,6,00:14:10,0.0,0.71,2.12,2.12,2.12,1.41,0.0,4.0,00:13:54,0.0,0.0,3.24,2.16,1.08,2.16,0.0,,,,,,
Pontus Holmberg,T.B,R,12,00:12:27,0.4,1.61,4.82,7.22,2.81,3.21,4.01,7.0,00:12:32,0.0,2.05,5.47,7.52,2.74,1.37,5.47,,,,,,
Tyler Tucker,STL,D,12,00:12:36,0.4,1.19,4.36,7.14,3.97,7.54,0.0,7.0,00:11:51,0.0,0.72,1.45,9.4,2.89,8.68,0.0,,,,,,
Jonatan Berggren,DET,R,9,00:12:48,1.04,1.04,8.33,2.6,0.52,1.04,0.0,7.0,00:13:31,1.27,1.27,9.51,1.27,0.63,0.0,0.0,9.0,00:01:24,4.73,7.0,00:01:48,4.73
Alexander Romanov,NYI,D,7,00:19:07,0.0,0.0,3.59,8.07,9.42,2.69,0.0,3.0,00:20:20,0.0,0.0,3.93,2.95,8.85,1.97,0.0,,,,,,
Linus Karlsson,VAN,C,10,00:09:54,0.0,1.21,5.45,7.27,1.82,1.21,1.21,7.0,00:09:57,0.0,0.86,4.31,5.17,1.72,1.72,0.86,10.0,00:01:15,0.0,7.0,00:01:39,0.0
Paul Cotter,N.J,L,13,00:12:08,0.38,0.38,5.7,12.54,1.52,1.52,1.9,7.0,00:13:14,0.65,0.65,5.18,9.71,0.65,0.0,3.24,,,,,,
Cole Koepke,WPG,L,12,00:10:14,0.0,0.98,5.37,17.09,1.47,5.86,0.0,7.0,00:11:21,0.0,0.75,6.04,17.36,0.75,7.55,0.0,,,,,,
Spencer Stastney,NSH,D,13,00:15:32,0.3,1.19,3.27,0.3,2.97,1.19,0.0,7.0,00:16:31,0.52,2.07,4.15,0.52,2.59,2.07,0.0,,,,,,
Yegor Sharangovich,CGY,C,12,00:14:25,0.69,0.69,6.24,1.04,1.73,0.0,0.69,6.0,00:14:13,1.41,0.7,6.33,0.7,0.7,0.0,1.41,12.0,00:01:48,2.77,6.0,00:02:06,4.76
Simon Benoit,TOR,D,12,00:17:40,0.0,0.57,1.98,9.06,5.38,4.25,0.0,7.0,00:17:44,0.0,0.48,2.41,9.66,6.28,4.35,0.0,,,,,,
Cole Reinhardt,VGK,L,5,00:10:06,1.19,1.19,1.19,13.06,0.0,0.0,1.19,4.0,00:10:17,1.46,1.46,1.46,11.66,0.0,0.0,1.46,,,,,,
Jake Christiansen,CBJ,D,8,00:10:34,0.0,0.0,4.25,2.84,2.84,0.0,0.0,5.0,00:11:45,0.0,0.0,5.1,0.0,4.08,0.0,0.0,,,,,,
Brayden Pachal,CGY,D,7,00:12:39,0.0,0.68,3.38,9.48,2.03,10.83,0.0,3.0,00:12:27,0.0,1.6,3.21,6.42,3.21,19.26,0.0,,,,,,
Egor Zamula,PHI,D,8,00:13:25,0.0,0.56,2.79,0.56,5.59,1.12,0.0,5.0,00:12:53,0.0,0.93,3.72,0.93,3.72,0.0,0.0,,,,,,
Jonathan Aspirot,BOS,D,3,00:14:40,0.0,0.0,0.0,6.81,8.17,0.0,0.0,3.0,00:14:40,0.0,0.0,0.0,6.81,8.17,0.0,0.0,,,,,,
Kyle MacLean,NYI,C,8,00:09:38,0.0,0.0,5.44,10.89,1.56,14.77,6.22,6.0,00:09:27,0.0,0.0,6.34,10.57,2.11,20.09,7.4,,,,,,
Blake Lizotte,PIT,C,13,00:14:07,0.65,0.0,4.58,3.92,2.62,0.0,16.35,7.0,00:14:13,0.6,0.0,3.62,4.22,3.01,0.0,15.67,,,,,,
Noah Philp,EDM,C,7,00:10:59,1.56,0.78,4.68,9.35,0.78,3.12,19.48,4.0,00:10:41,0.0,1.4,1.4,9.82,0.0,2.8,12.62,,,,,,
Peyton Krebs,BUF,C,12,00:13:04,0.0,1.15,4.59,9.94,1.91,5.74,13.38,7.0,00:13:12,0.0,0.65,3.9,9.09,3.25,7.14,16.23,,,,,,
Kirby Dach,MTL,C,9,00:13:44,0.49,0.97,5.34,5.82,4.37,0.97,12.13,4.0,00:12:48,0.0,1.17,5.86,7.03,4.69,2.34,8.2,9.0,00:01:27,4.56,,,
Bowen Byram,BUF,D,12,00:22:11,0.23,0.9,2.93,2.25,3.83,1.8,0.0,7.0,00:20:05,0.43,1.28,4.27,1.28,4.69,1.71,0.0,12.0,00:01:48,5.54,7.0,00:01:48,4.74
Matthew Robertson,NYR,D,7,00:17:08,0.5,0.0,3.0,4.5,3.5,2.0,0.0,4.0,00:17:06,0.88,0.0,4.38,4.38,6.14,3.51,0.0,,,,,,
Kaedan Korczak,VGK,D,11,00:16:44,0.33,0.33,4.23,7.16,6.19,2.61,0.0,7.0,00:17:18,0.0,0.5,2.97,6.44,6.93,1.98,0.0,,,,,,
Dylan Cozens,OTT,C,13,00:17:24,1.59,1.06,8.22,11.66,1.86,1.06,19.08,7.0,00:17:40,1.45,0.97,6.79,8.73,2.42,0.97,15.52,13.0,00:03:19,9.71,7.0,00:03:20,10.26
Alex Turcotte,L.A,C,13,00:09:19,0.0,1.48,4.95,1.48,1.98,3.46,23.74,7.0,00:09:34,0.0,1.79,4.47,1.79,0.89,0.0,23.26,,,,,,
Trevor Zegras,PHI,C,12,00:17:45,1.13,2.53,6.47,1.69,1.13,5.07,7.32,7.0,00:18:14,1.88,2.35,7.99,1.88,1.88,6.58,7.05,12.0,00:02:45,10.86,7.0,00:02:44,15.6
Cole Caufield,MTL,R,12,00:18:16,2.74,1.37,9.3,3.56,1.37,1.09,0.0,7.0,00:17:58,2.38,1.43,8.58,2.86,1.91,0.95,0.0,12.0,00:02:56,8.5,7.0,00:02:04,8.27
Moritz Seider,DET,D,13,00:25:15,0.18,0.91,5.48,5.3,3.66,1.83,0.0,7.0,00:24:55,0.34,1.03,6.19,4.47,3.44,2.75,0.0,13.0,00:03:46,6.12,7.0,00:04:04,6.3
Cam York,PHI,D,9,00:24:49,0.0,1.34,0.81,0.0,5.37,1.07,0.0,7.0,00:24:57,0.0,1.72,1.03,0.0,6.18,1.37,0.0,9.0,00:01:52,14.16,7.0,00:02:15,15.21
Bobby Brink,PHI,R,12,00:16:27,0.91,1.22,6.38,5.17,1.22,2.43,0.61,7.0,00:15:57,0.54,1.61,7.52,7.52,1.07,4.3,1.07,12.0,00:02:12,6.78,7.0,00:02:10,11.84
Kaapo Kakko,SEA,R,1,00:14:16,0.0,0.0,4.21,4.21,0.0,0.0,0.0,1.0,00:14:16,0.0,0.0,4.21,4.21,0.0,0.0,0.0,,,,,,
John Beecher,BOS,C,4,00:12:26,1.21,0.0,6.03,8.44,4.82,0.0,0.0,2.0,00:12:21,0.0,0.0,0.0,12.14,4.86,0.0,0.0,,,,,,
Matt Boldy,MIN,L,13,00:21:40,1.06,1.7,9.8,1.92,1.06,1.28,2.34,7.0,00:21:02,0.41,1.22,9.37,1.63,1.22,0.81,2.85,13.0,00:05:02,6.41,7.0,00:05:07,1.67
Jack Hughes,N.J,C,13,00:20:21,2.27,1.36,9.97,0.23,1.81,0.0,9.75,7.0,00:20:34,1.67,1.25,7.5,0.0,2.08,0.0,11.25,13.0,00:02:46,8.3,7.0,00:02:23,7.16
Arthur Kaliyev,OTT,R,2,00:10:36,0.0,2.83,11.31,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Domenick Fensore,CAR,D,1,00:19:22,0.0,0.0,6.2,3.1,9.29,0.0,0.0,1.0,00:19:22,0.0,0.0,6.2,3.1,9.29,0.0,0.0,,,,,,
Drew Helleson,ANA,D,11,00:19:02,0.57,1.15,3.44,3.15,2.86,0.0,0.0,7.0,00:19:37,0.44,1.31,3.06,4.37,3.06,0.0,0.0,,,,,,
Alex Vlasic,CHI,D,11,00:21:37,0.25,0.76,2.52,2.78,4.79,0.0,0.0,7.0,00:21:54,0.39,0.39,3.91,2.35,4.3,0.0,0.0,,,,,,
Marshall Warren,NYI,D,2,00:12:07,0.0,4.95,0.0,4.95,0.0,4.95,0.0,2.0,00:12:07,0.0,4.95,0.0,4.95,0.0,4.95,0.0,,,,,,
Philip Tomasino,PIT,R,5,00:12:46,0.0,0.0,6.57,6.57,6.57,0.0,0.94,2.0,00:12:55,0.0,0.0,6.96,9.28,4.64,0.0,2.32,,,,,,
Connor McMichael,WSH,C,12,00:15:42,0.32,0.96,7.64,1.59,1.59,1.27,17.19,7.0,00:16:27,0.52,1.04,7.29,1.56,1.04,0.0,17.19,12.0,00:02:23,2.09,7.0,00:02:36,3.28
Thomas Harley,DAL,D,12,00:23:16,0.21,1.72,3.01,1.07,7.09,1.29,0.0,7.0,00:23:22,0.0,1.1,3.67,1.1,6.24,0.0,0.0,12.0,00:01:44,8.62,7.0,00:01:51,9.23
Nicholas Robertson,TOR,L,11,00:12:26,1.32,1.32,8.77,5.26,0.88,0.0,0.0,6.0,00:13:34,2.21,1.47,6.63,2.95,1.47,0.0,0.0,,,,,,
Jayden Struble,MTL,D,8,00:15:07,0.0,0.99,2.98,5.45,1.98,3.47,0.0,7.0,00:15:18,0.0,1.12,3.36,6.16,1.68,3.92,0.0,,,,,,
Shane Pinto,OTT,C,13,00:19:08,1.93,0.96,9.16,2.41,2.17,2.41,22.42,7.0,00:19:41,0.44,1.31,7.4,2.61,2.18,1.74,20.89,13.0,00:02:31,0.0,7.0,00:02:06,0.0
Philip Broberg,STL,D,12,00:22:07,0.23,0.68,4.07,1.13,2.03,0.45,0.0,7.0,00:22:43,0.38,0.75,4.53,1.51,2.26,0.0,0.0,,,,,,
Simon Holmstrom,NYI,R,12,00:14:29,1.38,1.38,4.49,1.04,4.49,0.69,0.35,7.0,00:16:26,2.09,1.56,5.73,1.56,3.65,0.0,0.0,12.0,00:01:01,0.0,7.0,00:01:44,0.0
Pavel Dorofeyev,VGK,R,11,00:17:30,2.8,0.31,10.28,1.25,1.56,1.87,0.0,7.0,00:16:47,2.04,0.51,10.21,1.53,1.53,3.06,0.0,11.0,00:04:25,7.39,7.0,00:04:29,3.81
Jackson LaCombe,ANA,D,11,00:25:09,0.0,0.87,4.55,2.17,5.2,0.43,0.0,7.0,00:25:05,0.0,1.37,5.12,1.02,6.15,0.0,0.0,11.0,00:03:58,2.74,7.0,00:03:49,4.47
Jordan Spence,OTT,D,5,00:17:48,0.0,3.37,6.74,4.72,2.02,0.0,0.0,1.0,00:15:15,0.0,3.93,7.87,0.0,0.0,0.0,0.0,,,,,,
Albert Johansson,DET,D,13,00:15:46,0.0,0.59,4.68,3.51,5.27,0.0,0.0,7.0,00:16:48,0.0,0.51,5.1,2.55,5.61,0.0,0.0,,,,,,
Vasily Podkolzin,EDM,R,13,00:14:25,0.32,1.28,6.72,14.71,3.52,0.64,0.64,7.0,00:15:09,0.57,1.13,8.48,13.57,2.83,1.13,1.13,,,,,,
Alex Newhook,MTL,C,12,00:15:07,1.65,1.32,4.96,5.62,1.65,1.32,9.92,7.0,00:15:08,2.26,1.7,6.23,5.66,2.26,1.13,10.19,,,,,,
Ilya Mikheyev,CHI,R,10,00:17:55,1.0,0.67,6.69,2.68,1.34,0.0,0.0,5.0,00:18:13,0.0,0.66,7.24,2.63,1.32,0.0,0.0,,,,,,
Joel Kiviranta,COL,L,5,00:10:46,0.0,0.0,3.34,10.02,2.23,0.0,2.23,,,,,,,,,,,,,,,
Cole Schwindt,FLA,R,3,00:08:45,2.28,0.0,9.14,6.85,4.57,0.0,9.14,3.0,00:08:45,2.28,0.0,9.14,6.85,4.57,0.0,9.14,,,,,,
Aliaksei Protas,WSH,C,12,00:18:43,1.34,1.34,7.48,1.6,2.14,0.53,0.27,7.0,00:18:55,0.45,1.36,5.43,2.26,2.72,0.91,0.45,12.0,00:01:59,2.52,7.0,00:01:57,4.38
Juuso Parssinen,NYR,C,9,00:09:14,1.44,0.72,5.77,9.38,6.49,1.44,6.49,7.0,00:09:18,0.92,0.0,5.53,8.29,6.45,0.0,7.37,,,,,,
Matias Maccelli,TOR,L,12,00:13:39,0.73,1.1,4.03,0.37,1.46,0.0,0.73,7.0,00:13:26,1.28,1.28,5.74,0.0,1.28,0.0,0.64,12.0,00:01:23,0.0,7.0,00:01:50,0.0
Dmitri Voronkov,CBJ,L,12,00:15:30,1.61,1.61,8.06,9.67,0.32,5.16,0.32,7.0,00:15:26,1.67,1.11,9.44,11.66,0.0,4.44,0.0,12.0,00:02:22,2.1,7.0,00:02:38,3.24
Max Crozier,T.B,D,4,00:13:06,0.0,3.43,4.58,6.86,2.29,2.29,0.0,,,,,,,,,,,,,,,
Arseny Gritsyuk,N.J,R,13,00:13:38,0.68,1.35,9.82,5.75,0.68,1.35,0.68,7.0,00:14:50,1.16,0.0,10.98,7.51,0.58,1.16,1.16,,,,,,
Elmer Soderblom,DET,L,8,00:10:29,0.71,0.0,4.29,12.15,1.43,1.43,0.71,5.0,00:11:04,1.08,0.0,5.42,11.92,2.17,2.17,1.08,,,,,,
Adam Edstrom,NYR,C,13,00:09:57,0.0,0.93,4.17,13.45,2.32,0.93,0.0,7.0,00:09:15,0.0,0.0,2.78,12.03,2.78,1.85,0.0,,,,,,
Nikita Nesterenko,ANA,C,9,00:13:12,0.0,2.02,3.53,8.58,2.02,0.0,2.52,6.0,00:15:04,0.0,2.65,4.64,5.97,2.65,0.0,3.32,,,,,,
Tye Kartye,SEA,L,11,00:11:26,0.48,0.48,2.86,14.31,2.86,0.0,0.48,7.0,00:10:50,0.79,0.0,3.96,9.49,3.96,0.0,0.79,,,,,,
Louis Crevier,CHI,D,11,00:13:08,0.83,0.83,4.57,6.23,3.32,8.72,0.0,7.0,00:14:10,0.6,0.6,4.23,7.25,4.23,0.0,0.0,,,,,,
Jacob Gaucher,PHI,C,2,00:09:57,0.0,0.0,9.04,6.03,3.01,0.0,21.09,2.0,00:09:57,0.0,0.0,9.04,6.03,3.01,0.0,21.09,,,,,,
Drew O'Connor,VAN,L,13,00:14:14,0.65,0.97,4.86,3.24,2.59,1.94,2.27,7.0,00:14:41,1.17,1.17,5.83,4.08,2.33,1.17,0.0,,,,,,
Cole Smith,NSH,R,13,00:13:26,1.03,0.0,6.18,12.02,1.03,2.75,0.0,7.0,00:12:50,1.33,0.0,8.01,14.68,0.0,4.0,0.0,,,,,,
Mitchell Chaffee,T.B,R,7,00:09:29,0.0,0.0,7.23,17.16,1.81,3.61,0.9,2.0,00:09:24,0.0,0.0,9.57,12.75,3.19,0.0,3.19,,,,,,
Jack Ahcan,COL,D,2,00:12:38,0.0,2.37,0.0,7.12,4.75,0.0,0.0,2.0,00:12:38,0.0,2.37,0.0,7.12,4.75,0.0,0.0,,,,,,
Braden Schneider,NYR,D,13,00:18:19,0.25,0.76,4.03,7.56,3.53,1.01,0.0,7.0,00:18:11,0.47,0.47,2.83,7.07,2.36,0.94,0.0,,,,,,
Connor Zary,CGY,C,12,00:13:23,0.37,0.37,5.97,3.36,1.12,2.99,9.71,5.0,00:13:43,0.0,0.87,5.25,4.37,0.87,3.5,8.74,12.0,00:02:01,2.47,5.0,00:02:12,0.0
Dylan Holloway,STL,L,12,00:19:22,0.52,1.03,7.22,9.03,1.81,1.03,0.52,7.0,00:19:28,0.44,1.76,7.04,7.04,2.64,0.88,0.0,12.0,00:03:02,1.65,7.0,00:03:32,2.42
Lucas Raymond,DET,L,11,00:17:28,1.25,2.5,5.93,0.94,1.87,0.0,0.31,7.0,00:18:19,0.94,2.34,7.01,0.94,1.87,0.0,0.0,11.0,00:03:31,6.2,7.0,00:03:51,4.44
Marco Rossi,MIN,C,12,00:18:21,0.82,2.45,5.99,2.45,1.91,0.54,21.52,6.0,00:18:35,1.08,2.69,7.53,3.77,2.15,1.08,24.2,12.0,00:02:02,12.25,6.0,00:01:54,15.79
Kaiden Guhle,MTL,D,5,00:19:14,0.62,0.62,4.37,9.98,3.12,4.37,0.0,,,,,,,,,,,,,,,
Justin Sourdif,WSH,R,12,00:11:53,0.42,0.0,4.63,9.25,1.68,1.68,5.05,7.0,00:11:45,0.73,0.0,2.19,10.93,2.19,2.91,8.74,,,,,,
Jake Neighbours,STL,L,8,00:14:37,3.08,0.51,6.16,10.26,2.57,2.05,0.51,3.0,00:14:15,2.81,0.0,5.61,7.01,2.81,0.0,1.4,8.0,00:02:07,0.0,,,
Jack Finley,T.B,C,3,00:08:03,0.0,0.0,7.45,12.41,0.0,4.97,34.76,,,,,,,,,,,,,,,
Ridly Greig,OTT,C,13,00:17:19,0.27,0.8,5.33,4.8,2.13,3.2,13.86,7.0,00:17:30,0.0,0.49,4.9,6.36,2.94,3.92,18.12,13.0,00:02:32,5.45,7.0,00:02:40,3.19
Seth Jarvis,CAR,C,11,00:19:28,1.96,1.12,11.2,1.96,1.68,1.12,2.24,7.0,00:19:47,0.87,0.87,10.39,2.16,2.16,1.73,1.73,11.0,00:03:04,1.77,7.0,00:02:47,0.0
Tyler Kleven,OTT,D,11,00:15:15,0.0,0.36,4.29,6.08,7.51,3.22,0.0,7.0,00:14:46,0.0,0.58,2.9,4.64,9.29,2.9,0.0,,,,,,
Jack Quinn,BUF,R,12,00:15:09,0.99,1.32,5.94,1.65,1.32,0.0,0.0,7.0,00:14:36,0.59,2.35,6.46,2.93,1.17,0.0,0.0,12.0,00:01:51,5.36,7.0,00:01:50,4.66
Alexander Nikishin,CAR,D,11,00:19:46,0.55,1.1,5.79,9.37,4.41,2.21,0.0,7.0,00:21:37,0.4,0.4,5.15,9.51,4.36,2.38,0.0,,,,,,
Ozzy Wiesblatt,NSH,C,10,00:11:17,0.0,1.06,5.31,12.22,2.66,4.78,0.0,7.0,00:11:54,0.0,0.0,5.76,11.52,3.6,5.04,0.0,,,,,,
Jake Sanderson,OTT,D,13,00:23:53,0.58,1.55,5.99,0.97,4.25,0.0,0.0,7.0,00:23:40,0.72,1.45,6.16,0.72,3.98,0.0,0.0,13.0,00:03:33,7.77,7.0,00:03:45,6.85
Alexis Lafrenière,NYR,L,13,00:18:04,0.26,1.28,7.66,4.85,2.04,1.02,0.26,7.0,00:17:45,0.0,1.93,4.34,4.34,1.93,1.93,0.48,13.0,00:03:27,1.33,7.0,00:03:14,2.65
Dawson Mercer,N.J,C,13,00:17:57,2.06,1.54,6.17,2.57,3.86,1.54,5.14,7.0,00:17:38,2.43,1.94,5.83,2.91,3.4,0.97,6.8,13.0,00:02:06,8.75,7.0,00:01:50,13.97
Justin Barron,NSH,D,13,00:15:36,0.0,1.18,2.07,3.25,5.03,0.59,0.0,7.0,00:16:12,0.0,2.12,2.12,3.7,4.76,1.06,0.0,,,,,,
Anton Lundell,FLA,C,12,00:18:47,0.8,1.6,6.65,2.39,2.39,1.06,27.67,7.0,00:19:53,0.43,1.29,4.31,2.58,2.58,1.72,25.85,12.0,00:02:58,6.73,7.0,00:03:37,2.37
Tim Stützle,OTT,C,13,00:19:46,1.4,1.87,9.33,3.73,1.87,1.4,16.33,7.0,00:18:47,1.82,2.74,8.66,2.74,2.28,2.74,14.14,13.0,00:03:37,5.08,7.0,00:03:36,9.5
Lukas Reichel,"CHI, VAN",L,10,00:12:54,0.93,0.93,6.04,1.39,2.32,0.93,10.69,8.0,00:13:38,0.0,0.55,4.4,1.1,2.75,1.1,12.09,,,,,,
Sam Colangelo,ANA,R,7,00:10:12,0.84,0.0,2.52,7.56,0.84,3.36,0.84,6.0,00:10:11,0.98,0.0,2.94,8.83,0.98,3.92,0.98,,,,,,
Brock Faber,MIN,D,13,00:23:05,0.2,0.8,6.99,1.0,4.4,0.0,0.0,7.0,00:22:53,0.37,1.5,9.36,1.12,4.49,0.0,0.0,,,,,,
