Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Jaroslav Chmelar,NYR,R,2,0 days 00:07:13.500000,0.0,0.0,4.15,20.76,0.0,20.76,0.0,2.0,0 days 00:07:13.500000,0.0,0.0,4.15,20.76,0.0,20.76,0.0,,,,,,,F,7,6,50,24,13,96,1,99,15,11,50,34,14,96,4,99,20.0,65.33333333333333,33.599999999999994,24.8,66.33333333333333,37.26
Tyson Kozak,BUF,C,13,0 days 00:11:42.461538462,0.79,0.39,3.94,13.01,3.15,0.79,30.35,6.0,0 days 00:13:51.166666668,0.0,0.72,3.61,10.11,2.89,1.44,35.37,,,,,,,F,59,23,50,21,93,89,78,32,15,48,50,27,94,84,77,56,49.2,66.33333333333333,54.339999999999996,46.8,72.33333333333333,54.459999999999994
Joel Nystrom,CAR,D,13,0 days 00:17:27.461538462,0.0,0.79,4.76,0.53,2.91,0.53,0.0,7.0,0 days 00:18:01.428571428,0.0,1.43,4.28,0.0,2.85,0.0,0.0,,,,,,,D,19,59,50,75,50,7,26,22,28,81,50,67,50,4,32,13,50.6,18.333333333333332,40.92,55.2,16.333333333333332,43.54
Emil Lilleberg,T.B,D,19,0 days 00:15:25.105263156,0.41,0.2,2.87,4.51,2.87,7.17,0.0,7.0,0 days 00:16:31.428571428,1.04,0.0,3.11,2.59,1.56,2.07,0.0,,,,,,,D,87,16,50,37,50,73,26,98,99,13,50,47,50,52,10,69,48.0,65.66666666666667,53.3,51.8,43.666666666666664,49.36
Zakhar Bardakov,COL,C,14,0 days 00:06:24.499999998,0.67,2.01,6.69,7.36,2.01,0.0,20.73,7.0,0 days 00:06:44.571428574,0.0,2.54,6.36,5.08,1.27,0.0,20.34,,,,,,,F,51,89,50,62,88,72,52,10,15,94,50,61,88,62,40,17,68.0,44.666666666666664,60.99999999999999,61.6,39.666666666666664,55.019999999999996
Taylor Makar,COL,L,3,0 days 00:05:33,0.0,0.0,10.81,21.62,0.0,0.0,0.0,3.0,0 days 00:05:33,0.0,0.0,10.81,21.62,0.0,0.0,0.0,,,,,,,F,7,6,50,91,13,96,1,10,15,11,50,88,14,96,4,17,33.4,35.666666666666664,34.08,35.6,39.0,36.62
Arber Xhekaj,MTL,D,18,0 days 00:11:22.055555556,0.0,0.29,4.11,7.92,3.23,8.8,0.0,7.0,0 days 00:11:58.999999998,0.0,0.0,4.29,9.3,2.15,10.73,0.0,,,,,,,D,19,22,50,65,50,92,33,99,28,13,50,67,50,95,19,99,41.2,74.66666666666667,51.24,41.6,71.0,50.42
Arshdeep Bains,VAN,L,18,0 days 00:09:31.166666664,0.0,1.05,4.55,5.95,1.05,2.8,0.7,4.0,0 days 00:07:52.500000,0.0,0.0,5.71,7.62,1.9,0.0,0.0,,,,,,,F,7,60,50,30,23,63,20,74,15,11,50,54,14,76,58,17,34.0,52.333333333333336,39.5,28.8,50.333333333333336,35.26
Declan Carlile,T.B,D,1,0 days 00:11:42,0.0,0.0,0.0,5.13,0.0,0.0,0.0,1.0,0 days 00:11:42,0.0,0.0,0.0,5.13,0.0,0.0,0.0,,,,,,,D,19,6,50,1,50,79,1,7,28,13,50,1,50,80,1,13,25.2,29.0,26.339999999999996,28.4,31.333333333333332,29.279999999999998
Owen Beck,MTL,C,2,0 days 00:08:21.499999998,0.0,0.0,3.59,0.0,3.59,0.0,25.12,,,,,,,,,,,,,,,,F,7,6,50,16,91,2,84,10,50,50,50,50,50,50,50,50,34.0,32.0,33.4,50.0,50.0,50.0
Lian Bichsel,DAL,D,20,0 days 00:15:06.600000,0.2,0.4,1.59,13.9,4.37,3.18,0.0,7.0,0 days 00:16:19.857142860,0.52,0.52,2.1,15.75,2.62,5.25,0.0,,,,,,,D,57,30,50,9,50,98,57,84,87,43,50,25,50,99,28,94,39.2,79.66666666666667,51.34,51.0,73.66666666666667,57.8
Seamus Casey,N.J,D,2,0 days 00:18:00.499999998,0.0,0.0,6.66,0.0,1.67,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,92,50,2,6,7,50,50,50,50,50,50,50,50,43.4,5.0,31.879999999999995,50.0,50.0,50.0
Logan Cooley,UTA,C,20,0 days 00:18:56.250000,1.43,1.11,6.18,2.85,1.43,1.58,15.68,7.0,0 days 00:19:33.714285714,0.44,1.31,4.82,2.63,1.31,1.75,10.95,20.0,0 days 00:03:30.400000002,3.42,7.0,0 days 00:02:29.142857142,0.0,F,87,63,50,55,84,34,33,53,42,73,8,43,78,39,41,61,67.8,40.0,59.459999999999994,48.8,47.0,48.26
Luca Del Bel Belluz,CBJ,C,6,0 days 00:09:40.666666668,0.0,1.03,5.17,1.03,5.17,2.07,7.23,6.0,0 days 00:09:40.666666668,0.0,1.03,5.17,1.03,5.17,2.07,7.23,,,,,,,F,7,59,50,40,68,11,95,63,15,63,50,47,69,17,94,66,44.8,56.333333333333336,48.25999999999999,48.8,59.0,51.86
Cutter Gauthier,ANA,L,19,0 days 00:17:49.000000002,2.13,1.77,15.07,2.66,1.42,1.77,2.48,7.0,0 days 00:17:30.857142858,0.98,1.96,13.21,1.47,1.96,0.0,2.94,19.0,0 days 00:02:45.263157894,4.59,7.0,0 days 00:03:01.714285716,0.0,F,97,85,63,98,42,32,33,57,70,87,8,94,47,23,59,17,77.0,40.666666666666664,66.1,61.2,33.0,52.739999999999995
Conor Geekie,T.B,C,6,0 days 00:10:01.500000,0.0,1.0,4.99,14.96,4.99,3.99,7.98,,,,,,,,,,,,,,,,F,7,58,50,37,70,92,94,85,50,50,50,50,50,50,50,50,44.4,90.33333333333333,58.17999999999999,50.0,50.0,50.0
Ryan Greene,CHI,C,19,0 days 00:14:51.842105262,0.42,0.64,2.34,2.34,0.85,0.42,15.08,7.0,0 days 00:18:00.428571426,0.48,0.48,2.86,2.86,0.48,0.0,14.28,,,,,,,F,32,38,50,4,83,28,15,21,44,35,50,17,83,41,15,17,41.4,21.333333333333332,35.379999999999995,45.8,24.333333333333332,39.35999999999999
Hunter Haight,MIN,C,2,0 days 00:09:22.000000002,0.0,0.0,0.0,6.41,0.0,0.0,22.42,,,,,,,,,,,,,,,,F,7,6,50,1,89,67,1,10,50,50,50,50,50,50,50,50,30.6,26.0,29.22,50.0,50.0,50.0
Isaac Howard,EDM,L,17,0 days 00:09:29.941176468,0.74,0.37,7.06,1.11,0.37,3.72,0.0,4.0,0 days 00:09:03.750000,0.0,0.0,6.62,3.31,0.0,0.0,0.0,,,,,,,F,56,22,50,66,13,12,4,83,15,11,50,63,14,46,4,17,41.4,33.0,38.879999999999995,30.6,22.333333333333332,28.119999999999997
Lane Hutson,MTL,D,19,0 days 00:22:59.526315792,0.27,1.92,4.12,1.65,3.98,0.0,0.0,7.0,0 days 00:23:44.428571430,0.36,1.44,5.42,1.44,3.97,0.0,0.0,19.0,0 days 00:03:10.105263156,2.99,7.0,0 days 00:03:18.285714288,2.59,D,70,95,44,65,50,28,49,7,75,82,45,80,50,30,53,13,64.8,28.0,53.75999999999999,66.4,32.0,56.080000000000005
David Jiricek,MIN,D,12,0 days 00:12:07.666666667,0.0,0.0,3.71,1.65,2.47,3.3,0.0,3.0,0 days 00:10:14.666666664,0.0,0.0,5.86,5.86,3.9,7.81,0.0,,,,,,,D,19,6,50,57,50,28,18,85,28,13,50,83,50,85,52,98,36.4,43.666666666666664,38.58,44.8,78.33333333333333,54.85999999999999
Marco Kasper,DET,C,20,0 days 00:15:05.449999998,0.6,0.0,6.56,10.73,2.39,1.59,18.29,7.0,0 days 00:14:11.571428574,0.0,0.0,5.44,12.08,1.81,1.21,15.1,20.0,0 days 00:01:28.450000002,2.04,,,,F,46,6,29,60,86,84,63,53,15,11,50,51,84,89,55,51,45.4,66.66666666666667,51.78,42.2,65.0,49.04
Joakim Kemell,NSH,R,2,0 days 00:11:04.000000002,0.0,0.0,2.71,10.84,2.71,0.0,0.0,,,,,,,,,,,,,,,,F,7,6,50,7,13,85,70,10,50,50,50,50,50,50,50,50,16.6,55.0,28.12,50.0,50.0,50.0
Jiri Kulich,BUF,C,12,0 days 00:16:21.833333334,0.92,0.61,6.11,2.75,3.67,1.22,20.78,,,,,,,,,,12.0,0 days 00:01:39.666666666,0.0,,,,F,67,36,2,54,88,33,85,44,50,50,50,50,50,50,50,50,49.4,54.0,50.78,50.0,50.0,50.0
Brad Lambert,WPG,C,4,0 days 00:09:01.500000,1.66,0.0,4.99,4.99,1.66,3.32,0.0,,,,,,,,,,,,,,,,F,92,6,50,37,13,56,41,80,50,50,50,50,50,50,50,50,39.6,59.0,45.42,50.0,50.0,50.0
Jonathan Lekkerimäki,VAN,R,4,0 days 00:09:54,1.52,0.0,4.55,7.58,3.03,0.0,0.0,,,,,,,,,,,,,,,,F,89,6,50,30,13,73,76,10,50,50,50,50,50,50,50,50,37.6,53.0,42.22,50.0,50.0,50.0
Denton Mateychuk,CBJ,D,19,0 days 00:19:26.105263158,0.65,0.49,3.41,2.27,5.36,0.32,0.0,7.0,0 days 00:21:25.571428572,0.4,0.4,2.0,1.6,4.8,0.0,0.0,,,,,,,D,97,37,50,50,50,40,72,15,79,36,50,23,50,34,66,13,56.8,42.333333333333336,52.46,47.6,37.666666666666664,44.62
Fraser Minten,BOS,C,21,0 days 00:13:50.523809526,0.62,0.62,5.78,7.22,3.72,2.48,21.05,7.0,0 days 00:15:12.285714288,0.56,0.56,5.07,6.76,1.13,3.38,15.22,,,,,,,F,47,36,50,49,89,71,86,69,49,40,50,46,84,73,35,80,54.2,75.33333333333333,60.53999999999999,53.8,62.666666666666664,56.459999999999994
Pavel Mintyukov,ANA,D,18,0 days 00:15:19.944444444,0.0,0.65,2.17,2.17,3.7,0.43,0.0,6.0,0 days 00:14:23.833333332,0.0,0.0,2.08,0.69,2.78,0.0,0.0,,,,,,,D,19,49,50,20,50,38,43,19,28,13,50,25,50,15,31,13,37.6,33.333333333333336,36.32,33.2,19.666666666666668,29.14
Frank Nazar,CHI,C,17,0 days 00:18:51.941176470,0.94,1.5,6.73,2.06,3.55,1.12,19.64,5.0,0 days 00:16:45.600000,0.0,1.43,5.73,0.0,4.3,0.0,16.47,17.0,0 days 00:02:47.823529410,3.79,5.0,0 days 00:02:38.200000002,0.0,F,68,78,54,62,88,24,84,41,15,76,8,54,85,4,90,17,70.0,49.666666666666664,63.9,47.6,37.0,44.42
Simon Nemec,N.J,D,19,0 days 00:18:51,0.67,1.34,4.52,0.5,5.53,1.34,0.0,7.0,0 days 00:22:41.142857142,1.51,0.38,4.53,0.38,4.16,1.51,0.0,,,,7.0,0 days 00:01:38.285714286,0.0,D,98,85,50,72,50,7,75,49,99,35,7,70,50,9,56,59,71.0,43.666666666666664,62.8,52.2,41.333333333333336,48.94
Jani Nyman,SEA,R,14,0 days 00:10:13.214285712,1.26,0.0,6.71,5.87,0.84,2.52,0.84,3.0,0 days 00:08:30.333333336,0.0,0.0,14.11,2.35,0.0,9.41,0.0,14.0,0 days 00:01:01.285714284,4.2,,,,F,82,6,59,62,25,63,14,70,15,11,50,95,14,35,4,97,46.8,49.0,47.459999999999994,37.0,45.333333333333336,39.5
Liam Ohgren,MIN,L,7,0 days 00:09:01.142857140,0.0,0.0,5.7,11.4,1.9,0.0,0.0,2.0,0 days 00:08:37.999999998,0.0,0.0,6.95,20.85,0.0,0.0,0.0,,,,,,,F,7,6,50,48,13,86,49,10,15,11,50,66,14,96,4,17,24.8,48.333333333333336,31.86,31.2,39.0,33.54
Noah Ostlund,BUF,C,11,0 days 00:12:56.818181820,1.26,0.84,6.32,0.42,3.37,0.84,7.58,7.0,0 days 00:14:09.142857144,1.82,1.21,5.45,0.0,3.03,1.21,4.85,11.0,0 days 00:01:31.181818182,3.59,7.0,0 days 00:02:23.285714286,3.59,F,82,49,52,57,69,5,82,33,91,69,58,51,59,4,79,51,61.8,40.0,55.26,65.6,44.666666666666664,59.31999999999999
Owen Pickering,PIT,D,4,0 days 00:12:05.749999998,0.0,0.0,1.24,1.24,2.48,2.48,0.0,2.0,0 days 00:10:54,0.0,0.0,2.75,0.0,0.0,5.5,0.0,,,,,,,D,19,6,50,4,50,19,18,75,28,13,50,39,50,4,1,94,25.8,37.333333333333336,29.259999999999998,36.0,33.0,35.1
Sam Rinzel,CHI,D,18,0 days 00:18:11.500000002,0.18,0.55,4.95,3.3,4.03,4.03,0.0,6.0,0 days 00:15:14.666666664,0.0,0.66,4.59,3.94,3.94,6.56,0.0,18.0,0 days 00:02:30.611111112,0.0,,,,D,53,42,2,78,50,58,50,90,28,51,50,71,50,70,53,96,45.0,66.0,51.3,50.0,73.0,56.9
Matt Savoie,EDM,C,21,0 days 00:13:56.095238094,0.41,0.62,5.54,0.82,2.05,0.0,1.03,7.0,0 days 00:15:33.142857143,0.55,1.1,5.51,0.55,0.55,0.0,2.2,,,,,,,F,32,36,50,46,27,9,53,10,48,65,50,52,41,10,17,17,38.2,24.0,33.94,51.2,14.666666666666666,40.239999999999995
Juraj Slafkovský,MTL,L,19,0 days 00:17:51.578947368,1.06,0.53,7.43,6.37,3.18,2.48,0.71,7.0,0 days 00:17:07.857142860,0.0,1.0,7.51,6.0,2.5,2.0,1.5,19.0,0 days 00:02:51.105263160,6.64,7.0,0 days 00:02:27.714285714,3.48,F,74,31,78,70,23,66,79,69,15,61,57,71,34,68,70,65,55.2,71.33333333333333,60.04,47.6,67.66666666666667,53.620000000000005
Jimmy Snuggerud,STL,R,20,0 days 00:15:38.850000,0.96,1.15,8.24,2.88,2.49,1.15,0.38,7.0,0 days 00:16:10.714285716,0.53,1.06,7.95,2.65,2.65,2.12,0.0,20.0,0 days 00:02:08.500000002,5.6,7.0,0 days 00:02:16.285714284,0.0,F,69,65,72,77,18,35,65,42,47,64,8,74,14,39,73,67,60.2,47.333333333333336,56.34,41.4,59.666666666666664,46.879999999999995
Shane Wright,SEA,C,19,0 days 00:14:09.526315788,0.89,1.12,6.02,3.79,2.01,0.45,12.94,7.0,0 days 00:13:00.857142858,0.66,1.32,5.93,4.61,1.98,0.0,8.56,19.0,0 days 00:01:36.473684208,3.93,7.0,0 days 00:01:50.285714286,0.0,F,65,63,56,53,80,45,52,22,55,73,8,56,72,59,59,17,63.4,39.666666666666664,56.279999999999994,52.8,45.0,50.459999999999994
Danila Yurov,MIN,R,15,0 days 00:10:03.400000002,0.8,0.4,4.77,4.38,1.99,0.0,13.13,5.0,0 days 00:10:45.400000002,1.12,1.12,5.58,3.35,0.0,0.0,14.5,,,,,,,F,60,24,50,34,81,51,51,10,75,66,50,52,83,47,4,17,49.8,37.333333333333336,46.059999999999995,65.2,22.666666666666668,52.44
Brian Halonen,N.J,L,9,0 days 00:07:30.111111114,0.89,0.0,3.55,16.0,1.78,4.44,0.0,,,,,,,,,,,,,,,,F,65,6,50,16,13,93,45,88,50,50,50,50,50,50,50,50,30.0,75.33333333333333,43.599999999999994,50.0,50.0,50.0
Nick Blankenburg,NSH,D,10,0 days 00:19:57.600000,0.3,1.5,5.11,3.01,2.71,0.0,0.0,7.0,0 days 00:21:02.571428574,0.41,1.63,5.3,2.44,2.44,0.0,0.0,10.0,0 days 00:02:51.600000,4.2,7.0,0 days 00:02:40.714285716,6.4,D,74,89,60,80,50,54,22,7,80,86,74,79,50,50,24,13,70.6,27.666666666666668,57.72,73.8,29.0,60.36
Ben Meyers,SEA,C,9,0 days 00:09:39.333333336,0.0,2.07,5.52,9.67,0.69,1.38,14.5,4.0,0 days 00:11:31.750000002,0.0,1.3,9.11,7.81,0.0,2.6,11.71,,,,,,,F,7,90,50,46,83,81,10,48,15,72,50,81,79,77,4,73,55.2,46.333333333333336,52.54,59.4,51.333333333333336,56.98
Ethen Frank,WSH,C,8,0 days 00:10:55.375000002,0.0,2.06,6.18,2.75,4.81,2.75,0.0,5.0,0 days 00:10:41.599999998,0.0,2.24,6.73,2.24,5.61,0.0,0.0,,,,,,,F,7,90,50,55,13,33,94,73,15,91,50,64,14,34,95,17,43.0,66.66666666666667,50.099999999999994,46.8,48.666666666666664,47.36
Adam Klapka,CGY,R,20,0 days 00:10:31.650000,0.57,0.85,6.55,19.95,3.7,12.82,0.85,7.0,0 days 00:11:37.999999998,0.74,0.74,7.37,19.89,3.68,13.26,1.47,,,,,,,F,44,50,50,60,25,96,86,99,59,49,50,70,34,96,86,99,45.8,93.66666666666667,60.16,52.4,93.66666666666667,64.78
Elias Pettersson,VAN,D,20,0 days 00:13:56.550000,0.0,0.43,2.15,5.59,5.81,1.72,0.0,6.0,0 days 00:13:19.999999998,0.0,0.0,3.0,6.75,8.25,3.0,0.0,,,,,,,D,19,33,50,19,50,82,78,59,28,13,50,45,50,88,92,81,34.2,73.0,45.84,37.2,87.0,52.14
Noah Laba,NYR,C,21,0 days 00:12:32.190476189,0.68,0.68,4.56,3.42,3.19,2.28,18.46,7.0,0 days 00:14:01.428571428,0.61,0.61,4.28,2.44,1.83,3.67,18.34,,,,,,,F,52,40,50,31,87,41,79,66,52,43,50,36,87,36,56,82,52.0,62.0,55.0,53.6,58.0,54.919999999999995
Jared Davidson,MTL,C,2,0 days 00:08:19.500000,0.0,0.0,18.02,18.02,0.0,7.21,0.0,2.0,0 days 00:08:19.500000,0.0,0.0,18.02,18.02,0.0,7.21,0.0,,,,,,,F,7,6,50,99,13,95,1,96,15,11,50,98,14,95,4,95,35.0,64.0,43.7,37.6,64.66666666666667,45.72
Nikita Grebenkin,PHI,R,12,0 days 00:09:35.250000,0.52,1.04,3.13,10.43,1.56,9.91,1.04,5.0,0 days 00:10:12.799999998,1.17,0.0,5.87,10.57,2.35,0.0,0.0,,,,,,,F,40,60,50,11,27,84,37,98,77,11,50,56,14,86,68,17,37.6,73.0,48.22,41.6,57.0,46.22
Dominic James,T.B,C,10,0 days 00:12:32.299999998,0.48,1.44,5.74,9.57,1.91,1.91,16.27,4.0,0 days 00:13:03.250000002,1.15,3.45,1.15,9.19,1.15,0.0,17.24,10.0,0 days 00:01:21.199999998,0.0,,,,F,37,76,2,49,85,81,49,60,76,98,50,2,86,82,36,17,49.8,63.333333333333336,53.85999999999999,62.4,45.0,57.18
Victor Mancini,VAN,D,5,0 days 00:10:31.600000001,0.0,0.0,3.42,6.84,5.7,5.7,0.0,,,,,,,,,,,,,,,,D,19,6,50,50,50,88,77,96,50,50,50,50,50,50,50,50,35.0,87.0,50.599999999999994,50.0,50.0,50.0
Andrei Kuzmenko,L.A,L,17,0 days 00:14:58.470588234,0.71,0.94,5.89,3.3,1.18,0.47,0.0,4.0,0 days 00:11:26.500000002,0.0,0.0,7.87,1.31,0.0,0.0,0.0,17.0,0 days 00:03:10.705882350,3.33,4.0,0 days 00:03:07.249999998,0.0,F,54,55,48,51,13,39,25,23,15,11,8,74,14,21,4,17,44.2,29.0,39.64,24.4,14.0,21.279999999999998
Braeden Bowman,VGK,R,4,0 days 00:17:15,1.74,0.0,7.83,0.87,2.61,1.74,0.0,4.0,0 days 00:17:15,1.74,0.0,7.83,0.87,2.61,1.74,0.0,4.0,0 days 00:03:49.500000,7.84,4.0,0 days 00:03:49.500000,7.84,F,93,6,84,74,13,9,68,56,90,11,82,73,14,14,72,61,54.0,44.333333333333336,51.099999999999994,54.0,49.0,52.5
Parker Ford,WPG,C,11,0 days 00:09:49.090909092,0.0,0.56,3.89,11.11,6.11,2.22,16.11,6.0,0 days 00:08:59.666666664,0.0,0.0,3.34,7.78,4.45,2.22,18.9,,,,,,,F,7,33,50,20,84,85,97,65,15,11,50,23,87,77,91,69,38.8,82.33333333333333,51.86,37.2,79.0,49.739999999999995
Max Sasson,VAN,C,18,0 days 00:10:55.555555554,1.22,0.31,4.58,3.05,4.58,0.61,14.03,7.0,0 days 00:12:12.285714288,0.7,0.7,3.51,3.51,2.81,1.4,18.26,,,,,,,F,80,19,50,31,82,37,93,27,57,47,50,25,87,49,75,55,52.4,52.333333333333336,52.379999999999995,53.2,59.666666666666664,55.14
Connor Bedard,CHI,C,19,0 days 00:21:08.315789472,1.94,2.39,9.71,0.9,1.2,2.69,12.85,7.0,0 days 00:21:00.428571426,2.86,2.86,11.42,0.41,1.63,2.45,16.73,19.0,0 days 00:03:12.157894734,8.87,7.0,0 days 00:03:23.857142856,12.61,F,95,94,88,87,80,10,25,72,98,95,92,90,85,8,50,71,88.8,35.666666666666664,72.86,92.0,43.0,77.3
Zach Benson,BUF,L,8,0 days 00:19:02.125000002,0.0,3.15,6.3,1.58,2.36,2.36,0.79,,,,,,,,,,8.0,0 days 00:03:31.750000002,6.38,,,,F,7,98,77,57,24,18,62,68,50,50,50,50,50,50,50,50,52.6,49.333333333333336,51.620000000000005,50.0,50.0,50.0
Gavin Brindley,COL,C,17,0 days 00:09:40.411764708,1.46,1.09,8.03,6.57,1.46,2.19,0.73,5.0,0 days 00:12:02.599999998,2.99,1.99,9.96,5.98,0.0,3.99,0.0,,,,,,,F,88,62,50,76,23,68,34,65,98,88,50,85,14,68,4,84,59.8,55.666666666666664,58.55999999999999,67.0,52.0,62.5
Leo Carlsson,ANA,C,19,0 days 00:19:28.842105264,1.78,2.43,8.11,0.81,1.46,3.4,23.99,7.0,0 days 00:21:21.142857144,2.41,0.8,8.83,1.61,0.8,1.61,27.3,19.0,0 days 00:03:29.894736840,8.12,7.0,0 days 00:02:58.428571428,8.65,F,93,94,85,76,90,9,34,80,96,52,85,80,92,25,25,59,87.6,41.0,73.61999999999999,81.0,36.333333333333336,67.6
Easton Cowan,TOR,R,12,0 days 00:13:13.000000002,0.38,1.13,7.57,4.92,1.51,1.51,0.38,2.0,0 days 00:16:34.999999998,0.0,0.0,9.05,0.0,0.0,7.24,0.0,12.0,0 days 00:01:25.583333334,0.0,,,,F,29,64,2,72,18,56,36,51,15,11,50,81,14,4,4,95,37.0,47.666666666666664,40.199999999999996,34.2,34.333333333333336,34.24
Nate Danielson,DET,C,5,0 days 00:12:22.600000002,0.97,0.97,8.73,1.94,0.97,0.0,10.67,5.0,0 days 00:12:22.600000002,0.97,0.97,8.73,1.94,0.97,0.0,10.67,,,,,,,F,69,56,50,81,77,23,18,10,70,60,50,79,77,30,30,17,66.6,17.0,51.71999999999999,67.2,25.666666666666668,54.74
Dalibor Dvorsky,STL,R,10,0 days 00:13:40.600000002,1.32,0.0,6.14,7.46,3.07,0.88,19.3,7.0,0 days 00:12:54.428571426,1.33,0.0,6.64,8.63,3.98,1.33,17.27,10.0,0 days 00:01:55.800000,9.33,7.0,0 days 00:02:00.142857144,8.56,F,84,6,89,55,87,72,77,35,82,11,84,64,86,80,88,53,64.2,61.333333333333336,63.339999999999996,65.4,73.66666666666667,67.88
Adam Fantilli,CBJ,C,20,0 days 00:17:09.850000002,1.05,1.22,8.21,3.85,2.1,1.05,15.56,7.0,0 days 00:19:11.428571430,1.79,1.34,8.49,2.23,2.68,0.0,19.21,20.0,0 days 00:01:40.549999998,1.79,7.0,0 days 00:02:21.142857144,3.64,F,73,68,25,77,84,45,55,39,91,74,59,78,87,34,73,17,65.4,46.333333333333336,59.68,77.8,41.333333333333336,66.86
Samuel Honzek,CGY,L,18,0 days 00:12:20.500000002,0.54,0.54,5.94,9.45,1.62,0.54,1.62,6.0,0 days 00:12:17.500000002,0.81,0.81,3.25,6.51,2.44,1.63,1.63,,,,,,,F,41,32,50,52,34,81,40,25,63,53,50,22,36,71,69,59,41.8,48.666666666666664,43.85999999999999,44.8,66.33333333333333,51.25999999999999
Ryan Leonard,WSH,R,19,0 days 00:12:49.631578950,0.74,1.23,9.11,6.65,1.97,1.97,0.74,7.0,0 days 00:12:50.142857142,0.0,1.34,11.35,6.68,2.67,1.34,0.0,19.0,0 days 00:01:35.842105266,3.95,7.0,0 days 00:01:33,5.53,F,56,68,56,84,24,68,51,61,15,74,72,90,14,72,73,54,57.6,60.0,58.32,53.0,66.33333333333333,56.99999999999999
Oliver Moore,CHI,C,7,0 days 00:14:05.571428574,1.22,1.82,7.91,0.61,1.82,0.0,1.22,7.0,0 days 00:14:05.571428574,1.22,1.82,7.91,0.61,1.82,0.0,1.22,,,,,,,F,80,86,50,75,30,7,46,10,79,85,50,74,31,11,55,17,64.2,21.0,51.239999999999995,63.8,27.666666666666668,52.959999999999994
Bradly Nadeau,CAR,L,6,0 days 00:11:30.166666668,0.87,0.0,3.48,3.48,3.48,0.0,0.0,1.0,0 days 00:11:45,0.0,0.0,0.0,5.11,5.11,0.0,0.0,,,,,,,F,64,6,50,15,13,41,83,10,15,11,50,1,14,63,94,17,29.6,44.666666666666664,34.12,18.2,58.0,30.139999999999997
Gabe Perreault,NYR,R,3,0 days 00:13:09.333333336,0.0,1.52,3.04,1.52,6.08,0.0,0.0,3.0,0 days 00:13:09.333333336,0.0,1.52,3.04,1.52,6.08,0.0,0.0,,,,,,,F,7,78,50,10,13,17,97,10,15,79,50,19,14,24,96,17,31.6,41.333333333333336,34.52,35.4,45.666666666666664,38.48
Calum Ritchie,NYI,C,10,0 days 00:10:45,0.56,0.0,3.91,0.56,3.91,4.47,15.07,7.0,0 days 00:09:12.714285714,0.93,0.0,5.58,0.93,4.65,3.72,18.61,10.0,0 days 00:01:07.200000,0.0,,,,F,43,6,2,21,83,6,88,88,68,11,50,52,87,15,92,83,31.0,60.666666666666664,39.9,53.6,63.333333333333336,56.519999999999996
Axel Sandin-Pellikka,DET,D,20,0 days 00:18:48.799999998,0.32,0.64,3.99,0.8,3.19,1.28,0.0,7.0,0 days 00:19:12.142857144,0.45,0.45,3.57,0.89,1.34,0.89,0.0,20.0,0 days 00:02:04.050000,2.9,7.0,0 days 00:02:58.000000002,0.0,D,77,49,43,62,50,11,32,47,83,39,7,55,50,19,7,42,56.2,30.0,48.339999999999996,46.8,22.666666666666668,39.559999999999995
Will Smith,S.J,C,20,0 days 00:18:02.400000,1.16,2.0,7.15,1.16,1.0,1.33,0.5,7.0,0 days 00:17:30.714285714,1.47,2.45,8.81,0.49,0.0,0.0,0.98,20.0,0 days 00:03:35.700000,4.17,7.0,0 days 00:03:48.714285714,6.75,F,78,89,59,67,20,13,19,47,85,93,78,80,28,9,4,17,62.6,26.333333333333332,51.72,72.8,10.0,53.959999999999994
Tom Willander,VAN,D,11,0 days 00:13:56.909090910,0.0,1.17,2.74,0.39,4.69,0.78,0.0,7.0,0 days 00:13:31.000000002,0.0,1.27,1.9,0.0,6.34,1.27,0.0,,,,,,,D,19,79,50,33,50,5,62,31,28,77,50,21,50,4,82,53,46.2,32.666666666666664,42.14,45.2,46.333333333333336,45.54
Matthew Wood,NSH,R,13,0 days 00:13:16.769230770,2.09,1.39,10.43,3.13,1.74,0.0,0.7,7.0,0 days 00:14:11.285714286,2.42,1.21,9.67,1.81,1.21,0.0,0.0,13.0,0 days 00:02:01.230769230,11.42,7.0,0 days 00:02:31.428571428,13.58,F,96,74,93,90,23,37,43,10,96,69,93,84,14,28,38,17,75.2,30.0,61.64,71.2,27.666666666666668,58.14
