Player,Team,Position,team_name,ROW_G,ROW_A,ROW_PPP,ROW_SOG,ROW_FOW,ROW_HIT,ROW_BLK,ROW_PIM,NW_G,NW_A,NW_PPP,NW_SOG,NW_FOW,NW_HIT,NW_BLK,NW_PIM,ROS_G,ROS_A,ROS_PPP,ROS_SOG,ROS_FOW,ROS_HIT,ROS_BLK,ROS_PIM,Proj_ROW_G,Proj_ROW_A,Proj_ROW_PPP,Proj_ROW_SOG,Proj_ROW_HIT,Proj_ROW_BLK,Proj_ROW_PIM,Proj_NW_G,Proj_NW_A,Proj_NW_PPP,Proj_NW_SOG,Proj_NW_HIT,Proj_NW_BLK,Proj_NW_PIM,Proj_ROS_G,Proj_ROS_A,Proj_ROS_PPP,Proj_ROS_SOG,Proj_ROS_HIT,Proj_ROS_BLK,Proj_ROS_PIM,Δ_Fcst_vs_Proj_ROW_G,Δ_Fcst_vs_Proj_NW_G,Δ_Fcst_vs_Proj_ROS_G,Δ_Fcst_vs_Proj_ROW_A,Δ_Fcst_vs_Proj_NW_A,Δ_Fcst_vs_Proj_ROS_A,Δ_Fcst_vs_Proj_ROW_PPP,Δ_Fcst_vs_Proj_NW_PPP,Δ_Fcst_vs_Proj_ROS_PPP,Δ_Fcst_vs_Proj_ROW_SOG,Δ_Fcst_vs_Proj_NW_SOG,Δ_Fcst_vs_Proj_ROS_SOG,Δ_Fcst_vs_Proj_ROW_HIT,Δ_Fcst_vs_Proj_NW_HIT,Δ_Fcst_vs_Proj_ROS_HIT,Δ_Fcst_vs_Proj_ROW_BLK,Δ_Fcst_vs_Proj_NW_BLK,Δ_Fcst_vs_Proj_ROS_BLK,Δ_Fcst_vs_Proj_ROW_PIM,Δ_Fcst_vs_Proj_NW_PIM,Δ_Fcst_vs_Proj_ROS_PIM
Mitch Marner,VGK,RW,Bar Down Beauties,1.1555166,3.9423412,0.8093023555555556,7.074725933333332,1.9654730666666669,1.7329568666666664,2.322428266666666,0.4671977333333332,0.82565361,2.81692902,0.5782724466666668,5.05511821,1.40439344,1.23825317,1.6594493599999998,0.33382774,18.04598166,61.56849412,12.639070235555558,110.48770259333332,30.69526730666667,27.064005686666665,36.26992282666666,7.296339773333332,1.3170731707317074,3.4634146341463414,1.5121951219512195,8.585365853658537,2.1951219512195124,2.0,0.7317073170731707,0.9878048780487805,2.597560975609756,1.1341463414634148,6.439024390243903,1.6463414634146343,1.5,0.5487804878048781,21.073170731707318,55.41463414634146,24.195121951219512,137.3658536585366,35.1219512195122,32.0,11.707317073170731,-0.16155657073170748,-0.16215126804878044,-3.027189071707319,0.47892656585365856,0.2193680443902437,6.153859973658534,-0.7028927663956639,-0.555873894796748,-11.556051715663955,-1.5106399203252048,-1.383906180243903,-26.87815106520327,-0.462165084552846,-0.4080882934146344,-8.057945532845533,0.322428266666666,0.15944935999999976,4.269922826666658,-0.2645095837398375,-0.2149527478048781,-4.410977299837399
Joel Eriksson Ek,MIN,C,Boats and Ahos,0.2872464,1.6620371833333332,0.813494,9.177993533333334,33.625481283333336,5.975876316666668,2.0129959500000005,1.1649437333333337,0.30146928,1.7443322283333331,0.8537738,9.632437873333332,35.290432298333336,6.271769221666667,2.1126685650000003,1.2226254133333334,5.72531344,33.12725180722222,16.214330733333334,182.93315330888888,670.2135167505555,119.1094648761111,40.12246199500001,23.219326728888888,0.9878048780487805,1.0975609756097562,0.7317073170731707,9.365853658536587,5.451219512195122,2.3414634146341466,1.5365853658536586,0.9878048780487805,1.0975609756097562,0.7317073170731707,9.365853658536587,5.451219512195122,2.3414634146341466,1.5365853658536586,20.414634146341463,22.682926829268293,15.121951219512194,193.5609756097561,112.65853658536585,48.390243902439025,31.75609756097561,-0.7005584780487805,-0.6863355980487804,-14.689320706341462,0.564476207723577,0.6467712527235769,10.44432497795393,0.08178668292682933,0.12206648292682931,1.0923795138211396,-0.1878601252032528,0.26658421479674566,-10.627822300867223,0.5246568044715465,0.8205497094715453,6.450928290745253,-0.3284674646341461,-0.2287948496341463,-8.267781907439016,-0.3716416325203249,-0.31395995252032516,-8.536770832086724
Jake DeBrusk,VAN,LW;RW,Dan's Dazzling Team,1.0610039066666666,0.30688476,0.8077063866666666,9.790873773333333,0.6529452066666667,2.735777333333333,1.5252654666666663,0.8103220066666665,0.8959159466666667,0.25913472,0.6820305066666666,8.267453013333332,0.5513495466666667,2.3101013333333333,1.2879402666666666,0.6842391466666666,19.92222288444444,5.762303559999999,15.16611443111111,183.8409531955555,12.26019985111111,51.36905288888888,28.639553911111104,15.215227317777774,0.9878048780487805,0.9512195121951219,0.6951219512195123,6.695121951219512,3.6951219512195124,1.792682926829268,0.6585365853658537,0.9878048780487805,0.9512195121951219,0.6951219512195123,6.695121951219512,3.6951219512195124,1.792682926829268,0.6585365853658537,20.414634146341463,19.658536585365855,14.365853658536587,138.3658536585366,76.36585365853658,37.048780487804876,13.609756097560975,0.07319902861788607,-0.09188893138211374,-0.492411261897022,-0.6443347521951219,-0.6920847921951219,-13.896233025365856,0.11258443544715435,-0.01309144455284561,0.8002607725745232,3.0957518221138205,1.57233106211382,45.475099537018906,-0.9593446178861793,-1.385020617886179,-24.9968007696477,-0.2674174601626018,-0.5047426601626015,-8.409226576693772,0.15178542130081285,0.025702561300812943,1.605471220216799
Anthony Cirelli,T.B,C;IR+,Bros before Ahos,1.3215610633333337,0.8357274633333337,0.3218018933333333,3.959290801666668,23.97134761500001,1.2955562666666671,2.1589372050000004,1.15961653,1.3173567333333334,0.8330687333333336,0.3207781333333334,3.946694966666668,23.895086700000007,1.2914346666666672,2.1520689,1.1559274,29.931092417777784,18.92779428444445,7.288261191111112,89.67114890222224,542.9099273200002,29.342128355555563,48.89622644000001,26.26332637333333,0.8414634146341464,1.1341463414634148,0.2195121951219512,5.7073170731707314,1.207317073170732,2.780487804878049,1.2804878048780488,0.8414634146341464,1.1341463414634148,0.2195121951219512,5.7073170731707314,1.207317073170732,2.780487804878049,1.2804878048780488,17.951219512195124,24.195121951219512,4.682926829268292,121.7560975609756,25.75609756097561,59.31707317073171,27.317073170731707,0.48009764869918725,0.47589331869918694,11.97987290558266,-0.29841887813008106,-0.3010776081300811,-5.2673276667750635,0.10228969821138212,0.10126593821138219,2.6053343618428197,-1.7480262715040635,-1.7606221065040635,-32.08494865875336,0.08823919349593523,0.08411759349593528,3.586030794579951,-0.6215505998780486,-0.6284189048780489,-10.420846730731704,-0.12087127487804872,-0.12456040487804887,-1.0537467973983752
Artemi Panarin,NYR,LW,Sask Squatches,0.6778041600000001,1.5624341333333334,0.6834180399999998,12.034097955555556,0.0,0.38687872,0.4951114311111111,0.38687872,0.4972096800000001,1.1461384,0.5013277949999999,8.827726866666668,0.0,0.28379856,0.3631936933333334,0.28379856,10.919863680000002,25.171825066666667,11.010306919999998,193.8771063111111,0.0,6.23286656,7.976565582222222,6.23286656,1.853658536585366,2.8780487804878048,1.5121951219512195,11.902439024390244,0.8780487804878049,0.6341463414634146,0.975609756097561,1.3902439024390245,2.1585365853658534,1.1341463414634148,8.926829268292682,0.6585365853658537,0.47560975609756095,0.7317073170731707,28.731707317073173,44.609756097560975,23.4390243902439,184.4878048780488,13.609756097560975,9.829268292682928,15.121951219512194,-1.1758543765853657,-0.8930342224390244,-17.81184363707317,-1.3156146471544714,-1.0123981853658535,-19.43793103089431,-0.8287770819512197,-0.6328185464634148,-12.428717470243903,0.1316589311653118,-0.09910240162601447,9.389301433062315,-0.49117006048780487,-0.3747380253658537,-7.3768895375609755,-0.13903491035230353,-0.11241606276422755,-1.8527027104607052,-0.588731036097561,-0.44790875707317074,-8.889084659512195
Conor Garland,VAN,RW,Bros before Ahos,0.9208722483333333,1.5026627,0.7520163933333334,9.492022703333332,1.2508469983333332,1.5026627,1.4855091416666664,1.4592485366666663,0.7775882133333334,1.2688544,0.6350056533333335,8.015101973333334,1.0562202133333334,1.2688544,1.2543698666666665,1.2321953066666669,17.29100342055555,28.21514703333333,14.120436415555556,178.22949635888887,23.48686233722222,28.21514703333333,27.893058669444443,27.39996941444444,0.7682926829268293,1.0609756097560976,0.4024390243902439,6.914634146341463,1.9390243902439024,1.8292682926829267,1.4634146341463414,0.7682926829268293,1.0609756097560976,0.4024390243902439,6.914634146341463,1.9390243902439024,1.8292682926829267,1.4634146341463414,15.878048780487806,21.926829268292682,8.317073170731708,142.90243902439022,40.07317073170732,37.80487804878049,30.24390243902439,0.15257956540650397,0.009295530406504104,1.4129546400677455,0.4416870902439023,0.20787879024390232,6.288317765040649,0.34957736894308944,0.23256662894308955,5.8033632448238475,2.5773885569918686,1.1004678269918706,35.32705733449865,-0.4363616902439025,-0.6701699902439024,-11.85802369837399,-0.3437591510162603,-0.5748984260162602,-9.911819379336045,-0.004166097479675113,-0.23121932747967455,-2.8439330245799503
Kirill Kaprizov,MIN,LW,P Diddlers,1.8931211166666664,2.008069116666667,1.395135,9.376514016666668,0.0,1.2199817833333335,1.2774557833333335,0.9368691166666668,1.9868581816666664,2.107497781666667,1.4642145,9.840788011666666,0.0,1.2803886483333335,1.3407084483333334,0.9832577816666668,37.7331509561111,40.02426175611112,27.8074335,186.8900070461111,0.0,24.31632946722222,25.461884867222224,18.673408422777783,1.9024390243902438,2.085365853658536,1.1341463414634148,11.085365853658537,1.4268292682926829,1.4268292682926829,1.207317073170732,1.9024390243902438,2.085365853658536,1.1341463414634148,11.085365853658537,1.4268292682926829,1.4268292682926829,1.207317073170732,39.31707317073171,43.09756097560975,23.4390243902439,229.09756097560978,29.487804878048777,29.487804878048777,24.951219512195124,-0.009317907723577434,0.08441915727642257,-1.583922214620607,-0.07729673699186934,0.022131928008130686,-3.0732992194986295,0.26098865853658526,0.3300681585365852,4.368409109756097,-1.7088518369918688,-1.2445778419918714,-42.20755392949869,-0.20684748495934935,-0.14644061995934932,-5.171475410826556,-0.14937348495934932,-0.0861208199593495,-4.025920010826553,-0.27044795650406506,-0.22405929150406512,-6.277811089417341
Troy Terry,ANA,RW,Hughes your daddy,0.98582968,2.95820756,1.144437066666667,6.892145040000001,0.16386304,0.0,0.40725916,0.49424056,1.2715774133333333,3.815659026666667,1.4761579555555555,8.88986824,0.2113595733333333,0.0,0.5253052933333333,0.6374986933333334,20.66378239333333,62.00640793666667,23.98832068888889,144.46489918,3.434701013333333,0.0,8.536479303333333,10.359679353333334,0.9512195121951219,1.6097560975609757,0.7682926829268293,7.426829268292683,0.4024390243902439,1.1707317073170733,0.8414634146341464,1.2682926829268293,2.1463414634146343,1.024390243902439,9.902439024390244,0.5365853658536586,1.5609756097560976,1.1219512195121952,20.29268292682927,34.34146341463415,16.390243902439025,158.4390243902439,8.585365853658537,24.975609756097562,17.951219512195124,0.034610167804878134,0.0032847304065040106,0.371099466504063,1.3484514624390243,1.6693175632520325,27.66494452203252,0.3761443837398377,0.45176771165311647,7.598076786449866,-0.534684228292682,-1.0125707843902436,-13.974125210243898,-0.4024390243902439,-0.5365853658536586,-8.585365853658537,-0.7634725473170734,-1.0356703164227643,-16.43913045276423,-0.3472228546341464,-0.4844525261788618,-7.59154015886179
Auston Matthews,TOR,C,Bros before Ahos,1.812651946666667,0.9908424533333334,0.4135454400000001,13.20735088,36.30893301333334,2.291578666666667,5.904965493333334,1.1504846933333337,1.559015946666667,0.8521984533333334,0.3556799400000001,11.35930738,31.228392013333337,1.9709286666666672,5.078710993333334,0.9895026933333334,34.983168026666675,19.122704773333336,7.981195530000002,254.89447981,700.7420849933334,44.22618566666667,113.96252900333332,22.20371065333333,1.8292682926829267,1.8292682926829267,1.1341463414634148,12.0,2.5609756097560976,3.8780487804878048,0.8414634146341464,1.8292682926829267,1.8292682926829267,1.1341463414634148,12.0,2.5609756097560976,3.8780487804878048,0.8414634146341464,38.41463414634146,38.41463414634146,23.817073170731707,252.0,53.78048780487805,81.4390243902439,17.670731707317074,-0.01661634601625961,-0.2702523460162596,-3.4314661196747878,-0.8384258393495932,-0.9770698393495932,-19.291929373008127,-0.7206009014634147,-0.7784664014634146,-15.835877640731706,1.20735088,-0.6406926199999994,2.894479810000007,-0.2693969430894305,-0.5900469430894304,-9.554302138211376,2.026916712845529,1.200662212845529,32.523504613089415,0.3090212786991873,0.14803927869918698,4.532978946016257
Adam Fox,NYR,D,Bar Down Beauties,0.5687709866666667,1.9706698666666664,0.3822121955555555,8.75864912,0.0,2.156138666666666,5.66001728,1.9706698666666664,0.41722736,1.4456036,0.2803753866666666,6.42499026,0.0,1.581656,4.151959440000001,1.4456036,9.163268693333334,31.74876693333333,6.157685831111111,141.10750575999998,0.0,34.736789333333334,91.18654144,31.74876693333333,0.6341463414634146,2.8292682926829267,1.2195121951219512,7.658536585365853,2.097560975609756,6.097560975609756,1.5121951219512195,0.47560975609756095,2.1219512195121952,0.9146341463414633,5.7439024390243905,1.5731707317073171,4.573170731707317,1.1341463414634148,9.829268292682928,43.853658536585364,18.902439024390244,118.70731707317073,32.51219512195122,94.51219512195122,23.4390243902439,-0.06537535479674794,-0.05838239609756096,-0.6659995993495933,-0.8585984260162602,-0.6763476195121951,-12.104891603252035,-0.8372999995663957,-0.6342587596747967,-12.744753193279132,1.100112534634146,0.6810878209756099,22.400188686829253,0.05857769105691002,0.008485268292682813,2.2245942113821116,-0.43754369560975626,-0.4212112917073165,-3.3256536819512235,0.4584747447154469,0.31145725853658535,8.309742543089428
Charlie McAvoy,BOS,D,The Epstein Islanders,0.0,2.332053966666667,0.7777059266666667,3.4554149,0.0,4.277243133333333,4.665535000000001,4.081507966666666,0.0,3.521649155555556,1.1744185422222222,5.218043466666667,0.0,6.459091377777779,7.045453333333335,6.16351048888889,0.0,48.66794501111111,16.230048624444443,72.11151403333334,0.0,89.26235695555555,97.36567166666669,85.17753367777777,0.36585365853658536,1.3170731707317074,0.4390243902439024,5.597560975609756,5.817073170731707,5.2682926829268295,2.8536585365853657,0.4878048780487805,1.7560975609756098,0.5853658536585366,7.463414634146342,7.7560975609756095,7.024390243902439,3.8048780487804876,7.560975609756097,27.21951219512195,9.073170731707316,115.6829268292683,120.21951219512195,108.8780487804878,58.975609756097555,-0.36585365853658536,-0.4878048780487805,-7.560975609756097,1.0149807959349595,1.7655515945799463,21.448432815989158,0.33868153642276433,0.5890526885636856,7.156877892737127,-2.142146075609756,-2.245371167479675,-43.57141279593496,-1.5398300373983735,-1.2970061831978308,-30.957155239566404,-0.6027576829268284,0.021063089430896298,-11.512377113821117,1.2278494300813003,2.3586324401084022,26.20192392168022
