Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP
Kasperi Kapanen,"EDM, STL",R,67,00:11:55,0.45,0.6,4.96,6.61,1.05,1.2,2.93,,,,,,,,,,,,,,,
Jared McCann,SEA,L,82,00:17:12,0.94,1.66,8.59,2.0,2.13,0.77,4.63,7.0,00:16:49,2.04,2.55,9.17,0.51,4.07,1.02,11.2,82.0,00:02:33,4.57,7.0,00:02:25,7.05
David Pastrnak,BOS,R,82,00:20:11,1.56,2.28,11.56,2.1,0.87,1.52,0.11,7.0,00:18:45,2.74,5.48,7.31,1.83,1.37,0.0,0.0,82.0,00:03:27,4.86,7.0,00:02:31,3.41
Adrian Kempe,L.A,R,81,00:19:09,1.35,1.47,9.16,3.83,1.39,1.39,0.43,6.0,00:17:41,1.13,4.52,11.3,5.09,1.7,1.13,0.0,81.0,00:02:45,4.85,6.0,00:05:18,11.32
Ivan Barbashev,VGK,C,70,00:16:47,1.17,1.43,5.66,5.31,1.68,0.51,0.61,6.0,00:16:55,1.77,0.59,5.32,1.18,0.0,0.0,0.59,,,,6.0,00:01:47,0.0
Marcus Pettersson,"PIT, VAN",D,78,00:21:41,0.14,0.89,2.48,2.8,5.11,1.6,0.0,,,,,,,,,,,,,,,
Andreas Englund,"L.A, NSH",D,35,00:13:15,0.13,0.26,2.2,10.08,5.17,6.2,0.0,,,,,,,,,,,,,,,
Nicolas Aube-Kubel,"BUF, NYR",R,22,00:09:25,0.29,0.29,5.21,11.58,0.87,5.5,1.45,,,,,,,,,,,,,,,
Brandon Montour,SEA,D,81,00:22:58,0.58,0.74,7.45,2.68,3.22,2.26,0.0,7.0,00:22:28,0.76,0.0,6.1,2.29,3.43,1.53,0.0,81.0,00:02:25,3.35,7.0,00:02:29,3.43
Ryan Donato,CHI,C,80,00:16:18,1.43,1.43,8.37,4.78,0.83,1.89,10.76,7.0,00:18:03,0.95,0.47,6.17,0.95,1.42,1.9,6.65,80.0,00:01:52,5.62,,,
Christian Dvorak,MTL,C,82,00:15:14,0.58,1.01,4.99,2.11,3.55,0.77,28.37,7.0,00:17:51,0.48,0.96,2.4,1.92,3.36,0.0,26.88,,,,,,
Justin Kirkland,CGY,C,21,00:09:42,0.59,1.77,2.65,13.25,4.71,3.24,15.9,,,,,,,,,,,,,,,
Warren Foegele,L.A,L,82,00:16:10,1.09,1.0,9.01,3.35,1.81,1.09,1.09,7.0,00:16:12,1.06,0.53,6.87,2.64,1.06,3.17,1.06,,,,7.0,00:01:42,0.0
Brayden Point,T.B,C,77,00:19:28,1.68,1.6,7.6,1.04,1.8,0.28,17.2,7.0,00:18:13,1.88,1.41,5.17,0.0,1.41,2.35,13.63,77.0,00:03:27,6.97,7.0,00:03:33,7.23
Jake Walman,"EDM, S.J",D,65,00:22:46,0.28,1.34,6.65,2.27,5.88,1.7,0.0,,,,,,,,,,65.0,00:02:25,3.04,,,
Mark Friedman,VAN,D,5,00:14:03,0.0,0.0,3.41,5.12,5.12,8.53,0.0,,,,,,,,,,,,,,,
Michael Amadio,OTT,R,72,00:14:05,0.65,0.95,5.03,6.38,2.6,1.06,2.9,7.0,00:14:43,0.0,1.75,5.82,6.4,2.33,1.16,0.58,,,,,,
William Lagesson,DET,D,7,00:14:34,0.0,0.59,2.94,3.53,4.12,2.35,0.0,3.0,00:15:24,0.0,1.3,2.6,3.89,2.6,2.6,0.0,,,,,,
Devon Toews,COL,D,76,00:24:35,0.32,1.09,4.43,1.28,3.31,0.83,0.0,5.0,00:24:31,0.98,1.47,1.96,1.47,4.41,0.98,0.0,76.0,00:01:04,2.21,,,
Viktor Arvidsson,EDM,L,67,00:14:59,0.9,0.72,9.44,1.91,1.37,1.43,1.02,7.0,00:16:50,1.02,0.0,10.18,2.54,2.04,3.05,0.51,67.0,00:01:05,2.45,7.0,00:02:58,0.0
Sam Lafferty,BUF,C,60,00:09:52,0.41,0.3,5.06,8.91,1.62,2.84,8.0,7.0,00:10:41,0.8,0.0,4.81,3.21,2.41,1.6,9.62,,,,,,
Danton Heinen,"PIT, VAN",L,79,00:13:26,0.51,1.13,4.58,4.58,2.09,1.75,1.02,,,,,,,,,,,,,,,
Michael Bunting,"NSH, PIT",L,76,00:15:31,0.97,0.97,7.88,3.51,0.97,3.46,0.25,,,,,,,,,,76.0,00:02:01,6.61,,,
Gustav Forsling,FLA,D,80,00:22:56,0.36,0.65,6.37,2.71,2.91,0.52,0.0,5.0,00:22:31,0.53,1.6,8.53,4.26,2.13,1.07,0.0,,,,,,
Clark Bishop,CGY,C,6,00:07:15,1.38,0.0,5.52,11.03,2.76,0.0,9.66,,,,,,,,,,,,,,,
Dakota Joshua,VAN,C,57,00:12:57,0.57,0.57,4.22,15.67,2.36,3.09,1.87,7.0,00:12:44,1.35,0.67,7.4,9.42,4.04,0.0,2.02,,,,,,
Kevin Labanc,CBJ,R,34,00:10:29,0.34,1.68,5.89,4.88,2.35,2.02,0.0,,,,,,,,,,,,,,,
Victor Olofsson,VGK,L,56,00:14:29,1.11,1.03,8.06,1.92,1.4,1.18,0.07,5.0,00:14:42,1.63,1.63,17.94,2.45,2.45,1.63,0.0,56.0,00:01:23,6.17,,,
Pierre Engvall,NYI,L,62,00:11:49,0.66,0.57,7.62,3.85,0.98,1.31,0.82,7.0,00:14:07,0.0,0.61,11.53,4.85,0.61,0.0,0.61,,,,,,
Jake Evans,MTL,C,82,00:15:33,0.61,1.08,3.76,5.83,2.82,0.47,27.9,7.0,00:16:49,0.51,1.02,3.57,8.66,2.04,0.0,24.45,,,,,,
Jake Middleton,MIN,D,67,00:21:52,0.33,0.53,3.97,4.05,6.43,1.64,0.0,3.0,00:18:37,0.0,1.07,2.15,5.37,6.45,0.0,0.0,,,,,,
Matthew Highmore,OTT,C,41,00:11:09,0.26,0.52,4.33,6.55,2.49,1.31,0.66,6.0,00:11:14,0.89,0.0,1.78,5.34,0.0,3.56,0.89,,,,,,
Bokondji Imama,PIT,L,16,00:05:39,0.66,0.0,6.62,29.78,4.63,19.86,0.0,,,,,,,,,,,,,,,
Hayden Hodgson,OTT,R,2,00:08:34,0.0,0.0,7.0,24.49,3.5,17.49,0.0,2.0,00:08:34,0.0,0.0,7.0,24.49,3.5,17.49,0.0,,,,,,
Darren Raddysh,T.B,D,73,00:17:17,0.29,1.47,5.13,1.81,3.23,0.67,0.0,7.0,00:13:49,0.62,0.62,3.1,1.86,3.1,0.0,0.0,73.0,00:01:46,4.16,,,
Dryden Hunt,CGY,L,5,00:11:39,0.0,3.09,5.15,10.29,3.09,0.0,2.06,1.0,00:14:30,0.0,8.28,4.14,4.14,4.14,0.0,8.28,,,,,,
Andrew Mangiapane,WSH,L,81,00:13:01,0.8,0.8,5.4,4.21,1.71,1.36,0.28,7.0,00:13:50,0.0,1.24,5.57,4.95,1.86,1.24,0.0,81.0,00:01:12,2.45,,,
Frank Vatrano,ANA,R,81,00:17:32,0.89,1.01,9.88,7.13,2.91,3.38,0.68,7.0,00:16:04,0.53,1.6,5.33,8.0,3.73,7.47,0.53,81.0,00:02:36,1.42,7.0,00:01:48,0.0
Noah Hanifin,VGK,D,80,00:21:33,0.35,1.01,5.05,1.46,3.69,0.49,0.0,5.0,00:22:05,0.54,0.0,4.89,2.72,3.8,0.0,0.0,80.0,00:01:18,5.73,,,
Rasmus Andersson,CGY,D,81,00:23:59,0.34,0.62,5.03,1.11,6.05,1.85,0.0,6.0,00:23:00,0.0,0.43,5.65,0.43,5.22,1.74,0.0,81.0,00:02:02,3.27,6.0,00:01:44,0.0
Kyle Connor,WPG,L,82,00:20:23,1.47,2.01,9.58,0.75,1.65,0.9,0.04,7.0,00:20:16,1.27,1.69,10.57,0.42,1.27,0.0,0.0,82.0,00:02:49,7.26,7.0,00:02:49,0.0
Jonas Siegenthaler,N.J,D,55,00:19:36,0.11,0.39,2.89,4.17,5.12,2.45,0.0,,,,,,,,,,,,,,,
Colin White,S.J,C,3,00:07:18,0.0,0.0,2.74,5.48,2.74,0.0,8.21,,,,,,,,,,,,,,,
Pavel Zacha,BOS,C,82,00:19:03,0.54,1.27,5.07,2.42,1.0,0.81,15.09,7.0,00:16:53,0.0,1.01,4.57,5.07,0.51,0.0,13.7,82.0,00:02:33,2.0,7.0,00:01:29,5.76
Connor McDavid,EDM,C,67,00:22:01,1.06,3.01,7.97,1.63,0.73,1.1,15.04,4.0,00:20:24,0.0,7.35,6.61,0.73,0.73,4.41,13.23,67.0,00:03:13,8.6,4.0,00:03:44,8.02
Jack Eichel,VGK,C,77,00:20:32,1.06,2.5,8.84,0.83,2.09,0.3,21.74,3.0,00:20:16,0.99,0.0,7.89,0.0,2.96,1.97,21.69,77.0,00:02:46,9.57,3.0,00:03:33,0.0
Vince Dunn,SEA,D,62,00:22:04,0.48,1.23,6.0,1.27,3.46,1.45,0.0,7.0,00:21:59,0.0,1.56,4.29,0.39,5.84,1.56,0.0,62.0,00:02:29,4.65,7.0,00:02:18,7.43
Travis Dermott,"EDM, MIN",D,19,00:12:16,0.0,0.0,2.06,1.54,4.12,0.51,0.0,,,,,,,,,,,,,,,
Anthony Richard,PHI,C,15,00:12:21,0.65,1.29,6.15,2.59,2.59,0.0,0.0,,,,,,,,,,15.0,00:01:26,2.78,,,
Jordan Greenway,BUF,L,34,00:15:04,0.35,0.59,4.21,11.36,3.4,5.27,0.82,,,,,,,,,,,,,,,
Timo Meier,N.J,R,80,00:17:51,1.09,1.13,10.04,5.8,2.73,2.44,0.34,6.0,00:19:10,2.09,1.04,9.39,5.22,2.61,1.04,0.0,80.0,00:01:52,5.19,6.0,00:02:03,9.69
Erik Cernak,T.B,D,76,00:18:15,0.13,0.78,2.77,6.74,4.28,2.16,0.0,7.0,00:17:08,0.0,0.0,2.0,2.5,2.0,4.0,0.0,,,,,,
Mikko Rantanen,"CAR, COL, DAL",R,82,00:21:14,1.1,1.93,7.3,1.65,1.52,2.07,4.65,,,,,,,,,,82.0,00:03:51,4.94,,,
A.J. Greer,FLA,L,81,00:09:35,0.46,0.85,6.64,16.83,2.32,10.04,1.24,6.0,00:11:35,0.0,0.0,8.63,20.71,3.45,25.89,1.73,,,,,,
Jansen Harkins,ANA,C,62,00:10:55,0.18,0.35,4.34,12.04,3.63,1.86,10.36,5.0,00:10:55,0.0,0.0,4.39,7.69,3.29,0.0,4.39,,,,,,
Sebastian Aho,CAR,C,79,00:20:06,1.1,1.7,7.82,2.23,1.13,1.74,25.05,5.0,00:17:58,0.67,2.0,8.68,3.34,2.0,1.33,15.35,79.0,00:03:34,4.88,5.0,00:02:12,5.44
Oliver Kylington,"ANA, COL",D,19,00:12:17,0.26,1.03,1.54,0.77,4.62,2.05,0.0,,,,,,,,,,,,,,,
Christian Fischer,"CBJ, DET",R,46,00:11:06,0.12,0.7,3.64,10.8,2.23,1.29,1.06,,,,,,,,,,,,,,,
Keegan Kolesar,VGK,R,82,00:13:11,0.67,1.0,4.88,13.14,2.72,2.94,0.33,7.0,00:11:38,0.0,2.21,4.42,7.36,1.47,3.68,0.0,,,,,,
Tommy Novak,"NSH, PIT",C,54,00:13:13,1.09,0.76,7.73,0.5,2.18,0.34,7.89,,,,,,,,,,54.0,00:01:20,4.16,,,
Travis Konecny,PHI,R,82,00:20:36,0.85,1.85,6.68,3.34,1.49,1.88,1.39,7.0,00:19:43,0.0,2.17,6.52,2.17,0.43,0.87,0.87,82.0,00:02:47,4.45,7.0,00:02:51,3.0
Dylan Strome,WSH,C,82,00:17:23,1.22,2.23,6.31,0.97,2.27,1.43,29.09,7.0,00:16:38,2.57,2.06,9.78,1.03,1.54,1.03,29.87,82.0,00:03:00,8.28,7.0,00:03:16,13.08
Brandon Carlo,"BOS, TOR",D,83,00:18:54,0.04,0.42,2.95,3.44,6.0,1.42,0.0,,,,,,,,,,,,,,,
Brock Boeser,VAN,R,75,00:18:09,1.1,1.1,6.39,3.35,1.5,0.7,0.7,7.0,00:18:45,0.46,1.37,5.48,2.29,1.37,0.0,0.91,75.0,00:03:15,4.92,7.0,00:03:31,4.85
Mathew Barzal,NYI,C,30,00:20:20,0.59,1.38,7.67,2.36,2.36,0.39,2.16,,,,,,,,,,30.0,00:02:51,2.8,,,
Roope Hintz,DAL,C,76,00:16:53,1.31,1.82,7.48,2.48,2.15,1.4,21.41,7.0,00:16:44,0.0,1.02,6.65,2.56,2.05,3.07,31.22,76.0,00:02:44,5.75,7.0,00:03:28,2.47
Parker Wotherspoon,BOS,D,55,00:18:01,0.06,0.36,2.66,4.48,3.99,0.61,0.0,7.0,00:17:46,0.0,0.48,3.86,5.79,4.34,0.96,0.0,,,,,,
Caleb Jones,L.A,D,6,00:12:34,0.0,0.0,4.77,7.96,3.98,1.59,0.0,1.0,00:11:22,0.0,0.0,0.0,5.28,5.28,0.0,0.0,,,,,,
Noah Juulsen,VAN,D,35,00:16:17,0.0,0.0,2.74,10.63,6.31,2.21,0.0,,,,,,,,,,,,,,,
Jack Roslovic,CAR,C,81,00:13:49,1.18,0.91,7.45,0.75,1.23,0.54,10.29,7.0,00:14:34,0.59,0.59,7.06,1.77,1.18,2.35,21.77,81.0,00:01:27,1.02,7.0,00:01:32,0.0
Zach Werenski,CBJ,D,81,00:26:44,0.64,1.63,8.25,0.53,3.63,0.86,0.0,7.0,00:23:51,1.08,1.8,8.62,0.36,3.59,0.72,0.0,81.0,00:02:41,6.89,7.0,00:01:37,10.53
Nicolas Roy,VGK,C,71,00:15:13,0.83,0.89,5.94,3.94,2.61,2.39,20.66,7.0,00:16:27,1.56,0.52,6.25,3.64,5.73,0.0,24.99,71.0,00:01:11,2.85,7.0,00:01:46,0.0
Anthony Beauvillier,"PIT, WSH",L,81,00:12:52,0.86,0.58,8.57,8.0,2.07,0.81,0.63,,,,,,,,,,,,,,,
Guillaume Brisebois,VAN,D,3,00:15:48,0.0,0.0,2.53,2.53,5.06,0.0,0.0,,,,,,,,,,,,,,,
Daniel Sprong,"N.J, SEA, VAN",R,30,00:12:11,0.33,0.82,9.02,5.25,0.66,0.33,0.0,,,,,,,,,,30.0,00:01:39,2.42,,,
Jeremy Lauzon,NSH,D,28,00:17:58,0.0,0.12,2.98,14.9,4.05,4.41,0.0,,,,,,,,,,,,,,,
Thomas Chabot,OTT,D,80,00:23:01,0.29,1.17,5.83,1.89,4.72,0.78,0.0,6.0,00:23:05,1.3,3.03,7.36,1.73,3.03,0.0,0.0,80.0,00:01:58,3.05,6.0,00:02:21,8.48
Mathieu Joseph,STL,R,60,00:11:54,0.34,0.84,5.79,10.16,3.02,2.35,2.77,4.0,00:10:48,0.0,1.39,2.77,8.32,0.0,19.42,0.0,,,,,,
Lawson Crouse,UTA,L,81,00:13:43,0.65,0.32,6.8,10.41,2.48,2.1,1.03,7.0,00:11:46,1.46,0.0,5.82,13.83,2.91,5.1,2.18,81.0,00:01:02,0.71,,,
Kyle Capobianco,DAL,D,1,00:11:22,0.0,0.0,0.0,5.27,0.0,21.08,0.0,,,,,,,,,,,,,,,
Mitchell Stephens,SEA,C,28,00:09:13,0.23,0.46,4.41,5.81,0.93,1.39,24.16,,,,,,,,,,,,,,,
Mitch Marner,TOR,R,81,00:21:18,0.94,2.61,6.01,1.7,1.39,0.49,0.35,7.0,00:20:30,1.25,2.51,5.02,2.09,2.51,0.0,0.0,81.0,00:02:59,8.19,7.0,00:02:41,3.18
Joel Eriksson Ek,MIN,C,46,00:19:45,0.92,0.99,9.24,5.41,2.38,1.45,26.92,4.0,00:21:10,3.54,0.0,12.05,9.21,3.54,1.42,33.31,46.0,00:03:02,4.29,4.0,00:02:57,10.17
Jake DeBrusk,VAN,L,82,00:16:38,1.23,0.88,7.52,4.22,2.11,0.79,0.48,7.0,00:15:40,2.19,0.0,7.11,2.19,1.64,0.0,1.64,82.0,00:02:33,5.45,7.0,00:02:52,5.95
Ivan Provorov,CBJ,D,82,00:23:21,0.22,0.81,3.13,0.88,3.98,0.97,0.0,7.0,00:24:30,0.0,1.05,2.45,1.05,3.15,0.0,0.0,,,,,,
Dennis Gilbert,"BUF, OTT",D,29,00:10:28,0.0,1.18,1.78,12.44,7.11,9.87,0.0,,,,,,,,,,,,,,,
John Marino,UTA,D,35,00:21:10,0.08,1.05,2.43,0.73,3.73,0.16,0.0,2.0,00:17:43,0.0,1.69,0.0,1.69,5.08,0.0,0.0,,,,,,
Yakov Trenin,MIN,C,76,00:12:30,0.44,0.5,5.36,15.01,2.02,3.41,1.32,7.0,00:09:16,0.92,0.0,12.94,20.34,0.92,17.57,0.92,,,,,,
Anthony Cirelli,T.B,C,80,00:18:41,1.08,1.28,6.46,1.0,2.89,1.12,25.96,7.0,00:18:04,0.47,2.37,6.64,0.47,3.32,0.0,24.19,80.0,00:01:18,3.45,7.0,00:01:57,0.0
Evan Rodrigues,FLA,C,82,00:15:13,0.72,0.82,7.74,6.15,1.11,1.83,6.11,7.0,00:16:27,0.52,1.04,6.77,3.65,2.08,2.08,11.46,82.0,00:01:26,3.55,7.0,00:01:57,8.79
Artemi Panarin,NYR,L,80,00:19:40,1.41,1.98,9.03,0.69,0.42,0.61,0.0,7.0,00:18:54,1.36,1.81,7.71,0.0,0.0,0.0,0.0,80.0,00:03:08,6.22,7.0,00:02:01,12.69
Noel Acciari,PIT,C,79,00:13:45,0.28,0.39,4.14,9.94,5.52,0.88,17.72,4.0,00:14:37,0.0,1.03,3.08,12.31,2.05,0.0,22.57,,,,,,
Derek Ryan,EDM,C,36,00:09:21,0.18,0.89,3.56,4.45,3.74,2.14,26.9,1.0,00:10:15,0.0,5.85,11.71,0.0,0.0,0.0,17.56,,,,,,
Kevin Stenlund,UTA,C,82,00:14:21,0.71,0.71,5.25,2.5,3.26,1.94,31.71,7.0,00:15:48,1.08,2.17,7.05,1.63,2.17,4.34,38.48,,,,,,
Will Borgen,"NYR, SEA",D,84,00:17:04,0.21,0.42,3.39,5.1,4.89,1.76,0.0,,,,,,,,,,,,,,,
Alexandre Carrier,"MTL, NSH",D,79,00:20:35,0.11,0.81,3.03,2.77,6.23,1.48,0.0,,,,,,,,,,,,,,,
Ryan Shea,PIT,D,39,00:16:43,0.18,0.28,1.75,1.84,4.69,1.29,0.0,7.0,00:16:58,0.0,0.0,1.51,4.54,3.53,3.03,0.0,,,,,,
Conor Garland,VAN,R,81,00:18:39,0.75,1.23,6.83,1.95,2.3,2.06,0.2,7.0,00:18:11,0.47,2.36,6.13,1.41,2.36,0.94,0.47,81.0,00:02:54,4.07,7.0,00:02:41,6.35
Niko Mikkola,FLA,D,76,00:20:11,0.23,0.63,4.53,5.36,3.44,2.74,0.0,6.0,00:20:01,0.0,0.0,4.99,7.49,2.5,4.0,0.0,,,,,,
Kirill Kaprizov,MIN,L,41,00:22:28,1.63,2.02,9.44,1.04,1.11,1.04,0.0,4.0,00:22:57,1.31,1.31,11.11,2.61,1.31,1.31,0.0,41.0,00:03:17,6.21,4.0,00:03:14,9.24
Troy Terry,ANA,R,77,00:18:50,0.87,1.41,7.77,0.29,1.2,0.83,0.5,7.0,00:18:34,0.92,0.46,7.38,0.92,0.46,0.0,1.38,77.0,00:02:53,2.96,7.0,00:01:59,0.0
Adam Gaudette,OTT,R,81,00:10:25,1.35,0.5,6.4,4.83,1.99,0.85,12.51,7.0,00:12:25,2.07,0.0,3.45,4.14,1.38,1.38,20.69,81.0,00:01:23,1.59,7.0,00:01:55,0.0
Vladislav Gavrikov,L.A,D,82,00:23:05,0.16,0.79,3.55,1.58,4.44,0.89,0.0,7.0,00:21:42,0.39,0.79,5.92,1.18,2.37,0.79,0.0,,,,,,
Mason Appleton,WPG,C,71,00:14:49,0.57,0.68,6.15,4.33,1.65,1.25,0.57,7.0,00:15:05,0.0,0.57,5.11,6.82,0.0,0.0,0.0,,,,,,
Steven Lorentz,TOR,C,80,00:10:33,0.57,0.78,5.4,14.14,3.91,0.64,0.85,7.0,00:12:18,0.7,0.7,4.88,11.15,4.18,3.48,0.7,,,,,,
Matt Roy,WSH,D,69,00:19:52,0.13,0.92,3.67,4.99,4.94,1.09,0.0,6.0,00:21:40,0.0,0.0,3.23,3.69,3.69,0.0,0.0,,,,,,
Jalen Chatfield,CAR,D,79,00:18:52,0.28,0.44,4.59,2.57,2.57,2.17,0.0,4.0,00:19:31,0.77,0.0,4.61,0.77,2.31,3.84,0.0,,,,,,
Mason Marchment,DAL,L,62,00:15:20,1.39,1.58,8.45,4.98,1.32,3.34,0.76,5.0,00:14:07,1.7,0.85,9.34,5.1,4.25,5.1,0.0,62.0,00:01:56,4.96,,,
Rodrigo Abols,PHI,C,22,00:09:11,0.59,0.89,7.42,7.42,3.56,1.19,19.59,,,,,,,,,,,,,,,
Philippe Myers,TOR,D,36,00:16:13,0.21,0.31,4.72,7.8,4.31,1.54,0.0,7.0,00:15:01,0.57,0.0,3.99,5.7,4.56,2.28,0.0,,,,,,
Ryan Lomberg,CGY,L,80,00:08:39,0.26,0.87,5.72,10.4,1.65,4.94,0.43,7.0,00:09:55,0.86,0.86,2.59,2.59,0.0,0.0,1.73,,,,,,
Andrew Poturalski,S.J,C,3,00:14:27,0.0,1.38,6.92,0.0,5.53,2.77,29.05,,,,,,,,,,,,,,,
Kevin Rooney,CGY,C,70,00:09:25,0.46,0.46,4.92,9.92,3.55,1.27,17.75,6.0,00:09:58,0.0,0.0,3.01,11.02,1.0,0.0,14.03,,,,,,
Brandon Tanev,"SEA, WPG",L,79,00:13:13,0.57,0.69,5.68,9.59,6.03,0.92,0.4,,,,,,,,,,,,,,,
Matthew Tkachuk,FLA,L,52,00:18:13,1.39,2.22,9.87,5.32,0.76,3.42,0.06,,,,,,,,,,52.0,00:03:20,7.92,,,
Joey Anderson,CHI,R,18,00:12:23,0.0,0.27,4.57,3.23,3.5,0.0,0.81,,,,,,,,,,,,,,,
Luke Kunin,"CBJ, S.J",C,75,00:14:41,0.6,0.38,6.1,10.18,4.19,3.0,10.18,,,,,,,,,,,,,,,
Auston Matthews,TOR,C,67,00:20:28,1.44,1.97,11.42,1.97,3.89,0.87,30.4,7.0,00:19:25,1.77,2.21,9.27,2.21,4.41,0.0,19.42,67.0,00:02:59,7.47,7.0,00:02:42,0.0
Adam Fox,NYR,D,74,00:23:14,0.35,1.78,4.71,1.4,3.77,1.12,0.0,7.0,00:22:20,0.38,1.53,7.67,1.15,3.45,0.77,0.0,74.0,00:02:55,5.0,7.0,00:02:00,4.28
Ryan Lindgren,"COL, NYR",D,72,00:19:42,0.17,0.76,2.66,3.38,5.41,1.69,0.0,,,,,,,,,,,,,,,
Charlie McAvoy,BOS,D,50,00:23:40,0.35,0.81,4.97,4.51,4.11,2.33,0.0,,,,,,,,,,50.0,00:03:19,1.45,,,
Rasmus Asplund,FLA,C,6,00:07:55,0.0,0.0,2.52,3.78,2.52,2.52,11.35,4.0,00:08:07,0.0,0.0,1.84,3.69,3.69,3.69,16.6,,,,,,
Carl Grundstrom,S.J,R,56,00:09:35,0.33,0.67,9.83,18.98,2.01,2.68,0.33,7.0,00:10:26,0.82,0.0,11.49,18.05,2.46,3.28,0.0,,,,,,
Alex DeBrincat,DET,R,82,00:17:52,1.6,1.27,9.99,1.35,1.56,1.19,1.06,7.0,00:18:49,2.28,0.46,11.83,0.46,2.73,0.0,0.91,82.0,00:03:00,7.31,7.0,00:02:47,6.15
Patrik Laine,MTL,L,52,00:14:18,1.61,1.05,9.36,2.1,2.26,1.13,0.89,7.0,00:12:42,0.67,0.0,8.09,1.35,0.67,1.35,1.35,52.0,00:02:57,7.4,7.0,00:02:59,0.0
Cam Dineen,EDM,D,4,00:17:11,0.0,0.0,6.98,0.87,5.24,0.0,0.0,3.0,00:17:56,0.0,0.0,4.46,1.11,5.57,0.0,0.0,,,,,,
Clayton Keller,UTA,R,81,00:19:07,1.16,2.32,8.45,0.43,1.16,1.08,0.39,7.0,00:18:39,2.3,2.3,10.11,0.0,2.3,0.92,0.46,81.0,00:03:26,7.96,7.0,00:03:46,11.37
Jesse Puljujarvi,"FLA, PIT",R,31,00:11:46,0.66,0.99,8.21,13.14,1.48,2.46,0.0,,,,,,,,,,,,,,,
Jakob Chychrun,WSH,D,74,00:21:03,0.77,1.04,6.89,2.27,3.35,2.0,0.0,4.0,00:22:08,0.0,0.0,3.39,4.74,4.06,0.0,0.0,74.0,00:02:14,5.41,4.0,00:02:30,0.0
Sam Steel,DAL,C,79,00:14:08,0.32,1.02,4.78,3.22,1.4,1.67,11.49,7.0,00:12:11,0.0,1.41,2.81,2.81,2.11,4.92,14.76,,,,,,
Brett Howden,VGK,C,80,00:14:51,1.16,0.86,6.31,6.11,2.83,2.32,13.73,7.0,00:15:46,0.54,1.63,4.89,5.98,3.26,1.09,28.8,,,,,,
Kieffer Bellows,NSH,L,19,00:10:40,0.59,0.59,8.28,10.35,1.78,1.78,0.59,2.0,00:09:42,0.0,0.0,12.37,21.65,0.0,0.0,0.0,,,,,,
Beck Malenstyn,BUF,L,76,00:10:31,0.3,0.45,5.02,14.24,4.72,2.17,1.42,5.0,00:11:29,0.0,0.0,8.35,8.35,7.31,0.0,0.0,,,,,,
Riley Tufte,BOS,L,6,00:09:11,0.0,0.0,1.09,8.7,1.09,4.35,1.09,,,,,,,,,,,,,,,
Trent Frederic,"BOS, EDM",C,58,00:13:43,0.6,0.53,5.88,11.69,2.19,3.32,7.01,,,,,,,,,,,,,,,
Max Jones,"BOS, EDM",L,26,00:09:22,0.25,0.25,4.18,17.47,1.97,4.43,0.0,,,,,,,,,,,,,,,
Andrew Peeke,BOS,D,76,00:18:36,0.04,0.68,3.39,4.46,5.35,0.64,0.0,7.0,00:19:24,0.0,0.44,3.53,7.51,4.42,0.0,0.0,,,,,,
Tyson Jost,CAR,C,39,00:10:22,0.59,0.74,6.53,6.82,2.52,4.89,8.45,7.0,00:14:13,1.2,0.6,9.64,4.22,2.41,2.41,4.82,,,,,,
Dante Fabbro,"CBJ, NSH",D,68,00:20:53,0.38,0.72,3.76,2.83,6.04,1.69,0.0,,,,,,,,,,,,,,,
Joshua Mahura,SEA,D,64,00:13:45,0.0,0.61,3.95,6.07,3.68,1.36,0.0,5.0,00:15:03,0.0,0.8,0.8,6.37,3.19,3.19,0.0,,,,,,
Logan Stanley,WPG,D,63,00:15:35,0.06,0.79,2.99,5.38,4.64,4.77,0.0,7.0,00:15:38,0.0,1.1,2.74,5.48,4.38,0.0,0.0,,,,,,
Givani Smith,"COL, S.J",R,13,00:06:19,0.0,0.0,3.65,14.59,3.65,13.13,0.0,,,,,,,,,,,,,,,
Jordan Kyrou,STL,"C, R",82,00:17:28,1.51,1.42,10.0,2.09,1.51,0.84,0.21,7.0,00:17:23,2.47,1.48,12.82,1.97,0.99,0.99,0.49,82.0,00:02:16,5.45,7.0,00:02:15,7.57
Keaton Middleton,COL,D,41,00:11:29,0.0,0.25,5.61,8.79,4.71,3.57,0.0,7.0,00:12:34,0.0,0.0,5.45,6.13,6.13,1.36,0.0,,,,,,
Riley Stillman,CAR,D,5,00:07:10,0.0,0.0,1.67,13.37,1.67,11.7,0.0,2.0,00:13:01,0.0,0.0,0.0,9.21,2.3,4.6,0.0,,,,,,
Taylor Raddysh,WSH,R,80,00:12:21,0.42,1.21,5.64,3.58,1.7,1.09,0.55,7.0,00:11:47,0.0,0.0,7.27,5.09,0.73,0.0,0.0,,,,,,
Noah Gregor,"OTT, S.J",L,52,00:11:06,0.42,0.31,6.23,9.77,3.43,2.91,0.42,,,,,,,,,,,,,,,
