TM,Week,Games,LiteNite,Opponents,OppOff,OffMatchUp,B2B,Away,GamesRestOfWeek,GamesROS,Key
VGK,12,2,0,"S.J, CGY",40%,"Good [50,40]",0,0,0,46,VGK12
VGK,13,4,2,"MIN, NSH, STL, CHI",24%,"Excellent [25,28,22,21]",0,2,0,42,VGK13
VGK,14,4,1,"WPG, COL, STL, S.J",46%,"Good [32,83,22,50]",2,2,0,38,VGK14
VGK,15,3,1,"L.A, TOR, NSH",32%,"Good [50,37,28]",2,1,0,35,VGK15
VGK,16,4,0,"PHI, BOS, TOR, OTT",26%,"Excellent [18,16,37,32]",2,3,0,31,VGK16
VGK,17,4,1,"MTL, DAL, SEA, ANA",28%,"Excellent [17,29,4,61]",2,2,0,27,VGK17
VGK,18,5,1,"VAN, L.A, L.A, WSH, PIT",57%,"Average [32,50,50,81,57]",2,3,0,22,VGK18
VGK,19,4,1,"BUF, DET, MIN, EDM",38%,"Good [46,49,25,33]",2,2,0,18,VGK19
VGK,20,3,0,"DAL, PIT, CHI",36%,"Good [29,57,21]",0,1,0,15,VGK20
VGK,21,4,0,"BUF, UTA, NSH, DAL",39%,"Good [46,52,28,29]",2,2,0,11,VGK21
VGK,22,3,0,"WPG, EDM, WSH",49%,"Good [32,33,81]",0,1,0,8,VGK22
VGK,23,3,1,"VAN, CAR, EDM",54%,"Average [32,96,33]",0,1,0,5,VGK23
VGK,24,5,0,"VAN, SEA, CGY, WPG, SEA",22%,"Excellent [32,4,40,32,4]",0,3,0,0,VGK24
WPG,1,2,0,"DAL, L.A",29%,"Excellent [29,50]",0,0,0,80,WPG1
WPG,2,3,0,"NYI, PHI, NSH",28%,"Excellent [39,18,28]",0,2,0,77,WPG2
WPG,3,4,2,"CAR, SEA, CAR, UTA",62%,"Average [96,4,96,52]",2,1,0,73,WPG3
WPG,4,3,0,"MIN, CHI, PIT",34%,"Good [25,21,57]",0,1,0,70,WPG4
WPG,5,3,1,"L.A, S.J, ANA",61%,"Average [50,50,61]",0,3,0,67,WPG5
WPG,6,3,0,"VAN, SEA, CAR",44%,"Good [32,4,96]",0,3,0,64,WPG6
WPG,7,3,1,"COL, CBJ, MIN",55%,"Average [83,58,25]",0,0,0,61,WPG7
WPG,8,3,0,"WSH, CBJ, NSH",56%,"Average [81,58,28]",2,3,0,58,WPG8
WPG,9,4,3,"BUF, MTL, BUF, EDM",36%,"Good [46,17,46,33]",2,3,1,54,WPG9
WPG,10,3,0,"DAL, BOS, WSH",42%,"Good [29,16,81]",0,0,0,51,WPG10
WPG,11,4,3,"OTT, STL, CGY, UTA",36%,"Good [32,22,40,52]",0,3,0,47,WPG11
WPG,12,1,0,MIN,25%,Excellent [25],0,0,0,46,WPG12
WPG,13,4,0,"EDM, DET, TOR, OTT",38%,"Good [33,49,37,32]",2,3,0,42,WPG13
WPG,14,4,2,"VGK, EDM, L.A, N.J",38%,"Good [44,33,50,50]",2,0,0,38,WPG14
WPG,15,3,0,"NYI, MIN, TOR",34%,"Good [39,25,37]",0,1,0,35,WPG15
WPG,16,4,0,"CHI, STL, FLA, DET",39%,"Good [21,22,63,49]",2,1,0,31,WPG16
WPG,17,3,0,"N.J, T.B, FLA",63%,"Average [50,50,63]",0,3,0,28,WPG17
WPG,18,5,1,"DAL, MTL, VAN, ANA, S.J",35%,"Good [29,17,32,61,50]",0,4,0,23,WPG18
WPG,19,3,0,"CHI, T.B, VAN",26%,"Excellent [21,50,32]",0,0,0,20,WPG19
WPG,20,4,0,"ANA, NYR, CGY, STL",41%,"Good [61,40,40,22]",2,0,0,16,WPG20
WPG,21,4,0,"NSH, BOS, PIT, NYR",35%,"Good [28,16,57,40]",2,3,0,12,WPG21
WPG,22,3,0,"VGK, CGY, CGY",41%,"Good [44,40,40]",0,1,0,9,WPG22
WPG,23,3,0,"CHI, DAL, COL",44%,"Good [21,29,83]",0,3,0,6,WPG23
WPG,24,6,1,"SEA, STL, PHI, VGK, UTA, S.J",28%,"Excellent [4,22,18,44,52,50]",2,3,0,0,WPG24
WSH,1,3,2,"BOS, NYI, NYR",32%,"Good [16,39,40]",2,2,0,79,WSH1
WSH,2,3,2,"T.B, MIN, VAN",28%,"Excellent [50,25,32]",0,0,0,76,WSH2
WSH,3,3,1,"SEA, COL, OTT",40%,"Good [4,83,32]",2,1,0,73,WSH3
WSH,4,3,1,"DAL, NYI, BUF",38%,"Good [29,39,46]",2,2,0,70,WSH4
WSH,5,3,1,"STL, PIT, T.B",40%,"Good [22,57,50]",2,2,0,67,WSH5
WSH,6,3,0,"CBJ, FLA, N.J",60%,"Average [58,63,50]",0,2,0,64,WSH6
WSH,7,4,1,"L.A, EDM, MTL, T.B",25%,"Excellent [50,33,17,50]",2,1,0,60,WSH7
WSH,8,4,1,"COL, WPG, TOR, NYI",48%,"Good [83,32,37,39]",0,1,0,56,WSH8
WSH,9,4,2,"L.A, S.J, ANA, COL",72%,"Difficult [50,50,61,83]",2,3,1,52,WSH9
WSH,10,2,0,"CBJ, WPG",45%,"Good [58,32]",0,1,0,50,WSH10
WSH,11,4,0,"MIN, TOR, DET, DET",40%,"Good [25,37,49,49]",2,2,0,46,WSH11
WSH,12,2,0,"NYR, N.J",40%,"Good [40,50]",0,1,0,44,WSH12
WSH,13,4,0,"FLA, NYR, OTT, CHI",39%,"Good [63,40,32,21]",2,2,0,40,WSH13
WSH,14,4,4,"ANA, DAL, CHI, NSH",35%,"Good [61,29,21,28]",0,2,0,36,WSH14
WSH,15,3,0,"MTL, S.J, FLA",40%,"Good [17,50,63]",0,0,0,33,WSH15
WSH,16,4,0,"CGY, VAN, CAR, EDM",50%,"Good [40,32,96,33]",2,4,0,29,WSH16
WSH,17,3,0,"SEA, DET, CBJ",37%,"Good [4,49,58]",0,2,0,26,WSH17
WSH,18,6,1,"NYI, PHI, NSH, PHI, VGK, MTL",27%,"Excellent [39,18,28,18,44,17]",4,2,0,20,WSH18
WSH,19,2,0,"UTA, BOS",34%,"Good [52,16]",0,1,0,18,WSH19
WSH,20,4,2,"CAR, PHI, BUF, BOS",44%,"Good [96,18,46,16]",2,2,0,14,WSH20
WSH,21,3,1,"OTT, N.J, CGY",36%,"Good [32,50,40]",0,0,0,11,WSH21
WSH,22,3,0,"STL, UTA, VGK",39%,"Good [22,52,44]",0,3,0,8,WSH22
WSH,23,4,0,"PHI, N.J, BUF, NYR",35%,"Good [18,50,46,40]",2,2,0,4,WSH23
WSH,24,4,1,"TOR, PIT, PIT, COL",58%,"Average [37,57,57,83]",2,3,0,0,WSH24
