Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Ryan Suter,STL,,,82,0:19:28,0.08,0.49,2.33,1.5,4.1,0.9,0.0,7.0,0:16:32,0.52,0.0,2.59,2.59,7.77,1.04,0.0,,,,,,,D,30,38,50,19,48,19,47,34,86,13,50,35,47,48,89,53,37.0,33.333333333333336,35.9,46.2,63.333333333333336,51.34
Brent Burns,CAR,,,82,0:20:57,0.21,0.8,6.08,0.38,3.42,0.98,0.0,7.0,0:16:24,0.0,1.57,2.61,0.0,2.09,1.04,0.0,82.0,0:01:41,1.3,,,,D,55,65,6,87,48,3,31,37,28,88,50,36,47,3,21,53,52.2,23.666666666666668,43.64,49.8,25.666666666666668,42.56
Corey Perry,EDM,,,81,0:11:56,1.18,0.68,6.21,2.23,1.61,3.79,1.05,7.0,0:14:37,1.76,1.17,7.62,3.52,1.76,11.14,1.17,81.0,0:01:18,4.53,7.0,0:02:51,3.0,F,83,40,60,56,28,22,34,87,86,63,51,65,32,48,51,99,53.4,47.66666666666666,51.67999999999999,59.4,66.0,61.38
Alex Ovechkin,WSH,robert's Fabulous Team,LW;RW,65,0:17:43,2.29,1.51,12.34,5.73,0.68,0.73,0.0,6.0,0:17:14,2.9,1.16,11.6,4.64,1.16,0.0,0.0,65.0,0:04:09,4.89,6.0,0:03:33,11.24,F,98,83,65,95,13,58,7,28,96,63,86,88,15,58,34,19,70.8,31.0,58.85999999999999,69.6,37.0,59.81999999999999
Evgeni Malkin,PIT,Jagrbombs,C;LW,68,0:17:47,0.79,1.69,6.25,1.59,2.38,2.08,14.39,6.0,0:16:34,0.6,1.81,10.85,1.81,0.6,1.21,22.31,68.0,0:02:29,5.65,,,,F,62,87,74,57,85,14,59,66,46,80,50,86,89,27,18,56,73.0,46.333333333333336,65.0,70.2,33.666666666666664,59.24
Sidney Crosby,PIT,Dan's Dazzling Team,C,80,0:20:22,1.21,2.14,8.36,2.43,1.44,1.14,37.44,7.0,0:20:07,2.56,1.7,9.8,0.85,0.43,0.85,37.06,80.0,0:03:09,6.43,7.0,0:03:25,12.53,F,84,94,81,79,96,24,29,42,95,78,88,81,94,13,13,46,86.8,31.666666666666668,70.25999999999999,87.2,24.0,68.24
Jack Johnson,CBJ,,,41,0:12:52,0.0,0.68,2.61,2.39,3.98,0.23,0.0,1.0,0:13:34,0.0,0.0,0.0,4.42,4.42,0.0,0.0,,,,,,,D,16,55,50,25,48,37,44,11,28,13,50,1,47,71,61,17,38.8,30.666666666666668,36.36,27.8,49.66666666666666,34.36
Anze Kopitar,L.A,Jagrbombs,C,81,0:18:57,0.82,1.8,3.83,1.21,2.62,0.16,34.35,6.0,0:18:56,1.06,1.58,4.75,0.0,1.06,0.0,36.97,81.0,0:02:46,5.87,6.0,0:05:30,3.63,F,64,90,76,20,95,10,66,11,67,75,56,32,94,3,31,19,69.0,29.0,57.0,64.8,17.666666666666668,50.65999999999999
Marc-Edouard Vlasic,S.J,,,27,0:14:37,0.15,0.3,3.04,0.61,6.08,0.3,0.0,7.0,0:12:23,0.0,0.0,6.23,0.0,4.15,1.38,0.0,,,,,,,D,43,21,50,35,48,5,81,13,28,13,50,83,47,3,57,62,39.4,33.0,37.48,44.2,40.66666666666666,43.14
Kris Letang,PIT,Jagrbombs,D,74,0:23:31,0.31,0.72,5.65,4.1,3.41,1.79,0.0,6.0,0:22:30,0.44,0.44,4.89,5.33,1.78,4.44,0.0,74.0,0:01:55,5.05,,,,D,72,59,67,83,48,65,31,62,81,41,50,71,47,79,15,93,65.8,52.66666666666666,61.85999999999999,58.0,62.333333333333336,59.3
Ryan Reaves,TOR,,,35,0:07:48,0.0,0.44,3.08,22.64,1.76,3.96,0.0,,,,,,,,,,,,,,,,F,6,24,50,11,13,97,40,88,50,50,50,50,50,50,50,50,20.8,75.0,37.06,50.0,50.0,50.0
Brad Marchand,"BOS, FLA",Bar Down Beauties,LW;RW,71,0:18:19,1.06,1.29,8.95,3.74,1.57,2.95,0.23,,,,,,,,,,71.0,0:03:10,3.45,,,,F,78,75,41,83,16,39,33,79,50,50,50,50,50,50,50,50,58.6,50.333333333333336,56.12,50.0,50.0,50.0
Nick Foligno,CHI,,,78,0:15:55,0.72,0.97,4.98,9.61,1.64,2.32,16.47,7.0,0:14:25,1.78,1.19,5.94,9.51,1.78,1.19,19.01,,,,,,,F,57,59,50,38,87,80,35,70,86,64,50,48,87,83,52,55,58.2,61.66666666666666,59.24,67.0,63.333333333333336,65.9
Erik Johnson,"COL, PHI",,,36,0:14:35,0.23,0.34,4.23,6.74,2.97,1.71,0.0,,,,,,,,,,,,,,,,D,59,24,50,62,48,86,21,60,50,50,50,50,50,50,50,50,48.6,55.66666666666666,50.72,50.0,50.0,50.0
Trevor Lewis,L.A,,,60,0:10:13,0.59,0.59,5.19,9.78,3.42,1.96,9.1,5.0,0:11:03,1.09,1.09,6.51,10.86,4.34,0.0,0.0,,,,,,,F,47,34,50,41,75,80,81,63,68,60,50,54,15,86,89,19,49.4,74.66666666666667,56.98,49.4,64.66666666666667,53.98
Jeff Petry,DET,,,44,0:18:53,0.07,0.51,2.38,3.68,5.56,1.15,0.0,5.0,0:18:14,0.0,1.32,3.29,3.95,5.92,1.32,0.0,,,,,,,D,28,40,50,20,48,59,74,43,28,82,50,48,47,67,78,60,37.2,58.66666666666666,43.64,51.0,68.33333333333333,56.19999999999999
Claude Giroux,OTT,,,81,0:18:12,0.61,1.42,5.61,2.6,1.67,0.73,24.41,6.0,0:15:22,0.0,1.95,5.2,2.6,3.25,0.0,20.81,81.0,0:02:24,5.53,6.0,0:02:47,7.16,F,49,80,73,47,92,26,37,28,13,82,76,38,88,37,79,19,68.2,30.33333333333333,56.84,59.4,45.0,55.08
Jordan Staal,CAR,Bros before Ahos,C,75,0:15:26,0.67,1.19,5.54,7.1,2.23,0.83,37.52,4.0,0:15:33,0.96,1.93,7.72,10.61,0.96,0.0,41.48,,,,,,,F,54,71,50,46,96,68,55,32,63,82,50,66,95,86,28,19,63.4,51.66666666666666,59.88,71.2,44.333333333333336,63.14
Alex Killorn,ANA,,,82,0:17:16,0.8,0.76,5.68,3.26,0.97,1.27,0.34,7.0,0:17:00,0.5,1.51,5.04,3.02,1.51,1.01,0.0,82.0,0:01:59,1.1,7.0,0:01:31,0.0,F,63,46,4,48,18,34,14,45,40,73,9,36,15,42,45,51,35.8,31.0,34.35999999999999,34.6,46.0,38.02
Jamie Benn,DAL,,,80,0:15:18,0.78,1.62,6.67,5.59,2.21,3.43,14.51,6.0,0:15:52,0.0,2.52,10.08,7.56,0.63,1.26,11.34,80.0,0:02:18,3.26,6.0,0:02:21,8.46,F,62,86,38,62,85,57,54,84,13,90,80,82,78,76,18,57,66.6,65.0,66.11999999999999,68.6,50.333333333333336,63.12
Ian Cole,UTA,,,82,0:20:16,0.04,0.58,2.38,3.82,7.61,2.78,0.0,7.0,0:19:44,0.0,0.43,1.74,3.47,8.68,3.47,0.0,,,,,,,D,23,46,50,20,48,61,92,81,28,40,50,19,47,61,92,89,37.4,78.0,49.58,36.8,80.66666666666667,49.96
Patrick Maroon,CHI,,,68,0:11:32,0.38,1.07,5.58,7.72,0.69,7.42,2.75,3.0,0:10:51,0.0,1.84,7.37,1.84,0.0,3.68,1.84,,,,,,,F,30,65,50,47,46,71,7,98,13,80,50,63,39,27,4,87,47.6,58.66666666666666,50.92,49.0,39.333333333333336,46.1
James van Riemsdyk,CBJ,,,71,0:12:23,1.09,1.36,5.79,2.11,1.09,1.57,0.41,7.0,0:12:38,1.36,2.71,8.82,1.36,0.0,4.75,0.0,,,,,,,F,79,78,50,50,19,20,17,54,77,92,50,75,15,20,4,92,55.2,30.33333333333333,47.74,61.8,38.66666666666666,54.86
Brendan Smith,DAL,,,32,0:13:12,0.14,0.71,3.83,5.82,3.26,4.68,0.0,3.0,0:16:24,1.22,1.22,4.88,6.1,2.44,2.44,0.0,,,,,,,D,41,58,50,54,48,81,27,95,99,79,50,71,47,83,27,80,50.2,67.66666666666667,55.44,69.2,63.333333333333336,67.44
David Perron,OTT,,,43,0:14:01,0.9,0.7,7.07,7.07,0.9,1.19,0.6,6.0,0:14:50,0.67,0.67,6.74,4.72,0.0,1.35,0.0,43.0,0:02:02,4.1,6.0,0:02:12,0.0,F,69,42,53,67,22,68,12,43,50,43,9,57,15,59,4,59,50.6,41.0,47.72,34.8,40.66666666666666,36.56
Patrick Kane,DET,Trocheck Backcheck Paycheque,RW,72,0:17:58,0.97,1.76,8.11,0.88,1.07,0.56,0.23,7.0,0:19:01,0.45,2.25,8.11,1.8,2.25,0.0,0.0,72.0,0:02:59,8.37,7.0,0:02:46,6.19,F,73,89,91,77,16,7,17,23,38,87,72,70,15,26,63,19,69.2,15.666666666666666,53.14,56.4,36.0,50.28
Robert Bortuzzo,UTA,,,17,0:10:57,0.0,0.64,2.58,6.77,8.38,7.09,0.0,1.0,0:12:01,0.0,0.0,4.99,4.99,0.0,0.0,0.0,,,,,,,D,16,52,50,24,48,87,95,99,28,13,50,72,47,76,1,17,38.0,93.66666666666669,54.7,42.0,31.33333333333333,38.8
Evgenii Dadonov,DAL,,,80,0:13:31,1.11,1.11,6.82,2.44,2.16,0.55,0.0,7.0,0:13:13,2.59,0.0,6.48,1.94,0.65,1.3,0.0,,,,,,,F,80,67,50,64,13,24,53,22,95,12,50,54,15,28,19,58,54.8,33.0,48.25999999999999,45.2,35.0,42.14
Mikael Backlund,CGY,,,76,0:18:44,0.63,0.72,7.37,1.69,2.15,1.35,29.62,7.0,0:19:06,1.79,1.79,8.08,2.24,3.59,1.79,30.96,76.0,0:01:47,2.65,7.0,0:01:46,0.0,F,50,43,26,70,94,15,52,48,86,80,9,69,93,32,83,67,56.6,38.333333333333336,51.12,67.4,60.66666666666666,65.38
Ryan McDonagh,T.B,,,82,0:20:22,0.14,0.97,2.8,0.83,5.46,0.79,0.0,7.0,0:18:45,0.46,0.46,2.74,0.91,3.2,0.91,0.0,,,,,,,D,41,77,50,29,48,8,73,30,82,42,50,38,47,17,41,49,49.0,37.0,45.4,51.8,35.666666666666664,46.96
Max Pacioretty,TOR,,,37,0:13:29,0.6,0.96,8.41,12.49,1.68,1.92,0.72,,,,,,,,,,37.0,0:01:07,0.0,,,,F,48,58,1,79,24,88,37,62,50,50,50,50,50,50,50,50,42.0,62.333333333333336,48.1,50.0,50.0,50.0
Alec Martinez,CHI,,,44,0:18:43,0.36,0.51,2.77,1.75,5.9,0.58,0.0,1.0,0:17:58,0.0,0.0,6.68,3.34,3.34,0.0,0.0,,,,,,,D,79,40,50,29,48,24,79,22,28,13,50,86,47,60,44,17,49.2,41.66666666666666,46.94,44.8,40.333333333333336,43.46
Lars Eller,"PIT, WSH",,,80,0:13:17,0.56,0.68,5.87,3.16,1.97,2.03,22.12,,,,,,,,,,,,,,,,F,45,40,50,51,91,33,47,65,50,50,50,50,50,50,50,50,55.4,48.333333333333336,53.28,50.0,50.0,50.0
Drew Doughty,L.A,Bar Down Beauties,D;IR+,30,0:24:08,0.33,1.08,3.81,2.15,3.73,1.66,0.0,3.0,0:21:51,0.0,0.91,5.49,0.91,2.74,0.0,0.0,30.0,0:02:34,4.66,3.0,0:03:56,0.0,D,75,82,62,54,48,32,38,59,28,68,8,77,47,17,33,17,64.2,43.0,57.84,45.6,22.33333333333333,38.62
Steven Stamkos,NSH,The Epstein Islanders,C;LW;RW,82,0:17:59,1.1,1.06,7.07,2.68,1.87,1.95,16.1,7.0,0:18:15,1.88,1.88,7.04,1.41,2.35,2.82,14.08,82.0,0:03:14,4.75,7.0,0:03:08,8.19,F,80,64,63,67,86,27,43,63,88,81,79,60,82,21,65,80,72.0,44.333333333333336,63.7,78.0,55.333333333333336,71.19999999999999
Alex Pietrangelo,VGK,,,71,0:22:24,0.15,1.09,4.64,1.55,5.24,0.6,0.0,3.0,0:21:55,0.0,0.91,2.74,0.0,7.3,0.0,0.0,,,,,,,D,43,83,50,70,48,20,70,23,28,68,50,38,47,3,87,17,58.8,37.66666666666666,52.46,46.2,35.666666666666664,43.040000000000006
Zach Bogosian,MIN,,,81,0:15:48,0.19,0.56,3.7,3.8,3.75,2.02,0.0,7.0,0:13:34,0.0,0.0,3.79,4.42,1.89,1.26,0.0,,,,,,,D,51,45,50,51,48,61,39,68,28,13,50,57,47,71,17,59,49.0,56.0,51.1,39.0,49.0,42.0
Luke Schenn,"NSH, WPG",,,76,0:15:57,0.05,0.3,3.81,14.85,5.15,2.23,0.0,,,,,,,,,,,,,,,,D,24,21,50,54,48,99,68,72,50,50,50,50,50,50,50,50,39.4,79.66666666666667,51.48,50.0,50.0,50.0
Tyler Myers,VAN,,,71,0:20:47,0.24,0.73,3.54,3.5,5.08,2.6,0.0,,,,,,,,,,,,,,,,D,61,60,50,47,48,56,67,78,50,50,50,50,50,50,50,50,53.2,67.0,57.34,50.0,50.0,50.0
Erik Karlsson,PIT,robert's Fabulous Team,D,82,0:23:14,0.35,1.32,6.01,0.91,2.96,0.63,0.0,7.0,0:22:43,0.38,0.38,4.9,1.13,2.26,0.75,0.0,82.0,0:02:26,4.5,7.0,0:01:28,0.0,D,78,91,60,86,48,9,21,24,76,37,8,71,47,21,24,44,72.6,18.0,56.21999999999999,47.8,29.666666666666668,42.35999999999999
Jordan Eberle,SEA,,,42,0:16:15,0.79,1.49,5.8,1.14,2.2,1.23,0.61,7.0,0:17:04,0.0,2.01,6.03,1.0,2.51,2.01,0.5,42.0,0:02:22,3.01,7.0,0:02:12,3.89,F,62,82,33,50,22,9,54,44,13,83,58,49,23,15,68,71,49.8,35.666666666666664,45.55999999999999,45.2,51.333333333333336,47.04
John Carlson,WSH,Trocheck Backcheck Paycheque,D;IR+,79,0:23:33,0.16,1.48,5.38,1.55,4.22,0.71,0.0,4.0,0:22:10,0.0,2.7,3.38,1.35,3.38,0.0,0.0,79.0,0:03:00,3.54,4.0,0:02:54,5.16,D,45,94,44,80,48,20,50,27,28,98,68,50,47,25,45,17,62.2,32.333333333333336,53.24,58.2,29.0,49.44
Roman Josi,NSH,Jagrbombs,D;IR;IR+,53,0:25:01,0.41,1.31,6.78,1.9,4.3,0.81,0.0,,,,,,,,,,53.0,0:03:20,5.77,,,,D,85,90,75,91,48,27,51,31,50,50,50,50,50,50,50,50,77.8,36.333333333333336,65.36,50.0,50.0,50.0
Travis Hamonic,OTT,,,59,0:17:04,0.06,0.36,4.29,4.35,5.48,1.13,0.0,3.0,0:17:33,0.0,1.14,1.14,5.7,5.7,2.28,0.0,,,,,,,D,26,26,50,63,48,68,73,42,28,77,50,9,47,81,76,78,42.6,61.0,48.120000000000005,42.2,78.33333333333333,53.03999999999999
Adam Henrique,EDM,,,81,0:14:38,0.61,0.76,5.26,2.93,4.3,0.81,28.43,7.0,0:16:45,1.02,2.05,4.09,3.58,7.16,1.02,35.81,,,,7.0,0:02:46,6.2,F,49,46,50,42,93,30,91,31,66,84,72,24,94,48,97,51,56.0,50.66666666666666,54.39999999999999,68.0,65.33333333333333,67.19999999999999
TJ Brodie,CHI,,,54,0:15:37,0.14,0.57,1.63,1.14,4.12,1.28,0.0,,,,,,,,,,,,,,,,D,41,45,50,7,48,13,47,47,50,50,50,50,50,50,50,50,38.2,35.666666666666664,37.44,50.0,50.0,50.0
Gustav Nyquist,"MIN, NSH",,,79,0:16:51,0.5,0.77,4.64,1.94,1.35,0.72,0.5,,,,,,,,,,79.0,0:01:38,1.38,,,,F,40,46,6,32,21,18,26,28,50,50,50,50,50,50,50,50,29.0,24.0,27.5,50.0,50.0,50.0
Matt Martin,NYI,,,32,0:08:32,0.0,0.44,3.73,17.98,4.17,2.19,1.75,7.0,0:11:15,0.0,0.76,3.81,8.37,3.04,0.0,3.04,,,,,,,F,6,24,50,19,37,95,90,68,13,47,50,20,49,79,76,19,27.2,84.33333333333333,44.34,35.8,58.0,42.46
Cam Atkinson,T.B,,,39,0:08:59,0.68,0.86,8.04,2.57,1.71,1.88,0.17,1.0,0:16:40,0.0,0.0,14.39,3.6,0.0,0.0,0.0,,,,,,,F,54,52,50,76,15,26,38,61,13,12,50,94,15,49,4,19,49.4,41.66666666666666,47.08,36.8,24.0,32.959999999999994
Jared Spurgeon,MIN,Bros before Ahos,D,66,0:20:27,0.31,1.11,4.76,2.36,5.29,0.62,0.0,6.0,0:20:27,0.0,0.98,4.89,1.47,4.89,0.0,0.0,66.0,0:01:41,4.86,,,,D,72,84,65,72,48,36,70,24,28,71,50,71,47,28,67,17,68.2,43.333333333333336,60.74,53.4,37.333333333333336,48.58
Tyler Johnson,BOS,,,9,0:13:04,0.0,1.02,3.06,2.55,1.02,5.1,3.57,,,,,,,,,,,,,,,,F,6,62,50,10,52,25,15,94,50,50,50,50,50,50,50,50,36.0,44.66666666666666,38.6,50.0,50.0,50.0
Marcus Johansson,MIN,Bar Down Beauties,LW,72,0:16:22,0.56,1.17,6.15,2.49,1.27,0.61,0.25,7.0,0:17:38,1.46,1.94,7.78,3.89,0.97,1.94,0.0,72.0,0:01:17,3.86,7.0,0:01:50,4.66,F,45,70,49,55,17,25,23,24,80,82,64,67,15,52,29,70,47.2,24.0,40.24,61.6,50.333333333333336,58.22
Kyle Palmieri,NYI,Boats and Ahos,RW,82,0:18:30,0.95,0.95,6.68,2.13,1.9,0.79,0.51,7.0,0:18:50,0.45,0.0,5.91,0.91,3.18,0.91,0.0,82.0,0:02:21,2.8,7.0,0:02:55,0.0,F,72,58,29,62,21,20,44,30,38,12,9,47,15,14,78,48,48.4,31.33333333333333,43.28,24.2,46.66666666666666,30.94
Ryan O'Reilly,NSH,Hughes your daddy,C,79,0:18:59,0.84,1.28,6.04,0.8,2.88,0.96,29.84,7.0,0:18:58,1.81,1.81,8.13,0.45,3.16,1.81,30.73,79.0,0:02:53,4.46,7.0,0:02:46,9.24,F,66,75,59,54,94,6,72,36,87,80,82,70,93,8,78,67,69.6,38.0,60.11999999999999,82.4,51.0,72.98
John Tavares,TOR,Autodraft Anomalies,C,75,0:18:13,1.67,1.58,8.78,3.99,1.98,2.02,33.45,7.0,0:17:10,1.0,1.0,9.98,3.99,2.5,3.99,30.94,75.0,0:02:50,5.62,7.0,0:02:22,3.6,F,94,85,74,82,95,42,47,64,65,57,56,82,93,52,68,88,86.0,51.0,75.5,70.6,69.33333333333333,70.22
Victor Hedman,T.B,Autodraft Anomalies,D;IR+,79,0:23:04,0.49,1.68,5.96,1.28,4.38,0.99,0.0,7.0,0:21:46,0.39,1.97,6.69,1.97,4.72,0.79,0.0,79.0,0:02:59,6.87,7.0,0:03:30,7.35,D,91,97,84,86,48,15,53,37,77,93,79,86,47,38,65,45,81.2,35.0,67.34,76.4,49.333333333333336,68.28
Matt Duchene,DAL,,,82,0:17:08,1.28,2.22,6.49,1.24,0.9,0.51,18.78,7.0,0:16:44,0.51,2.05,4.1,1.54,0.0,1.02,17.93,82.0,0:02:30,7.86,7.0,0:02:56,5.83,F,86,95,90,60,89,10,12,21,41,84,70,24,86,23,4,51,84.0,14.333333333333334,63.1,61.0,26.0,50.49999999999999
Brayden Schenn,STL,P Diddlers,C;LW,82,0:17:33,0.75,1.33,6.04,8.04,2.29,2.54,25.75,7.0,0:18:11,0.47,0.47,5.66,7.54,3.3,0.94,29.22,82.0,0:01:47,2.86,7.0,0:02:11,3.92,F,60,77,30,54,93,73,57,74,39,33,58,44,92,76,79,49,62.8,68.0,64.35999999999999,53.2,68.0,57.64
Oliver Ekman-Larsson,TOR,Bros before Ahos,D,77,0:21:04,0.15,0.92,4.36,3.99,3.07,1.92,0.0,3.0,0:23:34,0.0,0.0,3.39,2.55,5.09,1.7,0.0,77.0,0:01:26,2.16,,,,D,43,74,19,65,48,63,23,65,28,13,50,50,47,48,69,68,49.8,50.333333333333336,49.96,37.6,61.66666666666666,44.82
Nazem Kadri,CGY,,,82,0:19:21,1.32,1.21,10.55,2.08,1.13,2.72,25.67,7.0,0:19:39,1.74,1.74,9.59,1.74,1.74,0.87,30.52,82.0,0:02:54,5.52,7.0,0:02:59,5.73,F,87,72,73,90,93,20,18,76,86,79,70,80,92,26,51,47,83.0,38.0,69.5,81.4,41.333333333333336,69.38
Calvin de Haan,"COL, NYR",,,47,0:14:58,0.0,0.68,4.35,6.05,5.37,1.02,0.0,,,,,,,,,,,,,,,,D,16,55,50,65,48,83,72,38,50,50,50,50,50,50,50,50,46.8,64.33333333333333,52.06,50.0,50.0,50.0
Dmitry Kulikov,FLA,,,70,0:19:16,0.18,0.4,2.85,5.07,3.16,1.69,0.0,2.0,0:18:58,0.0,0.0,3.16,6.32,1.58,0.0,0.0,,,,,,,D,49,30,50,31,48,75,25,60,28,13,50,46,47,84,12,17,41.6,53.333333333333336,45.12,36.8,37.66666666666666,37.06
Nick Leddy,STL,,,31,0:18:40,0.21,0.31,2.18,0.52,2.7,0.21,0.0,7.0,0:18:30,0.46,0.46,1.39,0.0,3.24,0.0,0.0,,,,,,,D,55,22,50,15,48,4,16,11,82,42,50,13,47,3,42,17,38.0,10.333333333333334,29.7,46.8,20.666666666666668,38.96
Chris Kreider,NYR,Bros before Ahos,LW,68,0:16:45,1.16,0.42,8.01,4.16,1.37,1.26,1.42,7.0,0:13:27,1.27,1.91,5.09,1.91,3.18,2.55,0.0,68.0,0:02:53,2.13,,,,F,82,23,16,76,33,44,26,45,74,82,50,37,15,28,78,78,46.0,38.333333333333336,43.7,51.6,61.333333333333336,54.52
Brayden McNabb,VGK,Jagrbombs,D,82,0:20:06,0.18,0.55,3.53,4.69,6.08,1.16,0.0,7.0,0:20:27,0.42,0.84,6.7,2.93,6.28,1.68,0.0,,,,,,,D,49,44,50,47,48,71,81,43,79,64,50,86,47,54,80,68,47.6,65.0,52.82,65.2,67.33333333333333,65.84
Reilly Smith,"NYR, VGK",,,79,0:15:26,0.64,1.33,6.35,2.36,2.02,1.18,0.2,,,,,,,,,,,,,,,,F,51,77,50,58,16,23,48,43,50,50,50,50,50,50,50,50,50.4,38.0,46.67999999999999,50.0,50.0,50.0
Tomas Tatar,N.J,,,74,0:11:06,0.51,0.73,4.82,4.09,1.39,1.46,0.73,6.0,0:12:38,0.0,0.0,2.37,1.58,1.58,0.0,0.79,,,,,,,F,41,44,50,35,24,43,27,51,13,12,50,6,27,23,47,19,38.8,40.333333333333336,39.26,21.6,29.666666666666668,24.02
Tyson Barrie,CGY,,,13,0:15:48,0.29,0.58,5.55,2.92,3.51,1.17,0.0,,,,,,,,,,13.0,0:01:47,5.15,,,,D,69,46,69,82,48,47,33,44,50,50,50,50,50,50,50,50,62.8,41.333333333333336,56.35999999999999,50.0,50.0,50.0
Dmitry Orlov,CAR,,,76,0:19:59,0.24,0.87,4.62,3.99,2.37,0.95,0.0,7.0,0:22:09,0.0,0.77,3.09,1.93,3.09,0.77,0.0,,,,,,,D,61,70,50,69,48,63,10,36,28,61,50,45,47,37,39,45,59.6,36.333333333333336,52.62,46.2,40.333333333333336,44.440000000000005
Brian Dumoulin,"ANA, N.J",,,80,0:19:32,0.12,0.73,2.65,2.84,4.18,0.54,0.0,,,,,,,,,,,,,,,,D,37,60,50,26,48,45,49,21,50,50,50,50,50,50,50,50,44.2,38.333333333333336,42.44,50.0,50.0,50.0
Mattias Ekholm,EDM,,,65,0:22:11,0.37,1.0,5.95,1.71,3.95,1.25,0.0,,,,,,,,,,,,,,,,D,80,78,50,86,48,23,44,46,50,50,50,50,50,50,50,50,68.4,37.66666666666666,59.18,50.0,50.0,50.0
Marcus Foligno,MIN,,,77,0:14:28,0.75,0.81,4.9,13.56,2.64,4.04,0.38,7.0,0:15:49,1.08,1.08,8.12,11.92,4.87,1.08,0.0,,,,,,,F,60,49,50,36,19,90,66,89,68,60,50,70,15,88,91,52,42.8,81.66666666666667,54.46,52.6,77.0,59.92
Craig Smith,"CHI, DET",,,59,0:11:20,0.81,0.81,8.07,5.02,2.78,3.05,0.72,,,,,,,,,,,,,,,,F,64,49,50,76,24,52,70,80,50,50,50,50,50,50,50,50,52.6,67.33333333333333,57.02,50.0,50.0,50.0
Casey Cizikas,NYI,,,82,0:13:02,0.39,0.56,5.44,11.28,3.7,2.3,18.91,7.0,0:14:12,0.0,1.21,7.84,3.02,3.62,3.62,32.57,,,,,,,F,31,32,50,45,89,85,85,70,13,64,50,67,93,42,83,86,49.4,80.0,58.58,57.4,70.33333333333333,61.28
David Savard,MTL,,,75,0:16:35,0.05,0.68,2.31,2.65,8.68,1.74,0.0,6.0,0:12:09,0.0,0.0,0.82,1.65,7.4,1.65,0.0,,,,,,,D,24,55,50,18,48,42,96,61,28,13,50,5,47,31,87,67,39.0,66.33333333333333,47.2,28.6,61.66666666666666,38.52
Nicolas Deslauriers,PHI,,,31,0:07:38,0.51,0.25,6.34,21.55,2.28,3.8,0.25,6.0,0:09:38,1.04,0.0,8.3,24.89,1.04,0.0,0.0,,,,,,,F,41,13,50,58,17,97,56,87,66,12,50,71,15,98,31,19,35.8,80.0,49.06,42.8,49.333333333333336,44.76
Ben Chiarot,DET,,,81,0:21:13,0.14,0.31,3.8,4.43,4.95,2.41,0.0,7.0,0:19:42,0.0,0.44,3.48,3.92,4.35,2.61,0.0,,,,,,,D,41,22,50,53,48,69,65,75,28,41,50,52,47,66,60,82,42.8,69.66666666666667,50.86,43.6,69.33333333333333,51.31999999999999
Erik Haula,N.J,,,69,0:14:42,0.65,0.59,6.51,5.97,2.07,2.31,22.35,7.0,0:16:46,1.02,1.02,5.62,3.07,1.02,0.0,12.78,,,,,,,F,52,34,50,60,91,60,50,70,66,57,50,44,80,43,30,19,57.4,60.0,58.18,59.4,30.666666666666668,50.78
Anders Lee,NYI,,,82,0:17:03,1.24,1.07,10.04,5.15,1.67,1.5,0.51,7.0,0:17:01,1.01,1.01,7.55,1.51,3.02,1.01,0.5,82.0,0:02:27,2.68,7.0,0:02:43,3.14,F,85,65,26,88,21,54,37,52,65,57,52,65,23,22,76,51,57.0,47.66666666666666,54.2,52.4,49.66666666666666,51.58
Nick Jensen,OTT,,,71,0:20:13,0.13,0.75,3.22,2.26,3.97,0.25,0.0,5.0,0:19:04,0.0,1.26,3.77,3.15,8.81,0.0,0.0,,,,,,,D,39,61,50,40,48,34,44,12,28,81,50,56,47,57,92,17,47.6,30.0,42.32,52.4,55.333333333333336,53.28
Nic Dowd,WSH,,,82,0:15:10,0.68,0.63,4.15,6.17,3.95,2.7,28.54,7.0,0:14:51,0.58,0.58,5.19,5.77,4.61,1.15,31.72,,,,,,,F,54,37,50,25,94,62,88,76,45,38,50,38,93,67,90,54,52.0,75.33333333333333,59.0,52.8,70.33333333333333,58.05999999999999
Justin Dowling,N.J,,,52,0:10:13,0.23,0.56,3.84,5.76,2.48,0.68,17.83,5.0,0:11:51,0.0,1.01,3.04,6.07,1.01,2.02,17.21,,,,,,,F,18,32,50,20,88,59,62,27,13,57,50,12,85,68,30,71,41.6,49.333333333333336,43.92,43.4,56.333333333333336,47.28
