Player,Team,team_name,Elig_Pos,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Brenden Dillon,N.J,Hughes your daddy,D,82,0:18:34,0.08,0.55,1.89,7.41,4.25,2.64,0.0,7.0,0:19:02,0.0,0.45,1.8,4.05,2.7,0.9,0.0,,,,,,,D,30,44,50,10,48,89,50,79,28,42,50,20,47,68,32,49,36.4,72.66666666666667,47.28,37.4,49.66666666666666,41.08
Radko Gudas,ANA,The Epstein Islanders,D,81,0:19:51,0.04,0.56,3.32,9.62,6.64,3.21,0.0,7.0,0:22:37,0.0,0.38,2.27,6.44,6.82,3.03,0.0,,,,,,,D,23,45,50,42,48,95,86,86,28,37,50,29,47,85,84,85,41.6,89.0,55.81999999999999,38.2,84.66666666666667,52.14
Chris Tanev,TOR,,,75,0:19:44,0.12,0.61,1.74,0.81,7.66,0.97,0.0,7.0,0:20:00,0.43,0.0,1.28,1.28,5.57,1.71,0.0,,,,,,,D,37,49,50,8,48,8,93,37,80,13,50,11,47,24,74,69,38.4,46.0,40.68,40.2,55.66666666666666,44.84
Mats Zuccarello,MIN,Trocheck Backcheck Paycheque,RW,69,0:19:39,0.84,1.55,6.68,1.42,2.12,0.97,0.62,7.0,0:20:40,0.83,2.9,6.63,3.32,2.9,0.83,0.41,69.0,0:03:20,4.16,7.0,0:03:28,9.86,F,66,84,54,62,22,12,52,36,58,93,83,55,22,46,74,46,57.6,33.333333333333336,50.32,62.2,55.333333333333336,60.14
Calle Jarnkrok,TOR,,,19,0:13:13,0.24,1.43,2.15,3.58,2.15,0.95,0.48,7.0,0:13:50,0.0,1.24,1.86,3.1,1.24,0.0,0.0,,,,,,,F,19,80,50,3,20,38,52,36,13,65,50,3,15,43,37,19,34.4,42.0,36.68,29.2,33.0,30.34
Justin Holl,DET,,,73,0:14:47,0.11,0.33,2.28,1.94,4.33,0.89,0.0,6.0,0:15:16,0.65,1.31,5.24,1.31,5.89,0.0,0.0,,,,,,,D,36,23,50,17,48,28,52,34,92,82,50,75,47,25,77,17,34.8,38.0,35.76,69.2,39.66666666666666,60.34
Jason Zucker,BUF,,,73,0:15:59,1.08,1.64,7.35,3.49,1.13,2.93,2.16,7.0,0:16:04,0.53,1.07,11.73,2.13,1.07,1.07,4.26,73.0,0:02:51,6.02,7.0,0:02:06,4.07,F,79,86,78,70,41,37,18,79,42,59,60,89,56,31,32,52,70.8,44.66666666666666,62.96,61.2,38.333333333333336,54.34
Tyler Toffoli,S.J,,,78,0:16:55,1.36,1.09,10.59,2.45,1.45,0.64,0.59,6.0,0:17:31,1.14,1.71,11.42,1.71,1.14,0.0,1.14,78.0,0:03:04,3.75,6.0,0:02:13,4.48,F,89,66,47,91,22,24,29,25,70,78,62,88,31,25,34,19,63.0,26.0,51.89999999999999,65.8,26.0,53.85999999999999
Charlie Coyle,"BOS, COL",,,83,0:16:59,0.72,0.77,4.89,4.6,2.6,1.02,15.91,,,,,,,,,,83.0,0:01:49,2.77,,,,F,57,46,28,36,86,48,65,38,50,50,50,50,50,50,50,50,50.6,50.333333333333336,50.52,50.0,50.0,50.0
Jon Merrill,MIN,,,70,0:14:05,0.12,0.24,2.86,2.43,5.17,1.22,0.0,6.0,0:12:36,0.0,0.0,2.38,2.38,4.76,1.59,0.0,,,,,,,D,37,16,50,31,48,37,68,45,28,13,50,31,47,45,66,66,36.4,50.0,40.48,33.8,59.0,41.36
Justin Faulk,STL,P Diddlers,D,78,0:22:27,0.14,0.96,4.25,2.67,3.7,1.03,0.0,7.0,0:22:55,0.0,0.0,4.49,2.24,2.24,2.24,0.0,78.0,0:02:02,4.52,7.0,0:02:15,0.0,D,41,76,60,63,48,42,38,39,28,13,8,67,47,43,24,77,57.6,39.66666666666666,52.22,32.6,48.0,37.22
Brock Nelson,"COL, NYI",Bros before Ahos,C,80,0:18:54,1.03,1.19,7.65,1.35,1.71,0.71,24.98,,,,,,,,,,80.0,0:02:20,2.24,,,,F,76,71,18,73,92,11,38,28,50,50,50,50,50,50,50,50,66.0,25.666666666666668,53.9,50.0,50.0,50.0
Alex Petrovic,DAL,,,5,0:14:06,0.0,0.0,4.25,8.51,5.1,3.4,0.0,2.0,0:17:39,0.0,0.0,6.8,3.4,5.1,3.4,0.0,,,,,,,D,16,4,50,63,48,93,67,88,28,13,50,86,47,60,70,88,36.2,82.66666666666667,50.14,44.8,72.66666666666667,53.16
Nick Bjugstad,UTA,,,66,0:12:18,0.59,0.81,8.49,7.68,2.14,1.18,15.28,7.0,0:11:16,2.28,0.0,10.64,4.56,1.52,1.52,0.76,,,,,,,F,47,49,50,80,86,71,52,43,93,12,50,85,26,58,45,62,62.4,55.333333333333336,60.28,53.2,55.0,53.74
Derek Forbort,VAN,,,54,0:17:06,0.13,0.58,2.53,4.22,5.0,2.92,0.0,5.0,0:15:25,0.0,1.56,3.11,8.55,4.67,3.89,0.0,,,,,,,D,39,46,50,23,48,66,65,83,28,88,50,45,47,92,64,91,41.2,71.33333333333333,50.24,51.6,82.33333333333333,60.81999999999999
Kevin Hayes,PIT,,,64,0:12:02,1.01,0.78,7.7,4.05,0.86,0.62,18.36,6.0,0:09:47,2.04,0.0,8.17,2.04,0.0,2.04,14.3,64.0,0:01:50,3.56,,,,F,75,47,43,73,88,43,11,25,90,12,50,70,82,30,4,71,65.2,26.33333333333333,53.54,60.8,35.0,53.06
Cam Fowler,"ANA, STL",,,68,0:21:32,0.37,1.27,3.6,0.33,3.56,0.57,0.0,,,,,,,,,,68.0,0:01:37,4.34,,,,D,80,89,58,49,48,3,34,22,50,50,50,50,50,50,50,50,64.8,19.666666666666668,51.25999999999999,50.0,50.0,50.0
Vladimir Tarasenko,DET,,,80,0:14:46,0.56,1.12,6.75,3.2,1.78,0.3,0.0,7.0,0:14:26,0.59,0.59,4.75,1.78,2.37,0.0,0.0,80.0,0:01:30,3.97,7.0,0:01:32,0.0,F,45,67,51,63,13,33,40,15,45,39,9,32,15,26,65,19,47.8,29.33333333333333,42.25999999999999,28.0,36.66666666666666,30.599999999999994
Austin Watson,DET,,,13,0:07:51,1.76,0.0,7.64,21.16,1.18,9.99,1.18,5.0,0:10:33,1.14,0.0,6.82,17.04,1.14,0.0,1.14,,,,,,,F,95,4,50,73,30,96,20,99,70,12,50,58,31,94,34,19,50.4,71.66666666666667,56.78,44.2,49.0,45.64
Jaden Schwartz,SEA,Trocheck Backcheck Paycheque,C;LW,81,0:17:52,1.08,0.95,8.04,1.78,1.74,0.99,1.41,6.0,0:16:24,1.83,0.0,7.31,0.61,2.44,0.0,2.44,81.0,0:02:22,3.13,6.0,0:01:57,0.0,F,79,58,35,76,33,16,39,37,87,12,9,62,44,10,67,19,56.2,30.666666666666668,48.53999999999999,42.8,32.0,39.56
Chris Wagner,COL,,,28,0:07:05,0.3,0.0,8.76,17.21,3.93,4.23,14.5,4.0,0:08:12,0.0,0.0,7.31,10.96,7.31,9.13,9.13,,,,,,,F,24,4,50,82,85,94,88,90,13,12,50,62,74,87,97,98,49.0,90.66666666666669,61.5,42.2,94.0,57.74
Jeff Skinner,EDM,,,72,0:12:59,1.03,0.83,9.23,2.82,1.47,1.67,1.41,,,,,,,,,,72.0,0:01:13,1.37,,,,F,76,50,6,84,33,29,30,56,50,50,50,50,50,50,50,50,49.8,38.333333333333336,46.35999999999999,50.0,50.0,50.0
Zach Hyman,EDM,Jagrbombs,LW;RW,73,0:18:52,1.18,0.74,9.14,2.52,1.04,1.39,0.09,4.0,0:15:46,0.0,0.0,7.61,3.8,0.95,0.0,0.95,73.0,0:03:09,3.13,,,,F,83,44,35,84,14,25,16,49,13,12,50,65,29,51,28,19,52.0,30.0,45.4,33.8,32.666666666666664,33.459999999999994
Erik Gudbranson,CBJ,,,16,0:17:46,0.0,0.84,2.53,5.28,4.01,1.27,0.0,7.0,0:19:02,0.0,1.35,3.15,5.85,4.05,1.8,0.0,,,,,,,D,16,68,50,23,48,77,45,47,28,83,50,46,47,82,56,70,41.0,56.333333333333336,45.6,50.8,69.33333333333333,56.35999999999999
Taylor Hall,"CAR, CHI",,,77,0:15:10,0.92,1.23,7.39,2.21,2.16,1.85,2.21,,,,,,,,,,77.0,0:01:42,4.11,,,,F,71,72,53,70,41,21,53,61,50,50,50,50,50,50,50,50,61.4,45.0,56.48,50.0,50.0,50.0
Tyler Seguin,DAL,,,20,0:16:08,1.67,2.23,8.55,0.93,1.11,0.74,17.09,1.0,0:14:48,0.0,4.05,12.16,4.05,0.0,8.11,20.27,20.0,0:02:15,3.99,,,,F,94,95,51,80,87,7,18,29,13,97,50,90,88,53,4,97,81.4,18.0,62.38,67.6,51.333333333333336,62.71999999999999
Dylan McIlrath,WSH,,,17,0:11:39,0.0,0.61,3.03,11.81,4.24,8.48,0.0,4.0,0:13:21,0.0,0.0,5.62,12.36,7.87,7.87,0.0,,,,,,,D,16,49,50,35,48,97,50,99,28,13,50,78,47,97,89,98,39.6,82.0,52.31999999999999,43.2,94.66666666666669,58.64
Mikael Granlund,"DAL, S.J",Jagrbombs,C;LW;RW;IR+,83,0:19:26,0.82,1.64,6.28,2.12,2.23,1.04,13.34,,,,,,,,,,83.0,0:02:48,4.88,,,,F,64,86,65,57,83,20,55,38,50,50,50,50,50,50,50,50,71.0,37.66666666666666,60.99999999999999,50.0,50.0,50.0
Nino Niederreiter,WPG,The Epstein Islanders,LW;RW,82,0:14:51,0.84,0.99,7.39,7.44,1.92,1.18,0.99,7.0,0:16:31,1.04,1.04,10.9,6.23,1.04,0.0,0.52,82.0,0:01:20,6.01,,,,F,66,60,78,70,27,70,45,43,66,58,50,86,23,69,31,19,60.2,52.66666666666666,57.94,56.6,39.66666666666666,51.52
Bryan Rust,PIT,Boats and Ahos,RW,71,0:19:45,1.33,1.45,8.13,2.65,2.31,0.77,0.39,7.0,0:19:03,2.25,2.25,11.24,1.8,0.9,0.0,0.0,71.0,0:02:42,5.61,7.0,0:02:51,12.01,F,88,81,74,77,19,27,57,30,92,87,87,87,15,26,26,19,67.8,38.0,58.85999999999999,73.6,23.666666666666668,58.62
Jani Hakanpää,TOR,,,2,0:14:04,0.0,0.0,4.26,2.13,8.52,0.0,0.0,,,,,,,,,,,,,,,,D,16,4,50,63,48,31,96,6,50,50,50,50,50,50,50,50,36.2,44.333333333333336,38.64,50.0,50.0,50.0
Sam Carrick,NYR,,,80,0:11:55,0.38,0.88,5.28,8.61,2.64,3.65,23.57,6.0,0:13:40,0.0,1.46,7.31,5.12,0.73,2.92,20.47,,,,,,,F,30,54,50,42,92,76,66,86,13,72,50,62,88,62,21,81,53.6,76.0,60.31999999999999,57.0,54.66666666666666,56.3
Brendan Gallagher,MTL,,,82,0:13:54,1.1,0.89,7.78,4.79,2.0,2.05,0.0,7.0,0:14:46,1.16,0.58,4.64,8.7,1.74,2.32,0.0,82.0,0:01:31,3.37,,,,F,80,54,40,74,13,50,48,65,71,38,50,31,15,80,51,75,52.2,54.333333333333336,52.84,41.0,68.66666666666667,49.3
Kevin Gravel,NSH,,,6,0:17:50,0.0,0.56,3.36,3.92,4.49,0.0,0.0,,,,,,,,,,,,,,,,D,16,45,50,43,48,62,56,6,50,50,50,50,50,50,50,50,40.4,41.333333333333336,40.68,50.0,50.0,50.0
John Klingberg,EDM,,,11,0:17:14,0.32,0.95,6.01,1.58,4.11,2.53,0.0,,,,,,,,,,,,,,,,D,74,75,50,86,48,21,47,77,50,50,50,50,50,50,50,50,66.6,48.333333333333336,61.11999999999999,50.0,50.0,50.0
Mark Stone,VGK,Bar Down Beauties,RW;IR;IR+,66,0:19:15,0.9,2.27,6.19,1.51,1.98,0.66,0.24,5.0,0:18:12,0.0,0.66,1.98,0.0,4.61,1.32,0.0,66.0,0:02:37,8.66,5.0,0:03:01,0.0,F,69,96,92,56,17,13,47,26,13,42,9,4,15,3,90,58,66.0,28.666666666666668,54.8,16.6,50.333333333333336,26.72
Michael Sgarbossa,WSH,,,3,0:09:20,2.14,2.14,2.14,2.14,2.14,4.28,19.27,,,,,,,,,,,,,,,,F,98,94,50,3,89,20,52,90,50,50,50,50,50,50,50,50,66.8,54.0,62.96,50.0,50.0,50.0
Colin Blackwell,DAL,,,63,0:11:33,0.49,0.91,5.19,6.92,1.89,1.32,12.44,4.0,0:11:57,1.26,1.26,3.77,5.02,2.51,0.0,17.57,,,,,,,F,39,55,50,41,82,67,44,47,74,66,50,20,86,61,68,19,53.4,52.66666666666666,53.17999999999999,59.2,49.333333333333336,56.24
Ondrej Palat,N.J,,,77,0:13:45,0.85,0.74,5.44,6.97,3.29,0.68,0.23,6.0,0:11:24,0.88,0.0,6.13,8.76,4.38,0.0,0.0,,,,,,,F,66,44,50,45,16,67,79,27,60,12,50,50,15,81,89,19,44.2,57.66666666666666,48.24,37.4,63.0,45.08
Josh Manson,COL,P Diddlers,D,48,0:18:02,0.07,0.97,4.5,7.27,4.09,1.94,0.0,,,,,,,,,,,,,,,,D,28,77,50,67,48,89,47,66,50,50,50,50,50,50,50,50,54.0,67.33333333333333,58.0,50.0,50.0,50.0
Travis Boyd,MIN,,,3,0:07:48,0.0,0.0,0.0,2.56,7.69,0.0,0.0,,,,,,,,,,,,,,,,F,6,4,50,1,13,26,99,7,50,50,50,50,50,50,50,50,14.8,44.0,23.56,50.0,50.0,50.0
Dylan DeMelo,WPG,Jagrbombs,D,82,0:21:31,0.1,0.54,2.55,4.66,3.81,1.29,0.0,7.0,0:22:02,0.0,0.39,3.11,3.11,2.33,0.0,0.0,,,,,,,D,34,43,50,23,48,71,40,48,28,38,50,45,47,56,25,17,39.6,53.0,43.62,41.6,32.666666666666664,38.92
Nick Seeler,PHI,,,77,0:17:16,0.14,0.77,3.7,5.64,9.02,1.62,0.0,7.0,0:21:49,0.0,1.57,2.36,3.53,10.6,0.79,0.0,,,,,,,D,41,63,50,51,48,80,97,58,28,88,50,31,47,62,96,45,50.6,78.33333333333333,58.92,48.8,67.66666666666667,54.46
Sean Kuraly,CBJ,,,82,0:11:45,0.37,0.68,5.47,10.14,2.8,2.49,19.65,7.0,0:12:20,0.69,0.69,5.55,6.25,2.78,7.64,11.11,,,,,,,F,29,40,50,45,89,81,70,73,51,43,50,43,78,69,72,97,50.6,74.66666666666667,57.82000000000001,53.0,79.33333333333333,60.89999999999999
Vincent Trocheck,NYR,Trocheck Backcheck Paycheque,C,82,0:21:05,0.9,1.14,7.01,7.39,2.71,1.53,31.56,7.0,0:19:10,1.79,1.34,7.6,3.13,2.23,1.79,29.49,82.0,0:02:46,3.16,7.0,0:01:50,9.29,F,69,68,36,66,94,70,68,53,86,68,82,65,92,43,62,67,66.6,63.66666666666666,65.71999999999998,78.6,57.333333333333336,72.22
T.J. Tynan,COL,,,9,0:07:51,0.0,0.85,4.24,4.24,3.39,3.39,5.94,,,,,,,,,,,,,,,,F,6,52,50,26,65,45,81,84,50,50,50,50,50,50,50,50,39.8,70.0,48.86,50.0,50.0,50.0
Adam Lowry,WPG,,,73,0:15:25,0.85,0.96,5.27,7.46,3.2,1.49,32.76,6.0,0:15:13,1.31,0.66,4.6,9.86,2.63,0.0,30.89,,,,,,,F,66,58,50,42,95,70,78,52,76,42,50,30,93,84,70,19,62.2,66.66666666666667,63.54,58.2,57.66666666666666,58.04
Nick Cousins,OTT,,,50,0:11:54,0.6,0.91,6.86,8.57,2.62,4.13,0.1,3.0,0:12:03,1.66,1.66,8.29,8.29,3.32,3.32,0.0,,,,,,,F,48,55,50,64,14,76,66,89,84,77,50,71,15,79,80,84,46.2,77.0,55.44,59.4,81.0,65.88
Blake Coleman,CGY,The Epstein Islanders,C;LW;RW,82,0:17:41,0.62,0.99,8.03,7.28,2.73,1.49,1.57,,,,,,,,,,82.0,0:01:29,2.46,,,,F,50,60,22,76,35,69,68,52,50,50,50,50,50,50,50,50,48.6,63.0,52.92,50.0,50.0,50.0
Jean-Gabriel Pageau,NYI,Bar Down Beauties,C;RW,79,0:16:59,0.63,1.25,5.36,6.26,2.55,1.03,26.32,7.0,0:16:11,1.06,1.59,3.71,3.18,2.65,0.0,33.88,79.0,0:01:36,2.36,7.0,0:01:54,0.0,F,50,73,20,44,93,62,64,38,67,75,9,19,93,44,70,19,56.0,54.66666666666666,55.6,52.6,44.333333333333336,50.120000000000005
Mike Reilly,NYI,,,18,0:15:10,0.0,0.44,6.81,0.66,3.08,0.44,0.0,1.0,0:17:58,0.0,0.0,10.02,0.0,3.34,0.0,0.0,18.0,0:01:41,0.0,,,,D,16,33,1,92,48,6,23,18,28,13,50,96,47,3,44,17,38.0,15.666666666666666,31.3,46.8,21.33333333333333,39.16
Joseph LaBate,CBJ,,,6,0:09:06,0.0,1.1,3.29,15.38,12.08,10.98,0.0,,,,,,,,,,,,,,,,F,6,66,50,13,13,92,99,99,50,50,50,50,50,50,50,50,29.6,96.66666666666669,49.72,50.0,50.0,50.0
Scott Mayfield,NYI,,,66,0:17:00,0.16,0.32,2.73,4.76,5.61,1.44,0.0,7.0,0:18:44,0.46,0.46,2.74,4.57,4.57,0.0,0.0,,,,,,,D,45,23,50,28,48,72,75,52,82,42,50,38,47,73,63,17,38.8,66.33333333333333,47.06,51.8,51.0,51.56
Boone Jenner,CBJ,Boats and Ahos,C;LW;IR;IR+,26,0:17:59,0.9,1.54,8.98,5.52,2.31,0.51,13.47,7.0,0:17:58,0.48,0.0,10.01,3.81,2.38,0.0,1.43,26.0,0:01:48,3.82,7.0,0:01:30,5.71,F,69,84,48,83,83,57,57,21,39,12,70,82,35,51,65,19,73.4,45.0,64.88,47.6,45.0,46.82
Brandon Saad,"STL, VGK",,,72,0:14:49,0.73,0.96,7.14,0.67,1.18,0.34,0.39,,,,,,,,,,,,,,,,F,58,58,50,67,19,5,20,16,50,50,50,50,50,50,50,50,50.4,13.666666666666666,39.38,50.0,50.0,50.0
Joel Edmundson,L.A,,,73,0:20:35,0.24,0.56,3.63,3.99,4.31,0.88,0.0,2.0,0:19:40,0.0,0.0,3.05,7.62,4.57,0.0,0.0,,,,,,,D,61,45,50,49,48,63,52,33,28,13,50,44,47,89,63,17,50.6,49.333333333333336,50.22,36.4,56.333333333333336,42.38
Matt Nieto,PIT,,,32,0:12:15,0.15,0.31,4.74,5.97,3.06,0.61,0.31,1.0,0:12:55,0.0,0.0,4.65,4.65,0.0,9.29,0.0,,,,,,,F,13,16,50,34,18,60,75,24,13,12,50,31,15,58,4,98,26.2,53.0,34.239999999999995,24.2,53.333333333333336,32.94
William Karlsson,VGK,Dan's Dazzling Team,C;IR;IR+,53,0:17:00,0.6,1.33,7.92,1.33,2.46,0.27,27.28,7.0,0:17:01,1.01,1.51,7.56,0.0,2.52,1.01,39.29,53.0,0:01:25,4.79,7.0,0:02:05,4.09,F,48,77,64,75,93,11,62,14,65,73,60,65,95,3,68,51,71.4,29.0,58.68000000000001,71.6,40.66666666666666,62.31999999999999
Nikita Kucherov,T.B,Trocheck Backcheck Paycheque,RW,78,0:21:11,1.34,3.05,9.62,0.83,1.2,1.63,0.04,7.0,0:19:55,1.72,2.58,7.74,0.43,0.0,0.0,0.0,78.0,0:03:49,9.24,7.0,0:03:49,13.42,F,88,99,94,87,13,6,21,55,85,90,89,66,15,8,4,19,76.2,27.33333333333333,61.53999999999999,69.0,10.333333333333334,51.4
Ryan Nugent-Hopkins,EDM,Bros before Ahos,C;LW;IR;IR+,78,0:18:58,0.81,1.18,6.65,1.05,1.95,0.97,10.95,4.0,0:19:02,0.0,0.0,8.67,0.79,1.58,0.0,17.33,78.0,0:03:06,4.94,4.0,0:03:37,0.0,F,64,70,66,62,79,8,46,36,13,12,9,74,85,12,47,19,68.2,30.0,56.74,38.6,26.0,34.82
Jonathan Huberdeau,CGY,The Epstein Islanders,C;LW,81,0:19:32,1.06,1.29,5.8,1.9,2.43,1.29,0.49,,,,,,,,,,81.0,0:02:52,5.92,,,,F,78,75,77,50,20,18,61,46,50,50,50,50,50,50,50,50,60.0,41.66666666666666,54.5,50.0,50.0,50.0
Adam Larsson,SEA,,,82,0:21:11,0.24,0.73,3.87,3.59,5.11,1.07,0.0,7.0,0:20:39,0.41,0.83,4.56,3.32,6.22,1.66,0.0,,,,,,,D,61,60,50,55,48,58,67,40,79,64,50,67,47,59,80,68,54.8,55.0,54.85999999999999,61.4,69.0,63.67999999999999
Ryan Strome,ANA,,,82,0:16:40,0.44,1.36,6.01,2.28,1.58,3.07,22.41,7.0,0:13:43,0.0,0.62,5.62,5.62,1.25,8.74,26.86,82.0,0:02:27,1.78,,,,F,35,78,11,53,91,22,33,81,13,40,50,44,91,66,37,98,53.6,45.333333333333336,51.12,47.6,67.0,53.42
Mika Zibanejad,NYR,The Epstein Islanders,C;RW,82,0:18:45,0.78,1.64,7.14,1.72,1.79,0.86,21.41,7.0,0:18:30,1.85,3.24,7.41,0.46,0.93,0.0,14.82,82.0,0:02:52,4.84,7.0,0:02:05,4.09,F,62,86,64,67,90,15,41,33,87,95,60,63,83,8,27,19,73.8,29.666666666666668,60.56,77.6,18.0,59.71999999999999
Mark Scheifele,WPG,P Diddlers,C,82,0:20:26,1.4,1.72,6.48,2.61,2.15,2.18,22.45,7.0,0:20:37,1.25,1.25,9.15,1.66,2.49,1.66,25.77,82.0,0:02:48,6.53,7.0,0:02:48,6.12,F,90,88,82,60,91,26,52,67,74,66,72,77,91,24,67,65,82.2,48.333333333333336,72.03999999999999,76.0,52.0,68.8
Sean Couturier,PHI,,,79,0:17:17,0.66,1.32,6.81,2.37,1.98,1.8,29.42,7.0,0:19:47,0.43,1.73,7.36,3.03,1.3,0.87,28.59,79.0,0:01:29,2.03,7.0,0:02:39,6.43,F,53,76,15,64,94,23,47,59,36,78,73,63,92,42,39,47,60.4,43.0,55.17999999999999,68.4,42.66666666666666,60.68
Dougie Hamilton,N.J,Bar Down Beauties,D;IR+,64,0:19:51,0.42,1.46,8.78,3.45,4.01,1.42,0.0,1.0,0:23:42,0.0,0.0,10.13,0.0,10.13,5.06,0.0,64.0,0:02:54,4.83,,,,D,86,94,65,97,48,55,45,52,28,13,50,96,47,3,95,95,78.0,50.66666666666666,69.8,46.8,64.33333333333333,52.06
Jonas Brodin,MIN,,,50,0:22:56,0.21,0.84,3.71,1.41,5.44,0.94,0.0,7.0,0:25:28,0.0,0.34,1.68,2.02,4.71,0.67,0.0,,,,,,,D,55,68,50,51,48,17,73,35,28,34,50,18,47,38,65,41,54.4,41.66666666666666,50.58,35.4,48.0,39.17999999999999
Jamie Oleksiak,SEA,,,82,0:18:46,0.16,0.51,2.57,2.81,6.2,1.32,0.0,7.0,0:16:51,0.0,1.53,0.51,4.07,6.1,8.14,0.0,,,,,,,D,45,40,50,24,48,45,82,49,28,87,50,3,47,68,79,98,41.4,58.66666666666666,46.58,43.0,81.66666666666667,54.6
J.T. Miller,"NYR, VAN",Autodraft Anomalies,C;RW,72,0:18:12,1.01,2.2,6.27,7.69,2.29,2.52,28.75,,,,,,,,,,72.0,0:02:59,6.13,,,,F,75,95,79,57,94,71,57,73,50,50,50,50,50,50,50,50,80.0,67.0,76.1,50.0,50.0,50.0
Joel Armia,MTL,,,81,0:14:18,0.57,0.93,5.39,4.51,1.81,0.83,0.16,7.0,0:13:39,0.0,1.88,3.14,0.63,1.88,0.0,0.0,,,,,,,F,46,57,50,44,15,48,41,32,13,81,50,13,15,10,54,19,42.4,40.333333333333336,41.78,34.4,27.666666666666668,32.379999999999995
Connor Murphy,CHI,,,68,0:20:36,0.09,0.73,3.6,5.01,6.85,2.23,0.0,6.0,0:18:35,0.0,0.0,3.23,5.38,5.38,3.23,0.0,,,,,,,D,32,60,50,49,48,75,88,72,28,13,50,47,47,79,73,87,47.8,78.33333333333333,56.96,37.0,79.66666666666667,49.8
Stefan Noesen,N.J,,,78,0:15:55,1.06,0.92,7.97,7.19,1.26,2.12,1.98,5.0,0:17:21,1.38,0.69,6.92,8.3,1.38,1.38,0.69,78.0,0:02:16,5.08,,,,F,78,56,67,76,39,68,23,66,78,43,50,59,26,79,41,59,63.2,52.333333333333336,59.94,51.2,59.66666666666666,53.74
Phillip Danault,L.A,,,80,0:17:40,0.34,1.49,5.22,3.52,3.1,1.1,26.95,6.0,0:16:41,0.0,1.8,2.99,2.99,2.4,3.59,29.95,80.0,0:01:23,0.54,6.0,0:02:01,0.0,F,27,82,1,41,93,37,76,40,13,80,9,11,92,42,66,86,48.8,51.0,49.46,41.0,64.66666666666667,48.1
Vladislav Namestnikov,WPG,,,78,0:15:05,0.56,1.38,4.79,4.28,2.5,1.94,18.6,7.0,0:16:03,0.0,1.07,5.34,4.27,1.6,1.07,20.28,78.0,0:01:16,6.63,,,,F,45,79,83,35,89,45,63,63,13,59,50,40,88,55,47,52,66.2,57.0,63.44,50.0,51.333333333333336,50.4
Rickard Rakell,PIT,P Diddlers,C;LW;RW;IR;IR+,81,0:19:17,1.34,1.34,7.79,4.45,2.96,0.54,0.73,7.0,0:18:07,1.42,1.42,10.87,3.31,1.42,0.95,1.89,81.0,0:02:40,5.25,7.0,0:02:55,11.74,F,88,77,70,74,24,47,73,22,79,71,87,86,39,45,42,49,66.6,47.333333333333336,60.81999999999999,72.4,45.333333333333336,64.28
Colin Miller,WPG,,,60,0:14:31,0.28,0.76,4.68,5.79,3.44,2.62,0.0,3.0,0:18:20,1.09,1.09,6.54,3.27,3.27,2.18,0.0,,,,,,,D,68,62,50,70,48,81,32,79,99,75,50,85,47,59,43,76,59.6,64.0,60.92,71.2,59.333333333333336,67.64
Jonathan Marchessault,NSH,Sask Squatches,RW,78,0:17:58,0.9,1.5,8.81,3.29,1.07,1.58,0.73,5.0,0:16:42,1.44,3.59,6.46,0.72,0.72,1.44,0.72,78.0,0:03:11,5.56,5.0,0:02:30,19.2,F,69,82,73,82,24,34,17,54,79,96,94,54,26,11,21,61,66.0,35.0,56.7,69.8,31.0,58.15999999999999
Barclay Goodrow,S.J,,,77,0:13:47,0.28,0.17,4.13,8.42,3.39,4.24,6.11,7.0,0:13:29,0.0,0.0,2.54,8.89,3.81,2.54,8.26,,,,,,,F,22,10,50,24,66,75,81,90,13,12,50,7,72,81,85,77,34.4,82.0,48.67999999999999,30.8,81.0,45.86
Luke Glendening,T.B,,,77,0:10:47,0.29,0.22,3.68,7.59,4.19,0.72,36.27,3.0,0:07:56,0.0,0.0,2.52,7.55,2.52,0.0,40.28,,,,,,,F,23,12,50,18,95,71,90,28,13,12,50,7,95,76,68,19,39.6,63.0,46.62,35.4,54.333333333333336,41.08
Yanni Gourde,"SEA, T.B",,,57,0:16:02,0.46,1.57,4.92,7.15,2.36,3.41,17.51,,,,,,,,,,,,,,,,F,36,85,50,37,88,68,59,84,50,50,50,50,50,50,50,50,59.2,70.33333333333333,62.53999999999999,50.0,50.0,50.0
Morgan Rielly,TOR,Dan's Dazzling Team,D,82,0:21:23,0.24,1.16,4.31,0.72,4.48,0.72,0.0,7.0,0:21:30,0.0,2.39,3.98,0.0,7.97,0.0,0.0,82.0,0:01:51,5.54,,,,D,61,86,73,64,48,7,55,27,28,96,50,60,47,3,90,17,66.4,29.666666666666668,55.38,56.2,36.66666666666666,50.34
